text;setting;entrance;exit;business;delivery;modifier;location;unknown
(едет тихо с поникшей головой);;;;1;;;;
Скачут. Полки переходят через границу.;;;;1;;;;
Царь, патриарх и бояре.;;1;;;;;;
(Уходит с Трубецким.);;;1;;;;;
Общее смущение. В продолжение сей речи Борис несколько раз отирает лицо платком.;;;;1;;;;
Молчание.;;;;1;;;;
Уходит. за ним и все бояре.;;;1;;;;;
(тихо другому);;;;;1;;;
(1604 года, 21 декабря);1;;;;;;;
Битва.;1;;;;;;;
(бегут в беспорядке);;;;1;;;;
Входят капитаны Маржерет и Вальтер Розен.;;1;;;;;;
Входят немцы.;;1;;;;;;
Немцы строятся.;;;;1;;;;
(идут);;;;1;;;;
Сражение. Русские снова бегут.;;;1;1;;;;
(верхом);;;;1;;;;
Трубят. бьют барабаны.;;;;1;;;;
Народ.;1;;;;;;;
Входит Юродивый в железной шапке, обвешенный веригами, окруженный мальчишками.;1;;;;;;;
(садится на землю и поет);;;;1;;;;
Мальчишки окружают его снова.;;;;1;;;;
(Щелкает его по железной шапке.);;;;1;;;;
(Вырывает копеечку и убегает.);;;1;1;;;;
(плачет);;;;1;;;;
Царь выходит из собора. боярин впереди раздает нищим милостыню. Бояре.;;1;;1;;;;
(Уходит.);;;1;;;;;
(ему вслед);;;;1;;;;
Самозванец, окруженный своими.;;;;1;;;;
Входит русский пленник.;;1;;;;;;
Самозванец задумывается. окружающие смотрят друг на друга.;;;;1;;;;
(смеясь);;;;1;;;;
(Уходит.);;;1;;;;;
(указывая на свою саблю);;;;1;;;;
(показывая кулак);;;;1;;;;
Лях гордо смотрит на него и молча отходит.;;;;1;;;;
Все смеются.;;;;1;;;;
Лжедимитрий, Пушкин.;;1;;;;;;
В отдалении лежит конь издыхающий.;;;;1;;;1;
(про себя);;;;;1;;;
(идет к своему коню);;;;1;;;;
(Разуздывает и расседлывает коня.);;;;1;;;;
Входят несколько ляхов.;;1;;;;;;
(Ложится, кладет седло под голову и засыпает.);;;;1;;;;
Борис, Басманов.;;1;;;;;;
Входит боярин.;;1;;;;;;
(Уходит.);;;1;;;;;
Тревога. Бояре, придворные служители в беспорядке бегут, встречаются и шепчутся.;;;;1;;;;
Царя выносят на стуле. всё царское семейство, все бояре.;;1;;1;;;;
Все удаляются.;;;1;;;;;
(на коленах);;;;1;;;;
Входит патриарх, святители, за ними все бояре. Царицу ведут под руки, царевна рыдает.;;1;;1;;;;
Начинается обряд пострижения.;;;;1;;;;
Женщин в обмороке выносят.;;;1;;;;;
Басманов вводит Пушкина.;;1;;;;;;
(Уходит.);;;1;;;;;
(Задумывается.);;;;1;;;;
(Свищет.);;;;1;;;;
Пушкин идет, окруженный народом.;;;;1;;;;
(на амвоне);;;;;;;1;
(Кланяется.);;;;1;;;;
(Сходит.);;;;1;;;;
Шум народный.;;;;1;;;;
(несется толпою);;;;1;;;;
Феодор под окном.;;;;;;;1;
Ксения под покрывалом подходит также к окну.;;;;1;;;1;
Голицын, Мосальский, Молчанов и Шерефединов. за ними трое стрельцов.;;1;;;;;;
Они входят в дом.;;1;;;;;;
Отворяются двери. Мосальский является на крыльце.;;1;;1;;;;
Народ в ужасе молчит.;;;;1;;;;
Народ безмолвствует.;;;;1;;;;
Конец;;;;;;;;1
