text;setting;entrance;exit;business;delivery;modifier;location;unknown
Комната в доме Огудаловой. две двери: одна, в глубине, входная. другая налево от актеров. направо окно. мебель приличная, фортепьяно, на нем лежит гитара.;1;;;;;;;
Огудалова одна. Подходит к двери налево, с коробочкой в руках.;;1;;1;;;;
Лариса за сценой: «Я, мама, одеваюсь».;;;;1;;;;
Лариса за сценой: «После погляжу!»;;;;1;;;;
(Взглянув в окно.);;;;1;;;;
Входит Кнуров.;;1;;;;;;
Огудалова и Кнуров.;;1;;;;;;
(в дверях).;;;;;;;1;
(входит).;;1;;;;;;
(Садится.);;;;1;;;;
(конфузясь).;;;;1;;;;
(рассматривая вещи).;;;;1;;;;
(отдает коробочку).;;;;1;;;;
(Встает.);;;;1;;;;
(берет коробочку).;;;;1;;;;
(Достает из бумажника деньги и отдает Огудаловой.);;;;1;;;;
(Идет к двери.);;;;1;;;;
Кнуров уходит. Входит Лариса с корзинкой в руках;;1;1;;;;;
Огудалова и Лариса.;;1;;;;;;
(ставит корзинку на столик и рассматривает вещи в коробочке).;;;;1;;;;
(берет гитару, садится к окну и запевает).;;;;1;;;;
(Запевает.);;;;1;;;;
(напевает).;;;;1;;;;
(Взглянув в окно.);;;;1;;;;
Входит Илья.;;1;;;;;;
Огудалова, Лариса и Илья.;;1;;;;;;
(Кладет фуражку на стул у двери.);;;;1;;;;
(Подает гитару.);;;;1;;;;
(Берет гитару и подстраивает.);;;;1;;;;
(Запевает басом.);;;;1;1;;;
Голос в окно: «Илья, Илья, ча адари́к! ча сеге́р!»;;;;1;;;;
Голос с улицы: «Иди, барин приехал!»;;;;1;;;;
Голос с улицы: «Верно приехал!»;;;;1;;;;
(Кладет гитару и берет фуражку.);;;;1;;;;
(Уходит.);;;1;;;;;
Огудалова и Лариса.;;1;;;;;;
Входит Карандышев.;;1;;;;;;
Огудалова, Лариса и Карандышев.;;1;;;;;;
(запальчиво).;;;;;1;;;
(холодно).;;;;;1;;;
(с сердцем).;;;;;1;;;
(Сквозь слезы.);;;;1;;;;
Лариса в испуге встает.;;;;1;;;;
(у окна).;;;;;;;1;
(Карандышеву).;;;;;1;;;
Лариса и Карандышев уходят. Входит Паратов.;;1;1;;;;;
Огудалова и Паратов.;;1;;;;;;
(всю сцену ведет в шутливо-серьезном тоне).;;;;;1;;;
(простирая руки).;;;;1;;;;
(Обнимаются и целуются.);;;;1;;;;
(поглядев на Паратова).;;;;1;;;;
(Целует руку.);;;;1;;;;
(Берет футляр с вещами.);;;;1;;;;
(берет Паратова за ухо).;;;;1;;;;
(Уходит.);;;1;;;;;
Входит Лариса.;;1;;;;;;
Паратов и Лариса.;;1;;;;;;
Лариса молчит.;;;;1;;;;
(нежно целует руку Ларисы).;;;;1;;;;
Входят Огудалова и Карандышев.;;1;;;;;;
Паратов, Лариса, Огудалова, Карандышев, потом лакей.;;1;;;;;;
(Паратову.);;;;;1;;;
(Карандышеву.);;;;;1;;;
(подавая руку Карандышеву).;;;;1;;;;
(Кланяясь.);;;;1;;;;
(сдержанно).;;;;;1;;;
(Карандышеву).;;;;;1;;;
(разгорячась).;;;;1;;;;
(Карандышеву).;;;;;1;;;
(Огудаловой).;;;;;1;;;
(Паратову).;;;;;1;;;
(Карандышеву).;;;;;1;;;
Карандышев хочет отвечать.;;;;1;;;;
Лариса уходит.;;;1;;;;;
(холодно).;;;;;1;;;
Входит Лариса, за ней человек с бутылкой шампанского в руках и стаканами на подносе.;;1;;;;;;
(наливает).;;;;1;;;;
Паратов и Карандышев берут стаканы.;;;;1;;;;
(Карандышеву).;;;;;1;;;
Входит Вожеватов.;;1;;;;;;
Огудалова, Лариса, Паратов, Карандышев, Вожеватов, потом Робинзон.;;1;;;;;;
Робинзон входит.;;1;;;;;;
(Робинзону).;;;;;1;;;
Робинзон целует руки у Огудаловой и Ларисы.;;;;1;;;;
(Карандышеву.);;;;;1;;;
(подавая руку Робинзону).;;;;1;;;;
(Паратову).;;;;;1;;;
(Робинзону.);;;;;1;;;
(Робинзону).;;;;;1;;;
(налив стаканы).;;;;1;;;;
(Пьют.);;;;1;;;;
(Карандышеву).;;;;;1;;;
(Робинзону).;;;;;1;;;
(Огудаловой).;;;;;1;;;
(Кланяясь всем.);;;;1;;;;
(Уходит.);;;1;;;;;
(берет шляпу).;;;;1;;;;
Огудалова и Лариса уходят за Карандышевым в переднюю.;;;1;;;;;
Паратов, Вожеватов и Робинзон.;;1;;;;;;
(Ударив себя по лбу.);;;;1;;;;
(Прислушиваясь.);;;;1;;;;
Входят Огудалова и Лариса.;;1;;;;;;
(Раскланиваются.);;;;1;;;;
Кабинет Карандышева. комната, меблированная с претензиями, но без вкуса. на одной стене прибит над диваном ковер, на котором развешано оружие. три двери: одна в середине, две по бокам.;1;;;;;;;
Евфросинья Потаповна и Иван (выходит из двери налево);;;;1;;;1;
(Уходит в среднюю дверь, Иван за ней.);;;1;;;;;
Входят Огудалова и Лариса слева.;;1;;;;;;
Огудалова и Лариса.;;1;;;;;;
Входит Евфросинья Потаповна.;;1;;;;;;
Огудалова, Лариса и Евфросинья Потаповна.;;1;;;;;;
(Огудаловой).;;;;;1;;;
Огудалова и Лариса уходят в дверь направо, Евфросинья Потаповна — в среднюю. Из двери налево выходят Паратов, Кнуров, Вожеватов.;;1;1;;;;1;
Паратов, Кнуров и Вожеватов.;;1;;;;;;
Входит Робинзон.;;1;;;;;;
Паратов, Кнуров, Вожеватов и Робинзон.;;1;;;;;;
(падая на диван).;;;;1;;;;
За с ценой голос Карандышева : «Эй, дайте нам бургонского!»;;;;1;;;;
Входит Карандышев с ящиком сигар.;;1;;;;;;
Паратов, Кнуров, Вожеватов, Робинзон и Карандышев.;;1;;;;;;
(взглянув на ковер).;;;;1;;;;
(Снимает со стены пистолет.);;;;1;;;;
(берет у него пистолет).;;;;1;;;;
(Бросает пистолет на стол.);;;;1;;;;
(Паратову).;;;;;1;;;
(Кнурову).;;;;;1;;;
(Вожеватову).;;;;;1;;;
(Выбирает пять штук, вынимает из кармана бумажку и тщательно завертывает.);;;;1;;;;
(Громко.);;;;;1;;;
(Еще громче).;;;;;1;;;
Входит Огудалова.;;1;;;;;;
Паратов, Кнуров, Вожеватов, Робинзон, Карандышев и Огудалова.;;1;;;;;;
(Карандышеву тихо.);;;;;1;;;
(Подходит к Паратову.);;;;1;;;;
(Огудаловой).;;;;;1;;;
(Уходит.);;;1;;;;;
Паратов и Карандышев уходят в дверь налево.;;;1;;;;;
Кнуров, Вожеватов и Робинзон.;;1;;;;;;
(глядит в дверь налево).;;;;1;;;;
(Поет из «Роберта».);;;;1;;;;
(Поет.);;;;1;;;;
(Громко.);;;;;1;;;
(Убегает.);;;;1;;;;
Из средней двери выходит Илья.;;1;;;;;;
Кнуров, Вожеватов, Илья, потом Паратов.;;1;;;;;;
Входит Паратов.;;1;;;;;;
(Уходит.);;;1;;;;;
(Указывая в дверь.);;;;1;;;;
(В дверь.);;;;;1;;;
Входит Робинзон.;;1;;;;;;
Паратов, Кнуров, Вожеватов и Робинзон.;;1;;;;;;
(тихо).;;;;;1;;;
(Паратову).;;;;;1;;;
Входят справа Огудалова и Лариса, слева Карандышев и Иван.;;1;;;;;;
Огудалова, Лариса, Паратов, Кнуров, Вожеватов, Робинзон, Карандышев, Иван, потом Илья и Евфросинья Потаповна.;;1;;;;;;
(Ларисе).;;;;;1;;;
(Жмет руку Паратову.);;;;1;;;;
(Паратову).;;;;;1;;;
(Ларисе).;;;;;1;;;
(Карандышеву.);;;;;1;;;
Иван уходит.;;;1;;;;;
(Ларисе тихо).;;;;;1;;;
Входит Илья с гитарой.;;1;;;;;;
(Ларисе).;;;;;1;;;
Карандышев, надувшись, отходит в угол и садится.;;;;1;;;1;
(подстраивая гитару).;;;;1;;;;
(Поют в два голоса.);;;;1;;;;
Все различным образом выражают восторг. Паратов сидит, запустив руки в волоса. Во втором куплете слегка пристает Робинзон.;;;;1;;;;
(Робинзону).;;;;;1;;;
(Ларисе).;;;;;1;;;
(с мрачным видом).;;;;1;;;;
(Целует руку Ларисы.);;;;1;;;;
(Карандышеву.);;;;;1;;;
(громко).;;;;;1;;;
(тихо).;;;;;1;;;
(Громко.);;;;;1;;;
Входит Евфросинья Потаповна.;;1;;;;;;
(Уходит.);;;1;;;;;
Карандышев идет в дверь налево.;;;;1;;;;
(Уходит за Карандышевым.);;;1;;;;;
Илья уходит в среднюю дверь.;;;1;;;;;
(Кнурову).;;;;;1;;;
(Робинзону.);;;;;1;;;
Уходят налево Кнуров, Вожеватов и Робинзон.;;;1;;;;;
Лариса и Паратов.;;1;;;;;;
(Страстно глядит на Ларису.);;;;1;;;;
(тихо).;;;;;1;;;
(опустя голову).;;;;1;;;;
(тихо).;;;;;1;;;
Входят Огудалова, Кнуров, Вожеватов, Робинзон, Карандышев и Иван с подносом, на котором стаканы шампанского.;;1;;;;;;
Огудалова, Лариса, Паратов, Кнуров, Вожеватов, Робинзон, Карандышев и Иван.;;1;;;;;;
(Кнурову и Вожеватову).;;;;;1;;;
(Все берут стаканы.);;;;1;;;;
(одобрительно).;;;;;1;;;
(Карандышеву).;;;;;1;;;
(Уходит.);;;1;;;;;
(Кланяется дамам.);;;;1;;;;
(указывая на среднюю дверь).;;;;1;;;;
Кнуров уходит.;;;1;;;;;
(Вожеватову).;;;;;1;;;
(Ларисе.);;;;;1;;;
Лариса уходит направо.;;;1;;;;;
Выходит Лариса с шляпкой в руках.;;;1;;;;;
Робинзон и Вожеватов раскланиваются и уходят.;;;1;1;;;;
(Ларисе тихо).;;;;;1;;;
(Уходит.);;;1;;;;;
(Огудаловой).;;;;;1;;;
(Уходит.);;;1;;;;;
Входят Карандышев и Иван с бутылкой шампанского.;;1;;;;;;
Огудалова, Карандышев, Иван, потом Евфросинья Потаповна.;;1;;;;;;
(Оглядывает комнату.);;;;1;;;;
(У двери направо.);;;;;;;1;
(входя).;;1;;;;;;
(садится и хватается за голову).;;;;1;;;;
(с горячностью).;;;;;1;;;
(Со слезами.);;;;;1;;;
(Схватывает со стола пистолет и убегает.);;;1;1;;;;
Декорация первого действия. Светлая летняя ночь.;1;;;;;;;
Робинзон с мазиком в руках и Иван выходят из кофейной.;;1;;;;;;
(Уходит.);;;1;;;;;
Входит Иван с бутылкой.;;1;;;;;;
(ставит бутылку).;;;;1;;;;
(оробев).;;;;1;;;;
(Уходит.);;;1;;;;;
Входит Карандышев, Робинзон старается спрятаться за бутылку.;;1;;1;;;;
Робинзон, Карандышев, потом Иван.;;1;;;;;;
(подходит к Робинзону).;;;;1;;;;
(Подает руку Робинзону.);;;;1;;;;
Карандышев уходит.;;;1;;;;;
Входит Иван.;;1;;;;;;
(Уходит в кофейную.);;;1;;;;;
Из кофейной выходит Гаврило.;;1;;;;;;
Гаврило и Иван.;;1;;;;;;
(Берет со стола бутылку и уходит в кофейную.);;;1;1;;;;
Входит Илья и хор цыган.;;1;;;;;;
Гаврило, Илья, цыгане и цыганки.;;1;;;;;;
(потирая руки).;;;;1;;;;
Илья, цыгане и цыганки, Гаврило уходят в кофейную. Выходят Кнуров и Вожеватов.;;1;1;;;;;
Кнуров и Вожеватов.;;1;;;;;;
На крыльце кофейной показывается Робинзон.;;1;;;;;;
Кнуров, Вожеватов и Робинзон.;;1;;;;;;
(подходя).;;;;1;;;;
Робинзон прислушивается.;;;;1;;;;
(Вынимает из кармана монету и кладет под руку.);;;;1;;;;
(в раздумье).;;;;1;;;;
(Решительно.);;;;;1;;;
(поднимая руку).;;;;1;;;;
Кнуров и Вожеватов уходят в кофейную. Входят Паратов и Лариса.;;1;1;;;;;
Паратов, Лариса и Робинзон.;;1;;;;;;
(Садится в глубине сцены на скамейку у решетки.);;;;1;;;1;
(Уходит в кофейную.);;;1;;;;;
(Ларисе).;;;;;1;;;
В дверях кофейной видны Кнуров и Вожеватов.;;1;;;;;1;
(задумчиво).;;;;;1;;;
(Быстро.);;;;;1;;;
(показывая обручальное кольцо).;;;;1;;;;
(Садится на стул.);;;;1;;;;
Паратов смотрит на нее.;;;;1;;;;
(Истерически смеется.);;;;1;;;;
(Опирает голову на руку.);;;;1;;;;
Кнуров, Вожеватов и Робинзон выходят на крыльцо кофейной.;;1;;;;;;
Паратов, Лариса, Кнуров, Вожеватов и Робинзон.;;1;;;;;;
(подходя к кофейной).;;;;1;;;;
(Уходит в кофейную.);;;1;;;;;
(грозя кулаком).;;;;1;;;;
(Уходит.);;;1;;;;;
Вожеватов подходит к Ларисе.;;;;1;;;;
(взглянув на Вожеватова).;;;;1;;;;
(Отходит в кофейную.);;;1;;;;;
(подходит к Ларисе).;;;;1;;;;
Лариса отрицательно качает головой.;;;;1;;;;
Лариса молчит.;;;;1;;;;
Лариса поворачивает голову в другую сторону.;;;;1;;;;
Лариса молчит.;;;;1;;;;
(Почтительно кланяется и уходит в кофейную.);;;1;1;;;;
Лариса одна.;;1;;;;;;
(Подумав.);;;;1;;;;
(Подходит к решетке и смотрит вниз. Нагибается, крепко хватается за решетку, потом с ужасом отбегает.);;;;1;;;;
(Чуть не падает, хватается за беседку.);;;;1;;;;
(Садится у стола подле беседки.);;;;1;;;;
(Сквозь слезы.);;;;;1;;;
(Задумывается.);;;;1;;;;
(Вздрогнув.);;;;1;;;;
(Подпирает голову рукой и сидит в забытьи.);;;;1;;;;
Входят Робинзон и Карандышев.;;1;;;;;;
Лариса, Робинзон и Карандышев.;;1;;;;;;
(Уходит в кофейную.);;;1;;;;;
Карандышев подходит к столу и садится против Ларисы.;;;;1;;;;
Лариса и Карандышев.;;1;;;;;;
(поднимая голову).;;;;1;;;;
(глубоко оскорбленная).;;;;1;;;;
(С горячностью.);;;;;1;;;
(с жаром).;;;;;1;;;
(Хватает ее за руку.);;;;1;;;;
(оттолкнув его).;;;;1;;;;
(со слезами).;;;;;1;;;
(с горькой улыбкой).;;;;;1;;;
(с отвращением).;;;;;1;;;
(Падает на колени.);;;;1;;;;
(вставая).;;;;1;;;;
(Кладет руку за борт сюртука.);;;;1;;;;
(запальчиво).;;;;;1;;;
(Стреляет в нее из пистолета.);;;;1;;;;
(хватаясь за грудь).;;;;1;;;;
(Опускается на стул.);;;;1;;;;
(Роняет пистолет.);;;;1;;;;
(нежно).;;;;;1;;;
(Поднимает пистолет и кладет на стол.);;;;1;;;;
Из кофейной выходят Паратов, Кнуров, Вожеватов, Робинзон, Гаврило и Иван.;;1;;;;;;
Лариса, Карандышев, Паратов, Кнуров, Вожеватов, Робинзон, Гаврило и Иван.;;1;;;;;;
За сценой цыгане запевают песню.;;;;1;;;1;
(постепенно слабеющим голосом).;;;;;1;;;
(Посылает поцелуй.);;;;1;;;;
Громкий хор цыган.;;;;1;;;;
