text;setting;entrance;exit;business;delivery;modifier;location;unknown
Гурмыжская, Милонов, Бодаев, Восмибратов, Петр.;;1;;;;;;
(раскланивается и садится).;;;;1;;;;
Петр садится у самой двери на край стула.;;;;1;;;;
(читает).;;;;1;;;;
(принимая письмо).;;;;1;;;;
(Восмибратову).;;;;;1;;;
Встает, Милонов тоже. Раскланиваются. Восмибратов и Петр встают.;;;;1;;;;
(провожая их).;;;;1;;;;
Милонов и Бодаев уходят.;;;1;;;;;
Гурмыжская, Восмибратов, Петр.;;1;;;;;;
(садясь).;;;;1;;;;
Петр садится.;;;;1;;;;
(Роясь о ящике.);;;;1;;;;
Петр встает.;;;;1;;;;
(Петру).;;;;;1;;;
(подумав).;;;;1;;;;
(Махнув рукой.);;;;1;;;;
Восмибратов и Петр уходят. Входит Карп.;;1;1;;;;;
Гурмыжская, Карп, потом Аксюша и Улита.;;1;;;;;;
Карп уходит.;;;1;;;;;
Входит Аксюша.;;1;;;;;;
(потупя глаза, тихо).;;;;1;1;;;
(со смехом);;;;;1;;;
Входит Улита.;;1;;;;;;
(Со смехом.);;;;;1;;;
(взглянув ей в глаза).;;;;1;;;;
Аксюша уходит.;;;1;;;;;
Гурмыжская и Улита.;;1;;;;;;
(подходит и садится на пол).;;;;1;;;;
(Целует руку Гурмыжской.);;;;1;;;;
(подумав).;;;;1;;;;
(с жаром).;;;;;1;;;
(таинственно).;;;;;1;;;
(делает жест рукой);;;;1;;;;
(Смотрит ей в глаза.);;;;1;;;;
(делает жест рукой).;;;;1;;;;
(нежно).;;;;;1;;;
(в задумчивости).;;;;1;;;;
Улита встает, отходит к стороне и искоса посматривает. Гурмыжская встает и подходит к окну.;;;;1;;;;
(Делает ручкой.);;;;1;;;;
(Оборачивается и видит Улиту.);;;;1;;;;
Уходят.;;;1;;;;;
"Лес: две неширокие дороги идут с противоположных сторон из глубины сцены и сходятся близ авансцены под углом. На углу крашеный столб, на котором, по направлению дорог, прибиты две доски с надписями. на правой: ""В город Калинов"", на левой: ""В усадьбу Пеньки, помещицы г-жи Гурмыжской"". У столба широкий, низенький пень, за столбом, в треугольнике между дорогами, по вырубке мелкий кустарник не выше человеческого роста. Вечерняя заря.";1;;;;;;;
Аксюша выходит из лесу с левой стороны и садится на пень. Петр выходит из лесу с правой стороны и потом мальчик.;;1;;1;;;;
(громко).;;;;;1;;;
Из лесу выходит мальчик.;;1;;;;;;
(робко).;;;;;1;;;
(Поворачивает его и дает ему легкий подзатыльник.);;;;1;;;;
Мальчик отходит.;;;;1;;;;
Мальчик уходит в лес.;;;1;;;;;
(подходя к Петру).;;;;1;;;;
(целуя ее).;;;;1;;;;
(зажимая ему рот).;;;;1;;;;
(сердито).;;;;;1;;;
(все еще с сердцем).;;;;;1;;;
(подумав).;;;;1;;;;
Вбегает мальчик.;;1;;;;;;
(Быстро убегает.);;;1;;;;;
(проворно).;;;;1;;;;
Целуются и расходятся.;;;1;;;;;
С правой стороны из глубины показывается Несчастливцев. Ему лет 35, но на лицо он гораздо старее, брюнет, с большими усами. Черты резкие, глубокие и очень подвижные, следы беспокойной и невоздержной жизни. На нем длинное и широкое парусиновое пальто, на голове серая, очень поношенная шляпа, с широкими полями, сапоги русские, большие, в руках толстая, суковатая палка, за спиной небольшой чемодан, вроде ранца, на ремнях. Он, видимо, утомлен, часто останавливается, вздыхает и бросает мрачные взгляды исподлобья. В то же время с другой стороны показывается Счастливцев. ему лет за 40, лицо как будто нарумяненное, волоса на голове вроде вытертого меха, усы и эспаньолка тонкие, жидкие, рыжевато-пепельного цвета, глаза быстрые, выражающие и насмешливость и робость в одно и то же время. На нем голубой галстук, коротенький пиджак, коротенькие панталоны в обтяжку, цветные полусапожки, на голове детский картузик – все очень поношенное, на плече, на палке, повешено самое легкое люстриновое пальто и узел в цветном платке. Утомлен, переводит дух тяжело и смотрит кругом с улыбкой, не то печальной, не то веселой. Сходятся.;;1;;;;;;
(мрачно).;;;;;1;;;
(Полузаискивающим-полунасмешливым тоном.);;;;;1;;;
(густым басом).;;;;;1;;;
(Горячо.);;;;;1;;;
(робко).;;;;;1;;;
(указывая на пень).;;;;1;;;;
(Садится, снимает чемодан и кладет подле себя.);;;;1;;;;
(садится на землю подле пня).;;;;1;;;;
(басом).;;;;;1;;;
(со вздохом).;;;;;1;;;
(басом);;;;;1;;;
(робко).;;;;;1;;;
(обидясь).;;;;1;;;;
(грозно).;;;;;1;;;
(отодвигаясь).;;;;1;;;;
(отодвигаясь).;;;;1;;;;
(Повелительно.);;;;;1;;;
(Встает.);;;;1;;;;
(Встает.);;;;1;;;;
(робко).;;;;;1;;;
(С силою опускает руку на плечо Счастливцеву.);;;;1;;;;
(приседая от удара).;;;;1;;;;
(Опять кладет руку.);;;;1;;;;
(берет его за ворот и держит).;;;;1;;;;
(жмется).;;;;1;;;;
(держит его за ворот).;;;;1;;;;
(Подумав.);;;;1;;;;
(падая на колени).;;;;1;;;;
(выпускает его).;;;;1;;;;
(Закрывает лицо и плачет. Отирая слезы.);;;;1;;;;
(Совершенно равнодушно.);;;;1;;;;
(Опускает голову.);;;;1;;;;
(Утирает слезы.);;;;1;;;;
(Надевает чемодан.);;;;1;;;;
(Указывает на столб.);;;;1;;;;
(читает).;;;;1;;;;
Медленно уходят.;;;1;;;;;
Старый густой сад. налево от зрителей невысокая терраса барского дома, уставленная цветами. с террасы сход в три или четыре ступени.;1;;;;;;;
Гурмыжская на террасе. Буланов в саду.;;1;;;;;;
(увидав Гурмыжскую, помогает ей сойти с террасы и целует ее руку).;;;;1;;;;
(с участием).;;;;;1;;;
(Злобно улыбаясь.);;;;1;;;;
(с испугом).;;;;;1;;;
Входит Карп.;;1;;;;;;
Гурмыжская, Буланов, Карп.;;1;;;;;;
(с испугом).;;;;;1;;;
(Карпу.);;;;;1;;;
(Подает записку.);;;;1;;;;
(Читает.);;;;1;;;;
(Карпу).;;;;;1;;;
(Уходит.);;;1;;;;;
(пожимая плечами).;;;;1;;;;
Уходят.;;;1;;;;;
Выходят: Несчастливцев, одетый очень прилично, на голове черная складная шляпа, и Счастливцев в прежнем костюме.;;1;;;;;;
Несчастливцев, Счастливцев.;;1;;;;;;
(Грозит пальцем.);;;;1;;;;
(грозно).;;;;;1;;;
Входит Карп.;;1;;;;;;
Несчастливцев, Счастливцев, Карп.;;1;;;;;;
(со вздохом).;;;;;1;;;
(подходя к террасе).;;;;1;;;1;
Несчастливцев уходит.;;;1;;;;;
(Кланяется и уходит.);;;1;;;;;
Входят Восмибратов и Петр.;;1;;;;;;
Карп, Восмибратов, Петр.;;1;;;;;;
(подумав).;;;;1;;;;
(махнув рукой).;;;;1;;;;
(Уходит, за ним Петр.);;;1;;;;;
Выходят из дому Несчастливцев и Буланов.;;1;;;;;;
Карп уходит.;;;1;;;;;
Несчастливцев и Буланов.;;1;;;;;;
(стыдливо).;;;;;1;;;
(снимает шляпу и кланяется).;;;;1;;;;
Гурмыжская показывается на террасе.;;;;1;;;;
(смеется).;;;;1;;;;
(тихо).;;;;;1;;;
Гурмыжская сходит в сад.;;;;1;;;;
Гурмыжская, Несчастливцев, Буланов, потом Карп.;;1;;;;;;
Входит Карп.;;1;;;;;;
Карп уходит.;;;1;;;;;
(Буланову.);;;;;1;;;
Уходят.;;;1;;;;;
Входят Восмибратов и Петр.;;1;;;;;;
Гурмыжская, Восмибратов, Петр.;;1;;;;;;
Молчание.;;;;1;;;;
Молчание.;;;;1;;;;
(Подает записку.);;;;1;;;;
(принимая).;;;;1;;;;
(Отдаст записку Петру.);;;;1;;;;
(читает).;;;;1;;;;
(читает).;;;;1;;;;
(читает).;;;;1;;;;
(берет записку).;;;;1;;;;
(Вынимает бумажник и тщательно укладывает в него записку.);;;;1;;;;
(Вынимает деньги и считает.);;;;1;;;;
(задумывается и как будто вспоминает);;;;1;;;;
(Подает Гурмыжской.);;;;1;;;;
(Вынимает деньги и подает.);;;;1;;;;
(Грозно.);;;;;1;;;
(обидясь).;;;;;1;;;
(Уходит. за ним Петр.);;;1;;;;;
(Уходит на террасу.);;;1;;;;;
Входят Несчастливцев и Буланов.;;1;;;;;;
Гурмыжская, Несчастливцев, Буланов.;;1;;;;;;
(сходя с террасы).;;;;1;;;;
(грозно).;;;;;1;;;
(с жаром).;;;;;1;;;
(Поднимая глаза к небу.);;;;1;;;;
Входят Карп и Счастливцев.;;1;;;;;;
(Буланову).;;;;;1;;;
Гурмыжская уходит.;;;1;;;;;
Карп уходит.;;;1;;;;;
Счастливцев уходит.;;;1;;;;;
Счастливцев приносит бутафорские ордена.;;;;1;;;;
Несчастливцев надевает их.;;;;1;;;;
Входят Карп, Восмибратов и Петр.;;1;;;;;;
Несчастливцев, Буланов, Счастливцев, Восмибратов, Петр, Карп.;;1;;;;;;
(Восмибратову.);;;;;1;;;
(сыну).;;;;;1;;;
(Несчастливцеву.);;;;;1;;;
(Грозит пальцем.);;;;1;;;;
(Буланову).;;;;;1;;;
(грозно).;;;;;1;;;
(Всплеснув руками.);;;;1;;;;
(садится к столу и опускает голову).;;;;1;;;;
(Подходит, вынимает бумажник и бросает на стол.);;;;1;;;;
(Буланову).;;;;;1;;;
(Восмибратову, отдавая бумажник.);;;;1;1;;;
(Отсчитывает деньги.);;;;1;;;;
(Подает руку.);;;;1;;;;
Входит Гурмыжская.;;1;;;;;;
Гурмыжская, Несчастливцев, Буланов, Счастливцев, Восмибратов, Петр и Карп.;;1;;;;;;
(подавая Гурмыжской деньги).;;;;1;;;;
(Отходит к стороне и стоит, скрестя руки и спустя голову.);;;;1;;;;
(Уходит. за ним Петр и Карп.);;;1;;;;;
(Несчастливцеву).;;;;;1;;;
(Как бы спохватившись, торопливо прячет деньги.);;;;1;;;;
(запирая коробку).;;;;1;;;;
(про себя).;;;;;1;;;
(взглянув на Буланова).;;;;1;;;;
(показывает глазами Буланову, что она очень довольна).;;;;1;;;;
(Утирает слезы.);;;;1;;;;
(Закрывает лицо рукою и уходит.);;;1;1;;;;
Счастливцев идет за ним, но останавливается и смотрит из-за куста.;;;;1;;;1;
Гурмыжская, Буланов, Счастливцев за кустом.;;1;;;;;1;
(Открывает коробку.);;;;1;;;;
Буланов смотрит и вздыхает.;;;;1;;;;
(с глубоким вздохом).;;;;;1;;;
(Вынимает из коробочки деньги, которые ей передал Несчастливиев.);;;;1;;;;
(потерявшись).;;;;1;;;;
(Берет деньги.);;;;1;;;;
(Целует руку.);;;;1;;;;
(Уходят.);;;;1;;;;
Другая часть сада: направо беседка, налево садовая скамья, вдали, сквозь деревья, видно озеро. Лунная ночь.;1;;;;;;;
Несчастливцев и Счастливцев.;;1;;;;;;
(Грозно.);;;;;1;;;
(комически-подобострастно).;;;;;1;;;
(Отходит к кустам.);;;;1;;;;
(из-за куста);;;;;;;1;
(наступая).;;;;1;;;;
(перебегая на другую сторону).;;;;1;;;;
(наступая).;;;;1;;;;
(отступая).;;;;1;;;;
(хватаясь за голову).;;;;1;;;;
(Прячется за куст.);;;;1;;;1;
(отступая).;;;;1;;;;
(Из-за куста.);;;;;;;1;
(Убегает.);;;1;;;;;
(Уходит.);;;1;;;;;
Входит Карп.;;1;;;;;;
Карп, потом Улита.;;1;;;;;;
(Садится на скамью.);;;;1;;;;
Входит Улита и осматривается.;;1;;;;;;
Входит Счастливцев.;;1;;;;;;
Карп, Улита, Счастливцев.;;1;;;;;;
(садясь).;;;;1;;;;
(не слушая).;;;;1;;;;
(Уходит.);;;1;;;;;
Счастливцев и Улита.;;1;;;;;;
(Оглядываясь.);;;;1;;;;
(Приседает.);;;;1;;;;
(встает).;;;;1;;;;
(с испугом).;;;;;1;;;
(Прыгает и кричит.);;;;1;;;;
Улита убегает.;;;1;;;;;
(Уходит.);;;1;;;;;
Петр робко крадется в тени кустов и осматривается.;;;;1;;;1;
Петр, потом Аксюша.;;1;;;;;;
Входит Аксюша. увидав Петра, подбегает к нему.;;1;;1;;;;
(Целует ее.);;;;1;;;;
(Обнимает его.);;;;1;;;;
(Целуются.);;;;1;;;;
(Уходит.);;;1;;;;;
Аксюша хочет идти домой, оборачивается и видит Несчастливцева, который выходит из беседки.;;;;1;;;1;
Аксюша, Несчастливцев, потом Счастливцев.;;1;;;;;;
(про себя).;;;;;1;;;
(Подходит к Аксюше.);;;;1;;;;
Аксюша прилегает к нему на грудь.;;;;1;;;;
(опускаясь на колени).;;;;1;;;;
(поднимая ее).;;;;1;;;;
(простирает над ней руки).;;;;1;;;;
Аксюша склоняет голову в молчании, сложа руки.;;;;1;;;;
Короткая пауза.;;;;1;;;;
(Становится на колени.);;;;1;;;;
(поднимает ее, растроганный и с дрожью в голосе).;;;;1;;;;
(хватаясь за сердце).;;;;1;;;;
(Отходит, шатаясь, потом быстрее и быстрее, и наконец бежит.);;;;1;;;;
(смотрит ей вслед).;;;;1;;;;
(Убегает.);;;1;;;;;
Входит Счастливцев.;;1;;;;;;
(Уходит в беседку.);;;;;;;1;
Выходит Несчастливцев, поддерживая Аксюшу, которая едва идет.;;;1;1;;;;
(сажая ее на скамью).;;;;1;;;;
(качая головой.);;;;1;;;;
(Идут к беседке, навстречу им Счастливцев с узлом.);;;;1;;;1;
Уходят в беседку.;;;1;;;;1;
Выходят Гурмыжская и Улита.;;1;;;;;;
Гурмыжская и Улита.;;1;;;;;;
(Тихо.);;;;;1;;;
(Отходя.);;;;1;;;;
(Уходит.);;;1;;;;;
Входит Буланов.;;1;;;;;;
Гурмыжская и Буланов.;;1;;;;;;
(торопливо поправляясь).;;;;1;;;;
(подумав).;;;;1;;;;
(Смеется.);;;;1;;;;
(Обнимает Гурмыжскую и хочет поцеловать.);;;;1;;;;
(отталкивая его).;;;;1;;;;
(Уходит.);;;1;;;;;
(Кричит вслед Гурмыжской.);;;;1;;;;
(Кричит громче.);;;;1;1;;;
(Падает на скамейку.);;;;1;;;;
Декорация первого действия.;1;;;;;;;
Карп, потом Буланов.;;1;;;;;;
(убирает чашки со стола и видит коробку Гурмыжской).;;;;1;;;;
Входит Буланов.;;1;;;;;;
Карп уходит. Входит Несчастливцев.;;1;1;;;;;
Несчастливцев и Буланов.;;1;;;;;;
(Отирает слезу.);;;;1;;;;
(горячо).;;;;;1;;;
(заметив коробку, про себя).;;;;1;1;;;
(Уходит.);;;1;;;;;
Входит Гурмыжская.;;1;;;;;;
Гурмыжская и Буланов.;;1;;;;;;
(Садится у окна.);;;;1;;;1;
(ходит, заложи руки назад).;;;;1;;;;
(развязно целует ее руку).;;;;1;;;;
(с улыбкой).;;;;;1;;;
Входит Аксюша.;;1;;;;;;
Буланов уходит.;;;1;;;;;
Гурмыжская и Аксюша.;;1;;;;;;
(встает).;;;;;1;;;
(Про себя.);;;;;1;;;
(Про себя.);;;;;1;;;
(Аксюше.);;;;;1;;;
(про себя).;;;;;1;;;
(Обнимает ее.);;;;1;;;;
(Обнимает ее.);;;;1;;;;
(Хочет поцеловать ее руку.);;;;1;;;;
(Целует ее.);;;;1;;;;
(Уходит.);;;1;;;;;
(садится у окна).;;;;1;;;1;
Входит Карп.;;1;;;;;;
Входит Несчастливцев в дорожном платье, снимает котомку и кладет в угол, туда же ставит палку.;;1;;1;;;;
Гурмыжская, Несчастливцев, Карп.;;1;;;;;;
(Уходит.);;;1;;;;;
(Берет колокольчик.);;;;1;;;;
(Берет колокольчик.);;;;1;;;;
(Про себя.);;;;;1;;;
(Ставит колокольчик на стол и садится на стуле подле стола.);;;;1;;;1;
(заметя свою коробку на столе).;;;;1;;;;
(Самым ласковым тоном.);;;;;1;;;
(вынимает пистолет и кладет на стол).;;;;1;;;;
(Рассматривая коробку.);;;;1;;;;
(с испугом).;;;;1;;;;
(Открывает коробку.);;;;1;;;;
(Закрывает коробку.);;;;1;;;;
(Открывает коробку.);;;;1;;;;
(Считает деньги.);;;;1;;;;
(Встает, берет в одну руку пистолет, а в другую коробку с деньгами и подает ее Гурмыжской.);;;;1;;;;
(поглядывая на пистолет).;;;;1;;;;
(берет деньги).;;;;1;;;;
(Прячет деньги.);;;;1;;;;
(Кладет пистолет в карман.);;;;1;;;;
(Звонит в колокольчик.);;;;1;;;;
Входит Карп.;;1;;;;;;
(Гурмыжской.);;;;;1;;;
Карп уходит.;;;1;;;;;
(Вынимает пистолет.);;;;1;;;;
(Уходит.);;;1;;;;;
Входит Счастливцев.;;1;;;;;;
Несчастливцев и Счастливцев.;;1;;;;;;
(Показывает пачку ассигнаций.);;;;1;;;;
Уходят в столовую. Входит Аксюша.;;1;1;;;;;
Аксюша, потом Петр и Несчастливцев.;;1;;;;;;
(Заглядывает в дверь.);;;;1;;;;
(Тихо.);;;;;1;;;
Петр тихо боком прокрадывается в дверь.;;;;1;;;;
(Берет его голову, прижимает к себе и целует.);;;;1;;;;
(робко и оглядываясь).;;;;1;1;;;
(Целует его.);;;;1;;;;
Входит Несчастливцев.;;1;;;;;;
Петр уходит.;;;1;;;;;
(прилегая к нему, нежно).;;;;1;;;;
(басом).;;;;;1;;;
(Уходит в столовую.);;;1;;;;;
Выходят Милонов, Бодаев и Карп.;;1;;;;;;
Милонов, Бодаев, Карп, потом Гурмыжская и Буланов.;;1;;;;;;
Выходит Гурмыжская, очень нарядно и молодо одетая, под руку с Булановым.;;1;;;;;;
(целуя руку).;;;;1;;;;
(Отходит и смотрит издали.);;;;1;;;;
(садясь).;;;;1;;;;
Милонов и Бодаев садятся.;;;;1;;;;
(целуя ее руку).;;;;1;;;;
(томно);;;;;1;;;
(Нежно взглядывает на Буланова.);;;;1;;;;
(целуя ее руку).;;;;1;;;;
(грозя пальцем).;;;;1;;;;
(пожимая плечами).;;;;1;;;;
(Про себя.);;;;;1;;;
(Уходит.);;;1;;;;;
Входит Карп с бутылкой шампанского и бокалами. Все встают.;;1;;1;;;;
(принимая бокал).;;;;1;;;;
"В столовой ""ура!"".";;;;1;;;;
(жмет ему руку).;;;;1;;;;
"В столовой ""ура!"".";;;;1;;;;
(с бокалом).;;;;1;;;;
(Пьет.);;;;1;;;;
(Буланову.);;;;;1;;;
Садятся.;;;;1;;;;
"В столовой ""ура!"". Двери из столовой растворяются, выходит Несчастливцев, остаются в дверях Счастливцев, Восмибратов, Петр и Аксюша.";;1;;1;;;1;
Гурмыжская, Милонов, Бодаев, Буланов, Несчастливцев, Счастливцев, Восмибратов, Петр, Аксюша, Карп.;;1;;;;;;
(Обращаясь к дверям.);;;;1;;;;
Счастливцев и Восмибратов подходят.;;;;1;;;;
(Милонову).;;;;;1;;;
(Бадаеву.);;;;;1;;;
Милонов и Бодаев встают, подают ему руки и садятся.;;;;1;;;;
(Гурмыжской).;;;;;1;;;
(Счастливцеву и Восмибратову).;;;;;1;;;
(Садится с правой стороны.);;;;1;;;1;
Там же садятся Счастливцев и Восмибратов, Карп уходит.;;;1;1;;;1;
(Восмибратову).;;;;;1;;;
(встает).;;;;1;;;;
(Ударяет себя в грудь.);;;;1;;;;
(Вынимает из кармана деньги.);;;;1;;;;
(дергая ею за руку).;;;;1;;;;
(Аксюше.);;;;;1;;;
Аксюша подходит.;;;;1;;;;
(обнимая его).;;;;1;;;;
Карп приносит бутылку вина и стаканы и ставит на стол.;;;;1;;;;
(Подходит к столу и наливает два стакана.);;;;1;;;;
Аксюша отдает деньги Петру.;;;;1;;;;
(отдавая деньги отцу).;;;;1;;;;
Восмибратов отходит к стороне и считает.;;;;1;;;;
(Несчастливцеву).;;;;;1;;;
Счастливцев подходит и пьет.;;;;1;;;;
(Аксюше).;;;;;1;;;
Аксюша кланяется.;;;;1;;;;
(подходя к столу).;;;;1;;;;
Милонов отходит.;;;;1;;;;
(Буланову).;;;;;1;;;
(Подходит к Несчастливцеву.);;;;1;;;;
(Указывая на Счастливцева.);;;;1;;;;
(Отходит и сейчас же возвращается к Несчастливцеву.);;;;1;;;;
(Отходит.);;;;1;;;;
(Буланову).;;;;;1;;;
(пожимая плечами).;;;;1;;;;
(Милонову).;;;;;1;;;
"(Вынимает пьесу Шиллера ""Разбойники"".)";;;;1;;;;
(Кланяется всем.);;;;1;;;;
(прячет руку).;;;;1;;;;
(Идет в угол, надевает котомку.);;;;1;;;;
Аксюша помогает ему и целует его. Берет в руки палку.;;;;1;;;;
(Выходит на середину сцены, подзывает Карпа и говорит ему с расстановкой и внушительно.);;;;1;1;;;
(Подает руку Счастливцеву и медленно удаляется.);;;;1;;;;
