text;setting;entrance;exit;business;delivery;modifier;location;unknown
(Подает капли.);;;;1;;;;
(раздраженно).;;;;;1;;;
Входит Войницкий в халате и со свечой.;;1;;;;;;
Молния.;;;;1;;;;
(испуганно).;;;;;1;;;
(с усмешкой).;;;;;1;;;
(жене).;;;;;1;;;
Входит Марина со свечой.;;1;;;;;;
(подходит к Серебрякову, нежно).;;;;1;1;;;
(Поправляет плед.);;;;1;;;;
Пауза.;;;;1;;;;
(Целует Серебрякова в плечо.);;;;1;;;;
(растроганный).;;;;1;;;;
(Ведет его вместе с Соней.);;;;1;;;;
Серебряков, Соня и Марина уходят.;;;1;;;;;
(Припадает к ее руке.);;;;1;;;;
(Отнимает руку.);;;;1;;;;
(Хочет идти.);;;;1;;;;
(загораживая ей дорогу).;;;;1;;;;
(пристально смотрит на него).;;;;1;;;;
(припадая к ее руке).;;;;1;;;;
(с досадой).;;;;;1;;;
(Уходит.);;;1;;;;;
(один).;;1;;;;;;
Пауза.;;;;1;;;;
Пауза.;;;;1;;;;
Входит Астров в сюртуке, без жилета и без галстука. он навеселе. за ним Телегин с гитарой.;;1;;;;;;
Телегин тихо наигрывает.;;;;1;;;;
(Войницкому.);;;;;1;;;
(Подбоченясь, тихо поет.);;;;1;;;;
(Осматривает склянки на столе.);;;;1;;;;
Пауза.;;;;1;;;;
(Телегину.);;;;;1;;;
Телегин тихо наигрывает.;;;;1;;;;
(Увидев входящую Соню.);;1;;1;;;;
(Быстро уходит. Телегин идет за ним.);;;1;;;;;
(Испуганно.);;;;1;;;;
(Жадно целует ее руки и лицо.);;;;1;;;;
(Уходит.);;;1;;;;;
(стучит в дверь).;;;;1;;;;
(за дверью).;;;;;;;1;
(Немного погодя входит: он уже в жилетке и галстуке.);;1;;;;;;
Пауза.;;;;1;;;;
(Ищет в буфете.);;;;1;;;;
Оба стоят у буфета и едят.;;;;1;;;;
(Достает из буфета бутылку.);;;;1;;;;
(Выпивает рюмку.);;;;1;;;;
Пауза.;;;;1;;;;
(Хочет выпить.);;;;1;;;;
(мешает ему).;;;;1;;;;
(протягивает ей руку).;;;;1;;;;
(крепко пожимает руку).;;;;1;;;;
(Смотрит на часы.);;;;1;;;;
(Закрывает рукой глаза и вздрагивает.);;;;1;;;;
Пауза.;;;;1;;;;
(пожав плечами).;;;;1;;;;
(Пожимает руку.);;;;1;;;;
(Уходит.);;;1;;;;;
(одна).;;1;;;;;;
(Смеется от счастья.);;;;1;;;;
(Ломая руки.);;;;1;;;;
Входит Елена Андреевна.;;1;;;;;;
(открывает окна).;;;;1;;;;
Пауза.;;;;1;;;;
Пауза.;;;;1;;;;
(Обнимает ее.);;;;1;;;;
Обе взволнованы.;;;;1;;;;
(Увидев, что буфет открыт.);;;;1;;;;
(Наливает.);;;;1;;;;
Пьют и целуются.;;;;1;;;;
(Плачет.);;;;1;;;;
(Плачет.);;;;1;;;;
Пауза.;;;;1;;;;
Пауза.;;;;1;;;;
(Смеется.);;;;1;;;;
(смеется).;;;;1;;;;
(Целует ее.);;;;1;;;;
(Встает.);;;;1;;;;
(Ходит в волнении по сцене.);;;;1;;;;
(смеется, закрыв лицо).;;;;1;;;;
(Обнимает ее.);;;;1;;;;
(Уходит.);;;;1;;;;
В саду стучит сторож.;1;;;;;;;
(В окно.);;;;;1;;;
(Подсвистывает.);;;;1;;;;
Пауза.;;;;1;;;;
(вернувшись).;;1;;;;;;
Гостиная в доме Серебрякова. Три двери: направо, налево и посредине. – День.;1;;;;;;;
Войницкий, Соня (сидят) и Елена Андреевна (ходит по сцене, о чем-то думая).;;1;;1;;;;
(Смотрит на часы.);;;;1;;;;
(тоном упрека).;;;;;1;;;
(Указывает на Елену Андреевну.);;;;1;;;;
(С тоской.);;;;;1;;;
(пожимая плечами).;;;;1;;;;
(Обнимает ее.);;;;1;;;;
(Смеясь.);;;;1;;;;
(Живо.);;;;;1;;;
(с гневом).;;;;;1;;;
(Хочет уйти.);;;;1;;;;
(не пускает ее).;;;;1;;;;
(Целует руку.);;;;1;;;;
(Уходит.);;;1;;;;;
Обе смотрят в окно.;;;;1;;;;
Пауза.;;;;1;;;;
(Кладет ей голову на грудь.);;;;1;;;;
(Приглаживает ей волосы.);;;;1;;;;
(Оглядывается, чтобы взглянуть на себя в зеркало.);;;;1;;;;
(В отчаянии.);;;;1;;;;
(в раздумье).;;;;1;;;;
Пауза.;;;;1;;;;
Соня утвердительно кивает головой.;;;;1;;;;
Пауза.;;;;1;;;;
Соня утвердительно кивает головой.;;;;1;;;;
(в сильном волнении).;;;;;1;;;
(Идет и останавливается возле двери.);;;;1;;;;
(Уходит.);;;1;;;;;
(одна).;;1;;;;;;
(Раздумывая.);;;;1;;;;
Пауза.;;;;1;;;;
(входит с картограммой).;;1;;;;;;
(Пожимает руку.);;;;1;;;;
(Растягивает на ломберном столе картограмму и укрепляет ее кнопками.);;;;1;;;;
(помогая ему).;;;;1;;;;
(Показывая на картограмме.);;;;1;;;;
Пауза.;;;;1;;;;
(Холодно.);;;;;1;;;
Садятся.;;;;1;;;;
(не сразу).;;;;;1;;;
(берет его за руку).;;;;1;;;;
(встает).;;;;1;;;;
(Пожав плечами.);;;;1;;;;
(Он смущен.);;;;1;;;;
Пауза.;;;;1;;;;
(Пожимает плечами.);;;;1;;;;
(Глядит ей в глаза и грозит пальцем.);;;;1;;;;
(смеясь).;;;;1;;;;
(Мешая ей говорить, живо.);;;;1;1;;;
(в недоумении).;;;;;1;;;
(Скрестив руки и нагнув голову.);;;;1;;;;
(смеется сквозь зубы).;;;;1;;;;
(Хочет уйти.);;;;1;;;;
(загораживая ей дорогу).;;;;1;;;;
(берет ее за руку, оглядывается);;;;1;;;;
(Страстно.);;;;;1;;;
(мешая ей говорить).;;;;1;;;;
(Целует руки.);;;;1;;;;
(Отнимает руки.);;;;1;;;;
(Берет ее за талию.);;;;1;;;;
(Целует ее. в это время входит Войницкий с букетом роз и останавливается у двери.);;1;;1;;;1;
(не видя Войницкого).;;;;1;;;;
(Кладет Астрову голову на грудь.);;;;1;;;;
(Хочет уйти.);;;;1;;;;
(удерживая ее за талию).;;;;1;;;;
(увидев Войницкого).;;;;1;;;;
(В сильном смущении отходит к окну.);;;;1;;;;
(кладет букет на стул. волнуясь, вытирает платком лицо и за воротником).;;;;1;;;;
(будируя).;;;;1;;;;
(Свертывает картограмму в трубку.);;;;1;;;;
(Уходит.);;;1;;;;;
(быстро подходит к Войницкому).;;;;1;;;;
(вытирая лицо).;;;;1;;;;
(нервно).;;;;;1;;;
Входят Серебряков, Соня, Телегин и Марина.;;1;;;;;;
(Звонит.);;;;1;;;;
(подойдя к Елене Андреевне, нетерпеливо).;;;;1;1;;;
(Пытливо всматривается в ее лицо.);;;;1;;;;
Пауза.;;;;1;;;;
Елена Андреевна утвердительно кивает головой.;;;;1;;;;
(Телегину).;;;;;1;;;
Соня не слышит его, она стоит, печально опустив голову.;;;;1;;;;
Пауза.;;;;1;;;;
(Марине.);;;;;1;;;
Няня садится и вяжет чулок.;;;;1;;;;
(Смеется.);;;;1;;;;
(волнуясь).;;;;1;;;;
Пауза.;;;;1;;;;
Входит Мария Васильевна.;;1;;;;;;
Пауза.;;;;1;;;;
Пауза.;;;;1;;;;
(Пьет воду.);;;;1;;;;
Пауза.;;;;1;;;;
(в смущении).;;;;1;;;;
(Серебрякову.);;;;;1;;;
(строго).;;;;;1;;;
(волнуясь).;;;;1;;;;
(Целует его.);;;;1;;;;
(гневно).;;;;;1;;;
(Загораживая Серебрякову дорогу.);;;;1;;;;
(В сильном волнении уходит.);;;1;;;;;
(Кричит.);;;;1;;;;
(строго).;;;;;1;;;
(становится перед няней на колени и прижимается к ней).;;;;1;;;;
(Серебрякову.);;;;;1;;;
(Уходит в среднюю дверь.);;;1;;;;;
Мария Васильевна идет за ним.;;;1;;;;;
(указывает на среднюю дверь);;;;1;;;;
(мужу).;;;;;1;;;
(стоя на коленях, оборачивается к отцу. нервно, сквозь слезы).;;;;1;1;;;
(Сдерживая отчаяние.);;;;1;;;;
(взволнованная, мужу).;;;;1;1;;;
(Уходит в среднюю дверь.);;;1;;;;;
(Уходит за ним.);;;1;;;;;
(прижимаясь к няне).;;;;1;;;;
(гладит ее по голове).;;;;1;;;;
(Глядя на среднюю дверь, с сердцем.);;;;1;1;;;
За сценой выстрел: слышно, как вскрикивает . Соня вздрагивает.;1;;;1;;;1;
(вбегает, пошатываясь от испуга).;;1;;1;;;;
Елена Андреевна и Войницкий борются в дверях.;;;;1;;;;
(стараясь отнять у него револьвер).;;;;1;;;;
(Освободившись, вбегает и ищет глазами Серебрякова.);;1;;1;;;;
(Стреляет в него).;;;;1;;;;
Пауза.;;;;1;;;;
(С гневом.);;;;1;;;;
(Бьет револьвером об пол и в изнеможении садится на стул.);;;;1;;;;
Серебряков ошеломлен. Елена Андреевна прислонилась к стене, ей дурно.;;;;1;;;;
(в отчаянии).;;;;1;;;;
(тихо).;;;;;1;;;
Комната Ивана Петровича. тут его спальня, тут же и контора имения. У окна большой стол с приходо-расходными книгами и бумагами всякого рода, конторка, шкапы, весы. Стол поменьше для Астрова. на этом столе принадлежности для рисования, краски. возле папка. Клетка со скворцом. На стене карта Африки, видимо, никому здесь не нужная. Громадный диван, обитый клеенкой. Налево – дверь, ведущая в покои. направо – дверь в сени. подле правой двери положен половик, чтобы не нагрязнили мужики. – Осенний вечер. Тишина.;1;;;;;;1;
Телегин и Марина сидят друг против друга и мотают чулочную шерсть.;;1;;1;;;;
(старается мотать быстрее).;;;;1;;;;
Пауза.;;;;1;;;;
(Со вздохом.);;;;;1;;;
Пауза.;;;;1;;;;
(шепотом).;;;;;1;;;
(с усмешкой).;;;;;1;;;
Входят со двора Войницкий и Астров.;;1;;;;;;
(Марине и Телегину.);;;;;1;;;
(Уходит на цыпочках.);;;1;;;;;
(Собирает шерсть и уходит.);;;1;;;;;
Оба садятся.;;;;1;;;;
Пауза.;;;;1;;;;
(пожав плечами).;;;;1;;;;
(Злой смех.);;;;;1;;;
(Делает нос.);;;;1;;;;
(глядя на дверь).;;;;1;;;;
(закрывает лицо руками).;;;;1;;;;
(С тоской.);;;;;1;;;
(Склоняется к столу.);;;;1;;;;
(судорожно жмет Астрову руку);;;;1;;;;
(Плачет.);;;;1;;;;
(с досадой).;;;;;1;;;
(Показывая на сердце.);;;;1;;;;
(кричит сердито).;;;;;1;;;
(Смягчившись.);;;;1;;;;
(Вздохнув.);;;;1;;;;
(Живо.);;;;;1;;;
Пауза.;;;;1;;;;
Входит Соня.;;1;;;;;;
(Соне).;;;;;1;;;
Пауза.;;;;1;;;;
(Нежно.);;;;;1;;;
Пауза.;;;;1;;;;
(Целует ему руки.);;;;1;;;;
(Плачет.);;;;1;;;;
(достает из стола баночку и подает ее Астрову).;;;;1;;;;
(Соне.);;;;;1;;;
(Нервно перебирает на столе бумаги.);;;;1;;;;
(кладет баночку в аптеку и затягивает ремни).;;;;1;;;;
(входит).;;1;;;;;;
(Берет Войницкого под руку.);;;;1;;;;
Соня и Войницкий уходят.;;;1;;;;;
(Подает Астрову руку.);;;;1;;;;
Пауза.;;;;1;;;;
(Берет ее за руку.);;;;1;;;;
(Жест нетерпения.);;;;1;;;;
(пожал руку).;;;;1;;;;
(В раздумье.);;;;1;;;;
(берет с его стола карандаш и быстро прячет).;;;;1;;;;
(Целует ее в щеку.);;;;1;;;;
(Оглянувшись.);;;;1;;;;
(Обнимает его порывисто, и оба тотчас же быстро отходят друг от друга.);;;;1;;;;
Оба прислушиваются.;;;;1;;;;
Входят Серебряков, Войницкий, Мария Васильевна с книгой, Телегин и Соня.;;1;;;;;;
(Войницкому).;;;;;1;;;
(Целуется с Войницким три раза.);;;;1;;;;
Елена Андреевна обнимает Соню.;;;;1;;;;
(целует у Марии Васильевны руку).;;;;1;;;;
(целуя его).;;;;1;;;;
(поцеловав дочь).;;;;1;;;;
(Подавая руку Астрову.);;;;1;;;;
(Общий поклон.);;;;1;;;;
(Уходит. за ним идут Мария Васильевна и Соня.);;;1;;;;;
(крепко целует руку у Елены Андреевны).;;;;1;;;;
(растроганная).;;;;1;;;;
(Целует его в голову и уходит.);;;1;1;;;;
(Телегину).;;;;;1;;;
(Уходит.);;;1;;;;;
Остаются только Астров и Войницкий.;;1;;;;;;
(убирает со стола краски и прячет их в чемодан).;;;;1;;;;
(Роется в бумагах на столе.);;;;1;;;;
Пауза. слышны звонки.;1;;;1;;;;
(входит).;;1;;;;;;
(Садится в кресло и вяжет чулок.);;;;1;;;;
(входит).;;1;;;;;;
(Утирает глаза.);;;;1;;;;
(Дяде.);;;;;1;;;
(Зажигает на столе лампу.);;;;1;;;;
(Берет чернильницу, идет к шкапу и наливает чернил.);;;;1;;;;
(медленно входит).;;1;;;;;;
(Садится и погружается в чтение.);;;;1;;;;
(садится за стол и перелистывает конторскую книгу).;;;;1;;;;
(пишет).;;;;1;;;;
Оба пишут молча.;;;;1;;;;
(зевает).;;;;1;;;;
Слышны бубенчики.;1;;;;;;;
(Укладывает картограммы в папку.);;;;1;;;;
(пишет).;;;;1;;;;
Входит работник.;;1;;;;;;
(Подает ему аптечку, чемодан и папку.);;;;1;;;;
(Уходит.);;;1;;;;;
(Идет проститься.);;;;1;;;;
(Пожимает руки.);;;;1;;;;
(Идет к няне и целует ее в голову.);;;;1;;;;
(нерешительно).;;;;;1;;;
уходит.;;;1;;;;;
(После паузы.);;;;1;;;;
(Подходит к карте Африки и смотрит на нее.);;;;1;;;;
(возвращается с подносом, на котором рюмка водки и кусочек хлеба).;;;;1;;;;
Астров пьет водку.;;;;1;;;;
(Низко кланяется.);;;;1;;;;
(Марине.);;;;;1;;;
Он уходит. Соня идет за ним со свечой, чтобы проводить его. Марина садится в свое кресло.;;;1;1;;;;
(пишет).;;;;1;;;;
Пауза. Слышны бубенчики.;1;;;1;;;;
Пауза.;;;;1;;;;
(возвращается, ставит свечу на стол).;;1;;1;;;;
(сосчитал на счетах и записывает).;;;;1;;;;
Соня садится и пишет.;;;;1;;;;
(зевает).;;;;1;;;;
Телегин входит на цыпочках, садится у двери и тихо настраивает гитару.;;1;;1;;;;
(Соне, проведя рукой по ее волосам).;;;;1;1;;;
Пауза.;;;;1;;;;
(Становится перед ним на колени и кладет голову на его руки. утомленным голосом.);;;;1;1;;;
Телегин тихо играет на гитаре.;;;;1;;;;
(Вытирает ему платком слезы.);;;;1;;;;
(Сквозь слезы.);;;;;1;;;
(Обнимает его.);;;;1;;;;
Стучит сторож.;1;;;;;;;
Телегин тихо наигрывает. Мария Васильевна пишет на полях брошюры. Марина вяжет чулок.;;;;1;;;;
