text;setting;entrance;exit;business;delivery;modifier;location;unknown
(Ей.);;;;;1;;;
(Смеется.);;;;1;;;;
(Хочет взять ее за руку: она отскакивает в сторону.);;;;1;;;;
(Ей);;;;;1;;;
(с презреньем);;;;;1;;;
Она в слезах уходит.;;;1;;;;;
(Один.);;1;;;;;;
(Подходит к двери жены и слушает.);;;;1;;;;
(Уходя.);;;1;;;;;
Конец первого действия;;;;;;;;1
Баронесса сидит на креслах в усталости. Бросает книгу.;1;;;1;;;;
(Хочет читать.);;;;1;;;;
Входит Нина.;;1;;;;;;
Садятся.;;;;1;;;;
Входит князь Звездич.;;1;;;;;;
(холодно.);;;;;1;;;
(Смеется.);;;;1;;;;
(горячо);;;;;1;;;
Входит чиновник.;;1;;;;;;
Прежние и чиновник.;;1;;;;;;
(Отходит к окну и говорит.);;;;1;;;;
(в сторону);;;;;1;;;
(Нине.);;;;;1;;;
(скоро);;;;;1;;;
(вынимает из ридикюля);;;;1;;;;
(В сторону.);;;;;1;;;
(Ей.);;;;;1;;;
(улыбаясь);;;;1;;;;
(Про себя.);;;;;1;;;
Нина отходит к баронессе. Чиновник раскланивается и уходит.;;;1;1;;;;
Целуются.;;;;1;;;;
(уходя);;;1;;;;;
(Уходит.);;;1;;;;;
Прежние, кроме Нины и чиновника.;;1;;;;;;
(в сторону);;;;;1;;;
После молчания.;;;;1;;;;
(Уходит.);;;1;;;;;
(Задумывается.);;;;1;;;;
Баронесса и Шприх.;;1;;;;;;
Шприх входит, раскланивается.;;1;;1;;;;
(в недоумении);;;;;1;;;
(В сторону.);;;;;1;;;
(Уходя. В сторону.);;;1;;1;;;
(один.);;1;;;;;;
Кабинет Арбенина.;1;;;;;;;
Арбенин один, потом слуга.;;1;;;;;;
(входит);;1;;;;;;
(Идет. слуга остается.);;;;1;;;;
Афанасий Павлович Казарин и слуга.;;1;;;;;;
(Уходит);;;1;;;;;
Казарин и Шприх.;;1;;;;;;
Входит Шприх.;;1;;;;;;
(Делает пальцами изображение рогов.);;;;1;;;;
Арбенин входит с письмом, они стояли налево у бюро, и он их не видал.;;1;;1;;;;
Прежние и Арбенин.;;1;;;;;;
(не замечая их);;;;1;;;;
(Перечитывает письмо.);;;;1;;;;
(Казарину.);;;;;1;;;
(в сторону);;;;;1;;;
(Приближается к двери.);;;;1;;;;
Прежние, кроме Шприха.;;1;;;;;;
Шприх уходит незамечен.;;;1;;;;;
(В сторону.);;;;;1;;;
(Ему.);;;;;1;;;
(в размышлении);;;;1;;;;
(в сторону);;;;;1;;;
(Ему.);;;;;1;;;
(В сторону.);;;;;1;;;
(не обращая внимания);;;;1;;;;
(расстроенно);;;;;1;;;
Арбенин отворачивается.;;;;1;;;;
(Падает на стул и закрывает лицо.);;;;1;;;;
Комната у князя. Дверь в другую растворена. Он в другой спит на диване.;1;;;1;;;;
Иван, потом Арбенин.;;1;;;;;;
Слуга смотрит на часы.;;;;1;;;;
Арбенин входит.;;1;;;;;;
(прислушивается);;;;1;;;;
(показывает на кабинет);;;;1;;;;
(В сторону.);;;;;1;;;
(в сторону);;;;;1;;;
(Ему.);;;;;1;;;
(Слуге.);;;;;1;;;
Слуга уходит.;;;1;;;;;
(один);;1;;;;;;
(Растворяет дверь.);;;;1;;;;
(Страшно улыбаясь.);;;;1;;;;
(Входит в комнату.);;1;;;;;;
(Минуты две, и выходит бледен.);;;1;;;;;
Молчание.;;;;1;;;;
Молчание.;;;;1;;;;
(Садится.);;;;1;;;;
(Берет чернил и записку пишет — берет шляпу.);;;;1;;;;
Арбенин и баронесса.;;1;;;;;;
Идет к двери, сталкивается с дамой в вуале.;;1;;1;;;;
(вырываясь);;;;1;;;;
(Ей строго.);;;;;1;;;
Он откидывает вуаль и отступает в удивлении, потом приходит в себя.;;;;1;;;;
(В бешенстве.);;;;;1;;;
(решительно);;;;;1;;;
(Опомнившись.);;;;1;;;;
(упадает в кресла);;;;1;;;;
(Хочет идти.);;;;1;;;;
(Уходит.);;;1;;;;;
Баронесса, одна.;;1;;;;;;
(вслед ему);;;;;1;;;
Баронесса и князь.;;1;;;;;;
(в другой комнате);;;;;;;1;
(Входит.);;1;;;;;;
(Узнает и отскакивает.);;;;1;;;;
(Слабым голосом.);;;;;1;;;
(смущенно);;;;;1;;;
(Берет ее за руку.);;;;1;;;;
(подумав);;;;1;;;;
(Берет его за руку.);;;;1;;;;
(облокачивается на стол, упадая);;;;1;;;;
Молчание.;;;;1;;;;
(опомнясь и отходя);;;;1;;;;
(Подойдя к двери, видит, что он хочет броситься за ней.);;;;1;;;;
(Уходит.);;;1;;;;;
Князь, один.;;1;;;;;;
(После долгого размышления);;;;1;;;;
(Подходит к столу.);;;;1;;;;
Комната у N.;1;;;;;;;
Казарин, хозяин и Арбенин, садятся играть.;;1;;1;;;;
(В сторону.);;;;;1;;;
Слышен шум.;;;;1;;;;
Князь входит.;;1;;;;;;
Прежние и князь.;;1;;;;;;
(В сторону.);;;;;1;;;
(Садится.);;;;1;;;;
(смеясь);;;;1;;;;
(в сторону);;;;;1;;;
(Отходит и кладет саблю.);;;;1;;;;
(рассеянно);;;;;1;;;
(В сторону.);;;;;1;;;
Играют, Арбенин мечет.;;;;1;;;;
(будто не слыхал вопроса);;;;1;;;;
(Взглянув на него пристально.);;;;1;;;;
(горько улыбаясь);;;;1;;;;
(смеется);;;;1;;;;
Играют. Молчание.;;;;1;;;;
(Вставая.);;;;1;;;;
(задыхаясь);;;;1;;;;
(Бросает ему карты в лицо. Князь так поражен, что не знает, что делать.);;;;1;;;;
(Понизив голос.);;;;;1;;;
(Хозяину.);;;;;1;;;
(опомнясь вскакивает);;;;1;;;;
(Хочет броситься на него.);;;;1;;;;
(грозно);;;;;1;;;
(подходя ближе);;;;1;;;;
(упадая и закрывая лицо);;;;1;;;;
(Уходя.);;;;1;;;;
(Уходит.);;;1;;;;;
Конец второго действия;;;;;;;;1
Бал.;1;;;;;;;
Расходятся, другая группа мужчин.;;1;;;;;;
Князь подходит, ему едва кланяются. Все отходят, кроме 5-го и 6-го гостя. Потом и они отходят. Нина садится на диване.;;;;1;;;;
(Ей.);;;;;1;;;
Арбенин смотрит на них издали.;;;;1;;;;
(иным);;;;;1;;;
Уходят.;;;1;;;;;
(один, про себя);;1;;;1;;;
(Показывает на сердце.);;;;1;;;;
(Как бы испугавшись себя.);;;;1;;;;
Слышны звуки музыки.;;;;1;;;;
(Ходит по комнате, вдруг останавливается.);;;;1;;;;
(Уходит быстро.);;;1;;;;;
Хозяйка, Нина, несколько дам и кавалеров. Во время последних строк входят.;;1;;;;;;
(другой);;;;;1;;;
(садясь за пианино);;;;1;;;;
(Поет.);;;;1;;;;
Прежние и Арбенин.;;1;;;;;;
В конце 3-го куплета муж входит и облокачивается на фортепиано. Она, увидев, останавливается.;;;1;1;;;;
(в смущении);;;;;1;;;
(В сторону, хозяйке.);;;;;1;;;
(Встает.);;;;1;;;;
(другому);;;;;1;;;
Подают мороженое. Гости расходятся к другому концу залы и по одному уходят в другие комнаты, так что наконец Арбенин и Нина остаются вдвоем. Неизвестный показывается в глубине театра.;;;1;1;;;;
(хозяйке);;;;;1;;;
(Мужу.);;;;;1;;;
Арбенин вздрагивает и идет за мороженым. возвращается и всыпает яд.;;;1;;;;;
(в сторону);;;;;1;;;
(ему);;;;;1;;;
(в сторону);;;;;1;;;
(Подавая.);;;;1;;;;
(отдает пустое блюдечко);;;;1;;;;
(берет);;;;1;;;;
(В размышлении.);;;;1;;;;
(Бросает блюдечко об землю и разбивает.);;;;1;;;;
Уходят.;;;1;;;;;
(оставшись один);;;;1;;;;
(Задумывается.);;;;1;;;;
(Уходит.);;;1;;;;;
Спальня Арбенина.;1;;;;;;;
Входит Нина, за ней служанка.;;1;;;;;;
(снимая серьги);;;;1;;;;
(в сторону);;;;;1;;;
(Служанке.);;;;;1;;;
(Идет к зеркалу.);;;;1;;;;
(Снимает букли и завертывает косу.);;;;1;;;;
(Садится в креслы.);;;;1;;;;
(Показывая на наряды.);;;;1;;;;
(Погружается в задумчивость.);;;;1;;;;
Арбенин показывается в дверях.;;1;;;;;;
(служанке тихо);;;;;1;;;
Служанка не уходит.;;;;1;;;;
Уходит. Он запирает дверь.;;;1;;;;;
Арбенин и Нина.;;1;;;;;;
(рассеянно);;;;;1;;;
(в сторону);;;;;1;;;
(садится возле нее);;;;1;;;;
(показывает на грудь);;;;1;;;;
(продолжая);;;;1;;;;
(в испуге);;;;;1;;;
(встает, холодно);;;;1;1;;;
(после молчания);;;;1;;;;
(Смотрит на часы.);;;;1;;;;
(в слезах упадает на колени и поднимает руки к небу);;;;1;;;;
(который в это время ходит по комнате, сложив руки);;;;1;;;;
(смеясь);;;;1;;;;
Молчание.;;;;1;;;;
(бросается к нему);;;;1;;;;
(Смотрит ему прямо в глаза и отскакивает.);;;;1;;;;
(Упадает на стул и закрывает глаза.);;;;1;;;;
Он подходит и целует ее.;;;;1;;;;
(Плачет.);;;;1;;;;
Молчание.;;;;1;;;;
(вырывается и вскакивает);;;;1;;;;
(Не добежав до двери, упадает без чувств.);;;;1;;;;
(горько смеясь);;;;1;;;;
(Подходит.);;;;1;;;;
(Стоит сложа руки.);;;;1;;;;
(Содрогается.);;;;1;;;;
(слабо);;;;;1;;;
(Умирает.);;;;1;;;;
(подходит к ней и быстро отворачивается);;;;1;;;;
(Упадает в кресла.);;;;1;;;;
Конец третьего действия;;;;;;;;1
(сидит у стола на диване);;;;1;;;;
(Задумывается, вдруг поднимает голову.);;;;1;;;;
(Упадает головою на руки.);;;;;;;;
(тихо);;;;;1;;;
(Ему.);;;;;1;;;
Молчание.;;;;1;;;;
(Уходит.);;;1;;;;;
Родственники приходят.;;1;;;;;;
(племяннице);;;;;1;;;
Уходят.;;;1;;;;;
Выходят из комнаты покойницы доктор и старик.;;1;;;;;;
(Уходит.);;;1;;;;;
(подходит к Арбенину и берет его за руку);;;;1;;;;
(вздрагивает);;;;1;;;;
(В сторону.);;;;;1;;;
(Уходит.);;;1;;;;;
(Уходя сталкивается с двумя.);;;1;1;;;;
Входят: Неизвестный и князь.;;1;;;;;;
(испугавшись);;;;;;;;
Доктор уходит.;;;;;;;;
Князь отходит в сторону.;;;;1;;;;
Арбенин со свечой.;;1;;;;;;
(сначала пугается и, отойдя, подносит к лицу свечу);;;;1;;;;
(вздрогнув);;;;1;;;;
(Садится.);;;;1;;;;
(в сторону);;;;;1;;;
(Ему.);;;;;1;;;
Арбенин хочет вскочить, но задумывается.;;;;1;;;;
(Протяжно.);;;;;1;;;
Арбенин отскакивает. Князь подходит.;;;;1;;;;
(отступая);;;;1;;;;
(приходя в бешенство);;;;1;;;;
(останавливая);;;;1;;;;
(останавливая Арбенина);;;;1;;;;
(хохочет);;;;1;;;;
Арбенин взглядывает на письмо и читает.;;;;1;;;;
(подняв глаза к небу, лицемерно);;;;1;1;;;
(бросается на них);;;;1;;;;
(Вдруг слабеет и падает на кресла.);;;;1;;;;
(толкая грубо);;;;1;;;;
(встает с диким взглядом);;;;1;;;;
(Хохочет.);;;;1;;;;
(Становится на колени.);;;;1;;;;
(Встает.);;;;1;;;;
Молчание.;;;;1;;;;
(Взглядывает пристально на Неизвестного.);;;;1;;;;
(Упадает на грудь ему и плачет.);;;;1;;;;
(отталкивая его грубо);;;;1;;;;
(Князю.);;;;;1;;;
(Берет его за руку.);;;;1;;;;
(Вырываясь, бросается в дверь, где гроб ее.);;;1;1;;;;
(возвращаясь с диким стоном);;1;;;;;;
(Прибегая на середину сцены.);;;;1;;;1;
Падает на землю и сидит полулежа с неподвижными глазами.;;;;1;;;;
Князь и Неизвестный стоят над ним.;;;;1;;;;
Конец;;;;;;;;1
