text;setting;entrance;exit;business;delivery;modifier;location;unknown
(густым басом);;;;;1;;;
(Садятся все трое. Чацкий поодаль.);;;;1;;;;
(Чацкому);;;;;1;;;
(Скалозубу);;;;;1;;;
(про себя);;;;;1;;;
(Громко.);;;;;1;;;
(Уходит.);;;1;;;;;
Скалозуб, Чацкий, София, Лиза.;;1;;;;;;
(бежит к окну);;;;1;;;;
(Теряет чувства.);;;;1;;;;
(хлопочет около барышни);;;;1;;;;
(Уходит.);;;1;;;;;
(с глубоким вздохом);;;;;1;;;
(Торопко и громко);;;;;1;;;
(Лизе.);;;;;1;;;
(отводит ее в сторону);;;;1;;;;
София, Лиза, Чацкий, Скалозуб, Молчалин (с подвязанною рукою).;;1;;1;;;;
(не глядя ни на кого);;;;1;;;;
(про себя);;;;;1;;;
(по-прежнему);;;;;1;;;
(про себя);;;;;1;;;
(Берет шляпу и уходит.);;;1;1;;;;
(жмет руку Молчалину);;;;1;;;;
(Уходит.);;;1;;;;;
(Целует ей руку.);;;;1;;;;
(Уходит.);;;1;;;;;
(Хочет ее обнять.);;;;1;;;;
(Уходит в боковую дверь.);;;1;;;;;
(Уходит к себе.);;;1;;;;;
Чацкий, потом София.;;1;;;;;;
(про себя);;;;;1;;;
(держит ее);;;;1;;;;
(В сторону.);;;;;1;;;
(Громко.);;;;;1;;;
(про себя);;;;;1;;;
(Вслух.);;;;;1;;;
(с жаром);;;;;1;;;
(В сторону);;;;;1;;;
(В сторону.);;;;;1;;;
(в сторону);;;;;1;;;
(Вслух.);;;;;1;;;
(шепотом);;;;;1;;;
(Обращается к нему.);;;;;1;;;
(почти громко);;;;;1;;;
Вечер. Все двери настежь, кроме в спальню к Софии. В перспективе раскрывается ряд освещенных комнат. Слуги суетятся, один из них, главный, говорит:;1;;;1;;;;
(Стучится к Софии в дверь.);;;;1;;;;
Чацкий, Наталья Дмитриевна, молодая дама.;;1;;;;;;
Чацкий, Наталья Дмитриевна, Платон Михайлович.;;1;;;;;;
(хладнокровно);;;;;1;;;
(глаза к небу);;;;1;;;;
(со вздохом);;;;;1;;;
Те же, Князь Тугоуховский и Княгиня с шестью дочерьми.;;1;;;;;;
(тоненьким голоском);;;;;1;;;
(к ней оборачивает слуховую трубку);;;;1;;;;
(Отправляется, вьется около Чацкого и покашливает);;;;1;;;;
(громко, что есть мочи);;;;;1;;;
Те же и Графини Хрюмины: бабушка и внучка.;;1;;;;;;
(Пропадает в боковую комнату.);;;;1;;;;
(вернувшись, направляет на Чацкого двойной лорнет);;;;1;;;;
Те же и множество других гостей. Между прочим Загорецкий. Мужчины являются, шаркают, отходят в сторону, кочуют из комнаты в комнату и проч. София от себя выходит, все к ней навстречу.;;1;;1;;;;
(Чацкому);;;;;1;;;
(Села.);;;;1;;;;
(с хохотом Платону Михайловичу);;;;;1;;;
(громогласно);;;;;1;;;
Те же и Скалозуб, потом Молчалин.;;1;;;;;;
(Подводит к Хлёстовой);;;;1;;;;
(сидя);;;;1;;;;
(басом);;;;;1;;;
(Его и князя уводит с собою.);;;1;;;;;
(Софии);;;;;1;;;
(подает ей карту);;;;1;;;;
(Встает.);;;;1;;;;
Уходит, за ней Молчалин и многие другие.;;;1;;;;;
Чацкий, София и несколько посторонних, которые в продолжении расходятся.;;1;;;;;;
(Уходит.);;;1;;;;;
(про себя);;;;;1;;;
(подходит);;;;1;;;;
(помолчавши);;;;1;;;;
(смотрит на него пристально);;;;1;;;;
(В сторону.);;;;;1;;;
(Уходит.);;;1;;;;;
(Уходит.);;;1;;;;;
(Уходит.);;;1;;;;;
Загорецкий, потом графиня внучка.;;1;;;;;;
Те же и Графиня бабушка.;;1;;;;;;
(Указывает на Загорецкого.);;;;1;;;;
(Уходит.);;;1;;;;;
Загорецкий, графиня бабушка.;;1;;;;;;
(Уходит.);;;1;;;;;
Графиня бабушка и Князь Тугоуховский.;;1;;;;;;
Те же и Хлёстова, София, Молчалин, Платон Михайлович, Наталья Дмитриевна, Графиня внучка, Княгиня с дочерьми, Загорецкий, Скалозуб, потом Фамусов и многие другие.;;1;;;;;;
(входя);;1;;;;;;
(с жаром);;;;;1;;;
(Пятятся от него в противную сторону.);;;;1;;;;
(Опасливо.);;;;;1;;;
(Подходит к Софье.);;;;1;;;;
(Делает знак Софии.);;;;1;;;;
(Чацкому);;;;;1;;;
Оглядывается, все в вальсе кружатся с величайшим усердием. Старики разбрелись к карточным столам.;;;;1;;;;
У Фамусова в доме парадные сени. большая лестница из второго жилья, к которой примыкают многие побочные из антресолей. внизу справа (от действующих лиц) выход на крыльцо и швейцарская ложа. слева, на одном же плане, комната Молчалина. Ночь. Слабое освещение. Лакеи иные суетятся, иные спят в ожидании господ своих.;1;;;1;;;;
Графиня бабушка, графиня внучка, впереди их Лакей.;;1;;;;;;
(покуда ее укутывают);;;;1;;;;
Платон Михайлович и Наталья Дмитриевна. один лакей около их хлопочет, другой у подъезда кричит:;;1;;1;;;;
(целует мужа в лоб.);;;;1;;;;
(Уходит с лакеем.);;;1;;;;;
(хладнокровно);;;;;1;;;
(с крыльца);;;;;;;1;
(со вздохом);;;;;1;;;
(Уезжает.);;;1;;;;;
Чацкий, Репетилов (вбегает с крыльца, при самом входе падает со всех ног и поспешно оправляется).;;1;;1;;;;
(у подъезда);;;;;;;1;
Те же и Скалозуб, спускается с лестницы.;;1;;1;;;;
(к нему навстречу);;;;1;;;;
(Душит его в объятиях.);;;;1;;;;
(Входит в швейцарскую.);;;;1;;;;
(Скалозубу);;;;;1;;;
(Ищет Чацкого глазами.);;;;1;;;;
(Останавливается, увидя, что Загорецкий заступил место Скалозуба, который покудова уехал.);;;1;1;;;;
(с досадой);;;;;1;;;
Репетилов, Загорецкий, Князь и Княгиня с шестью дочерями, немного погодя Хлёстова спускается с парадной лестницы, Молчалин ведет ее под руку. Лакеи в суетах.;;1;;;1;;;
(затыкает себе уши);;;;1;;;;
(с лестницы);;;;;;;1;
(друг к другу);;;;;1;;;
Княжеская фамилия уезжает и Загорецкий тоже.;;;1;;;;;
Репетилов, Хлёстова, Молчалин.;;1;;;;;;
(Уезжает.);;;1;;;;;
Репетилов с своим лакеем.;;1;;;;;;
(Уезжает.);;;1;;;;;
Последняя лампа гаснет.;;;;1;;;;
(выходит из швейцарской);;1;;;;;;
(над лестницей во втором этаже, со свечкою);;;;1;;;1;
(Поспешно опять дверь припирает.);;;;1;;;;
(с крыльца);;;;;;;1;
(Выталкивает его вон.);;;;1;;;;
(Прячется за колонну.);;;;1;;;;
Чацкий спрятан. Лиза со свечкой.;;;;1;;;;
(Осматривается.);;;;1;;;;
(Стучится к Молчалину.);;;;1;;;;
Чацкий за колонною, Лиза, Молчалин (потягивается и зевает), София (крадется сверху).;;1;;;;;;
(в сторону);;;;;1;;;
(за колонною);;;;;;;1;
(хочет идти, София не пускает.);;;;1;;;;
(почти шепотом. вся сцена вполголоса);;;;;1;;;
(бросается на колена, София отталкивает его);;;;1;;;;
(ползает у ног ее);;;;1;;;;
(бросается между ними);;;;1;;;;
Лиза свечку роняет с испугу. Молчалин скрывается к себе в комнату.;;;;1;;;;
(вся в слезах);;;;1;;;;
Чацкий, София, Лиза, Фамусов, толпа слуг со свечами.;;1;;;;;;
(Софии);;;;;1;;;
(после некоторого молчания);;;;1;;;;
(С жаром.);;;;;1;;;
(Насмешливо.);;;;;1;;;
(Уезжает.);;;1;;;;;
