text;setting;entrance;exit;business;delivery;modifier;location;unknown
Квартира скромная, постель, письменный стол, диван.;1;;;;;;;
Федя один. В дверь стучат. Из-за двери женский голос: «Что ты заперся, Федор Васильевич? Федя, отопри».;;1;;1;;;1;
Федя и Маша.;;1;;;;;;
(встает, отпирает дверь).;;;;1;;;;
Входит Маша.;;1;;;;;;
(плачет).;;;;1;;;;
(подходит и обнимает ее).;;;;1;;;;
(Читает.);;;;1;;;;
Федя и Маша. В дверь входит старый цыган Иван Макарович и старая цыганка Настасья Ивановна — родители Маши.;;1;;;;;;
(подступая к дочери).;;;;1;;;;
(К дочери.);;;;;1;;;
(к Феде).;;;;;1;;;
(Берет за руку.);;;;1;;;;
Все трое уходят.;;;1;;;;;
Федя. Входит князь Абрезков.;;1;;;;;;
(Узнает.);;;;1;;;;
(Здоровается.);;;;1;;;;
(горячась).;;;;1;;;;
(перебивает).;;;;1;;;;
(жмет руку).;;;;1;;;;
(пересиливает слезы волнения).;;;;1;;;;
(вставая).;;;;1;;;;
Князь Абрезков уходит.;;;1;;;;;
Федя один.;;1;;;;;;
(сидит долго, молча улыбается).;;;;1;;;;
Занавес;;;;;;;;1
В трактире. Отдельный кабинет. Половой вводит Федю и Ивана Петровича Александрова.;1;;;;;;;
Федя, Иван Петрович и половой.;;1;;;;;;
(серьезный).;;;;;1;;;
(половому).;;;;;1;;;
Половой уходит.;;;1;;;;;
Федя и Иван Петрович.;;1;;;;;;
(вынимает револьвер и кладет).;;;;1;;;;
Входит половой с бумагой и чернильницей.;;1;;;;;;
Те же и половой.;;1;;;;;;
(прикрывает пистолет салфеткой).;;;;1;;;;
(Пьют. Федя пишет.);;;;1;;;;
(хватает револьвер);;;;1;;;;
(Кладет револьвер.);;;;1;;;;
(пишет).;;;;1;;;;
(кончил писать, выпивает и читает).;;;;1;;;;
(подает ему деньги);;;;1;;;;
Иван Петрович уходит.;;;1;;;;;
Федя один.;;1;;;;;;
(вздыхает облегченно, запирает за Иваном Петровичем дверь, берет револьвер, взводит, прикладывает к виску, вздрагивает и осторожно опускает. Мычит).;;;;1;;;;
Стучат в дверь.;;;;1;;;;
Из-за двери голос Маши: «Я».;;;;1;;;1;
(Отворяет дверь.);;;;1;;;;
Федя и Маша.;;1;;;;;;
(Видит револьвер.);;;;1;;;;
(Плачет.);;;;1;;;;
(улыбаясь).;;;;1;;;;
(вздыхает).;;;;1;;;;
(Видит письмо.);;;;1;;;;
(Берет письмо и хочет разорвать.);;;;1;;;;
(вырывает письмо).;;;;1;;;;
Те же. Входит Иван Петрович.;;1;;;;;;
Занавес;;;;;;;;1
Гостиная у Протасовой.;1;;;;;;;
Каренин и Лиза.;;1;;;;;;
(улыбаясь).;;1;;1;;;;
Те же и няня с ребенком. Входит няня с мальчиком. Мальчик идет к матери. Она берет его на колени.;;1;;1;;;;
(Целует ребенка.);;;;1;;;;
(с упреком).;;;;;1;;;
Те же и лакей.;;1;;;;;;
(Каренину).;;;;;1;;;
(встает и идет к двери).;;;;1;;;1;
(отдает ребенка няне).;;;;1;;;;
(Целует его.);;;;1;;;;
Каренин, Лиза и Вознесенский входит.;;1;;;;;;
(Подает из кармана письмо.);;;;1;;;;
Каренин открывает письмо.;;;;1;;;;
(Останавливается, удивленно читая.);;;;1;;;;
Вознесенский уходит.;;;1;;;;;
Каренин и Лиза.;;1;;;;;;
(хватает письмо).;;;;1;;;;
(читает).;;;;1;;;;
(продолжая читать).;;;;1;;;;
(хватает за руку Каренина).;;;;1;;;;
(читает).;;;;1;;;;
(звонит, бежит в переднюю).;;;;1;;;1;
Входит Вознесенский.;;1;;;;;;
Те же и Вознесенский.;;1;;;;;;
Занавес;;;;;;;;1
Грязная комната трактира. Стол с пьющими чай и водку. На первом плане столик, у которого сидит опустившийся, оборванный Федя и с ним Петушков, внимательный, нежный человек с длинными волосами, духовного вида. Оба слегка выпивши.;1;;;;;;;
Федя и Петушков.;;1;;;;;;
(Пьет.);;;;1;;;;
За столом сзади слышен крик женщины. Хозяин приходит и городовой — уводят. Федя и Петушков глядят, слушают и молчат.;;;;1;;;1;
(после того, как там затихло).;;;;1;;;;
(Пьет.);;;;1;;;;
(приходит в восторг),;;;;1;;;;
Те же и Артемьев.;;1;;;;;;
Подходит Артемьев с кокардой, крашеными усами, в подправленной древней одежде.;;1;;1;;;;
(Кланяется Феде.);;;;1;;;;
(холодно).;;;;;1;;;
(Петушкову).;;;;;1;;;
(садится).;;;;1;;;;
Федя и Петушков молчат.;;;;1;;;;
(Отходит к соседнему столу и требует себе пива. Все время слушает разговор Феди с Петушковым, перегибаясь к ним.);;;;1;1;;;
(Задумывается.);;;;1;;;;
(Улыбается.);;;;1;;;;
Артемьев перегибается, прислушивается.;;;;1;;;;
(Пьет.);;;;1;;;;
(подходит).;;;;1;;;;
Федя встает и уходит. Артемьев держит его. Приходит городовой.;;;1;1;;;;
Занавес;;;;;;;;1
Действие в деревне, на террасе, обросшей плющом.;1;;;;;;;
Анна Дмитриевна Каренина, Лиза беременная, нянька с ребенком.;;1;;;;;;
(вздыхает).;;;;1;;;;
(Вяжет.);;;;1;;;;
Слышны колеса и бубенчик. Лиза встает и подходит к краю террасы.;;;;1;;;1;
(Идет к двери.);;;;1;;;;
Те же. Входят Каренин и Марья Васильевна.;;1;;;;;;
(целуется с Лизой и Анной Дмитриевной).;;;;1;;;;
(целует жену и мать и мальчика).;;;;1;;;;
(Берет мешок и выбирает.);;;;1;;;;
(подает жене).;;;;1;;;;
Лиза, бледная, трясущимися руками держит бумагу и читает.;;;;1;;;;
(Рыдает.);;;;1;;;;
(берет бумагу и читает).;;;;1;;;;
(Уходит в слезах. Каренин за нею.);;;1;;;;;
Анна Дмитриевна и Марья Васильевна.;;1;;;;;;
Занавес;;;;;;;;1
Камера судебного следователя.;;;;;;;;
Судебный следователь. Мельников и письмоводитель.;1;;;;;;;
(сидит за столом и разговаривает с Мельниковым. Сбоку письмоводитель. Перебирает бумаги).;;;;1;;;1;
(Письмоводителю.);;;;;1;;;
(кончая курить и пряча папиросу).;;;;1;;;;
(уходя).;;;1;;;;;
Мельников уходит.;;;1;;;;;
Судебный следователь, письмоводитель и Лиза под вуалью, в черном, входит.;;1;;;;;;
(Указывая на стул.);;;;;1;;;
(Смотрит в бумаги.).;;;;;1;;;
(Плачет.);;;;;1;;;
(Указывает кресло у окна. К письмоводителю.);;;;;1;1;;
Те же. Входит Каренин, строго, торжественно.;;1;;;;;;
(Стоит.);;;;;1;;;
(улыбаясь).;;;;;1;;;
(Подходит к Лизе. Она встает и берет его за руку.);;;;;1;;;
Каренин удивленно оборачивается.;;;;;1;;;
Те же. Входит грязный, опустившийся Федя.;;1;;;;;;
(обращается к Лизе и Каренину).;;;;;1;;;
(Кланяется им в ноги.);;;;;1;;;
(молчит).;;;;;1;;;
Федя молчит.;;;;;1;;;
Федя молчит.;;;;;1;;;
(молчит и потом).;;;;;1;1;;
(Письмоводителю.);;;;;;1;;
(Возвышает голос.);;;;;;1;;
(к Каренину и Лизе).;;;;;;1;;
(подходит и подает руку).;;;;;1;;;
Лиза проходит. Федя низко кланяется.;;;;;1;;;
Занавес;;;;;;;;1
Коридор в здании окружного суда. На заднем плане стеклянная дверь, у которой стоит курьер. Правее другая дверь, в которую вводят подсудимых. К первой двери подходит Иван Петрович, оборванный, хочет пройти.;1;;;;;;;
Курьер и Иван Петрович.;;1;;;;;;
Раздаются аплодисменты.;;;;;1;;;
Выходит молодой адвокат во фраке.;;1;;;;;;
Те же и молодой адвокат.;;1;;;;;;
(Хочет уходить, встречает князя Абрезкова.);;;;1;;;;
Те же и князь Абрезков.;;1;;;;;;
Опять аплодисменты.;;;;1;;;;
Выходит господин, князь Абрезков двигается к двери.;;1;;;;;1;
(к курьеру).;;;;;1;;;
(Пропускает князя Абрезкова.);;;;1;;;;
Дверь отворяется, и виден говорящий адвокат.;;;;1;;;;
Курьер, молодой адвокат и Иван Петрович.;;1;;;;;;
(Проходит.);;;;1;;;;
Курьер, Иван Петрович и Петушков поспешно идет.;;1;;;;;;
Опять аплодисменты, отворяются двери, выходят адвокаты, зрители: мужчины и дамы.;;;;1;;;;
Те же, дама и офицер.;;1;;;;;;
Те же. Отворяется другая дверь, выходят подсудимые: сначала Лиза и Каренин — и проходят по коридору, за ними Федя один.;;1;;1;;;;
(Дама и офицер проходят.);;;;1;;;;
(подходит к Ивану Петровичу).;;;;1;;;;
(Подает что-то.);;;;1;;;;
(прячет в карман и хочет идти. видит Петушкова).;;;;1;;;;
(Хочет уходить.);;;;1;;;;
Те же и Петрушин, адвокат, толстый, румяный, оживленный, подходит.;;1;;1;;;;
(Замечая, что их окружили и слушают.);;;;1;;;;
(уходя).;;;1;;;;;
Те же, кроме Петрушина, и судейский.;;1;;;;;;
(Вынимает пистолет и, стреляет себе в сердце. Падает. Все бросаются к нему.);;;;1;;;;
Взбегают из всех дверей зрители, судьи, подсудимые, свидетели. Впереди всех Лиза. Сзади Маша и Каренин и Иван Петрович, князь Абрезков.;;;;1;;;1;
Доктор нагибается. Слушает.;;;;1;;;;
(Плачет.);;;;1;;;;
(Кончается.);;;;1;;;;
Занавес;;;;;;;1;
