text;setting;entrance;exit;business;delivery;modifier;location;unknown
(Правдину).;;;;;1;;;
(Митрофану).;;;;;1;;;
(Правдину).;;;;;1;;;
(Стародуму).;;;;;1;;;
(Милону).;;;;;1;;;
(Правдину.);;;;;1;;;
(Вставая.);;;;1;;;;
(встает и все встают).;;;;1;;;;
Правдин отходит.;;;1;;;;;
Милон отходит, прощаясь с Софьею взорами.;;;1;1;;;;
Г-жа Простакова, Митрофан, Простаков, Скотинин, Еремеевна, Стародум, Софья.;;1;;;;;;
(Стародуму).;;;;;1;;;
(Вместе.);;;;;1;;;
(сведя обоих).;;;;1;;;;
(Отходит и дает знак Софье, чтоб шла за ним.);;;1;1;;;;
(с нетерпением).;;;;1;;;;
(Отходит.);;;1;;;;;
(бегая по театру в злобе и в мыслях).;;;;1;;;;
Все подбегают.;;;;1;;;;
(к мужу).;;;;;1;;;
(к Еремеевне).;;;;;1;;;
(сыну).;;;;;1;;;
(Все отходят.);;;1;;;;;
Конец четвертого действия.;;;;;;;;1
Стародум и Правдин;;1;;;;;;
Те же, Милон, Софья, Еремеевна.;;1;;;;;;
(отталкивая от Софьи Еремеевну, которая за нее было уцепилась, кричит к людям, имея в руке обнаженную шпагу).;;;;1;1;;;
(бросаясь к Стародуму).;;;;1;;;;
(к Милону).;;;;;1;;;
(Еремеевне).;;;;;1;;;
(за кулисами).;;;;;;;1;
Те же, г-жа Простакова, Простаков, Митрофан.;;1;;;;;;
(Указывая на Милона).;;;;;1;;;
(бросаясь на колени).;;;;;1;;;
Те же и Скотинин.;;1;;;;;;
(стоя на коленях).;;;;;1;;;
(К Софье.);;;;;;1;;
(указывая на мужа и сына);;;;;1;;;
(Стародуму).;;;;;;1;;
(подняв руки к Стародуму).;;;;;1;;;
(Стародуму).;;;;;;1;;
Все вскочили с коленей.;;;;;1;;;
(Порывается идти.);;;;;1;;;
(останавливая ее).;;;;;1;;;
(Вынув бумагу и важным голосом Простакову.);;;;;1;1;;
(Простакову.);;;;;;1;;
(отходит, всплеснув руками).;;;;1;1;;;
(тоскуя).;;;;;1;;;
(Стародуму).;;;;;;1;;
(указывая на Милона).;;;;;1;;;
(отходя).;;;;1;;;;
Г-жа Простакова, Стародум, Правдин, Митрофан, Софья, Еремеевна.;;1;;;;;;
(Правдину).;;;;;;1;;
(В сторону.);;;;;;1;;
(Еремеевне.);;;;;;1;;
Еремеевна отходит.;;;1;;;;;
(видя в тоске г-жу Простакову).;;;;1;;;;
Те же, Еремеевна, Вральман, Кутейкин и Цыфиркин.;;1;;;;;;
(введя учителей, к Правдину).;;;;1;1;;;
(к Правдину).;;;;;1;;;
(к Правдину).;;;;;1;;;
(к Правдину).;;;;;1;;;
(с приходу Вральмана в него вглядывается).;;;;1;;;;
(узнав Стародума).;;;;1;;;;
(Целуя полу Стародума );;;;1;;;;
Все показывают удивление.;;;;1;;;;
(к учителям).;;;;;1;;;
(Кутейкину).;;;;;1;;;
(Цыфиркину.);;;;;1;;;
Стародум и Милон вынимают из кошельков деньги.;;;;1;;;;
(потупя голову).;;;;1;;;;
(Цыфиркину).;;;;;1;;;
(давая ему деньги).;;;;1;;;;
Правдин дает также ему деньги.;;;;1;;;;
(Цыфиркину).;;;;;1;;;
Цыфиркин отходит.;;;1;;;;;
(выбегая).;;;;1;;;;
(Стародуму).;;;;;1;;;
Те же и камердинер.;;1;;;;;;
(Стародуму).;;;;;1;;;
Вральман отходит.;;;1;;;;;
Г-жа Простакова, Стародум, Милон, Софья, Правдин, Митрофан, Еремеевна.;;1;;;;;;
(к Правдину, держа руки Софьи и Милона).;;;;1;1;;;
(бросаясь обнимать сына).;;;;1;;;;
(Упала в обморок.);;;;1;;;;
(подбежав к ней).;;;;1;;;;
(Софье).;;;;;1;;;
Софья и Еремеевна помогают.;;;;;;;;
(Митрофану).;;;;;1;;;
(Еремеевне).;;;;;1;;;
(посмотрев пристально на г-жу Простакову и всплеснув руками).;;;;1;;;;
(Митрофану).;;;;;1;;;
(махнув рукою).;;;;1;;;;
(очнувшись в отчаянии).;;;;1;;;;
(указав на г-жу Простакову).;;;;1;;;;
КОНЕЦ КОМЕДИИ.;;;;;;;;1
