text;setting;entrance;exit;business;delivery;modifier;location;unknown
(Пьет, потом надевает очки, садится подле Большова и смотрит в газеты.);;;;1;;;1;
(читает вслух).;;;;1;;;;
(Читает.);;;;1;;;;
(Просматривает дальше.);;;;1;;;;
(Читает.);;;;1;;;;
(ворочая листы).;;;;1;;;;
(берет газету).;;;;1;;;;
Молчание.;;;;1;;;;
(Уходит.);;;1;;;;;
Большов и Подхалюзин.;;1;;;;;;
(Помолчав.);;;;1;;;;
(Помолчав.);;;;1;;;;
(помолчав).;;;;1;;;;
(Молчание.);;;;1;;;;
(Молчание.);;;;1;;;;
(Встает.);;;;1;;;;
(Подходит к нему и треплет по плечу.);;;;;;;1;
(Идет к двери.);;;;1;;;;
Контора в доме Большова. Прямо дверь, на левой стороне лестница наверх.;1;;;;;;;
(со щеткой на авансцене).;;;;1;;;1;
(Лезет на стул коленками и смотрит в зеркало.);;;;1;;;;
(Делает гримасу.);;;;1;;;;
(Другую.);;;;1;;;;
(Хохочет.);;;;1;;;;
Тишка и Подхалюзин (крадется и хватает его за ворот).;;1;;;;;;
(Замахивается.);;;;1;;;;
(Дает деньги.);;;;1;;;;
Тишка уходит.;;;1;;;;;
(один).;;1;;;;;;
(вынимает и считает);;;;1;;;;
(Ходит по комнате.);;;;1;;;;
(Ходит молча.);;;;1;;;;
Подхалюзин и Тишка.;;1;;;;;;
(входит со штофом).;;1;;;;;;
Тишка ставит водку и достает закуски, потом уходит.;;;1;1;;;;
Подхалюзин и Рисположенский.;;1;;;;;;
(Пьет.);;;;1;;;;
(садится к столу).;;;;1;;;1;
(Пьет.);;;;1;;;;
(Подходит и садится к столу.);;;;1;;;1;
(Кладет бумажник на стол.);;;;1;;;;
Те же и Тишка.;;1;;;;;;
Тишка хочет убирать водку.;;;;1;;;;
(Пьет и закусывает.);;;;1;;;;
Уходят. Тишка прибирает кое-что. сверху сходят Устинья Наумовна и Фоминишна. Тишка уходит.;;1;1;1;;;;
(садясь).;;;;1;;;;
(Идет на лестницу.);;;;1;;;1;
Подхалюзин входит.;;1;;;;;;
Устинья Наумовна и Подхалюзин.;;1;;;;;;
(Садится.);;;;1;;;;
Входит Тишка.;;1;;;;;;
Уходят.;;;1;;;;;
(садится к столу и вынимает из кармана деньги).;;;;1;;;1;
(Считает про себя.);;;;1;;;;
Голос Фоминишны за сценой: «Тишка, а Тишка! Долго ль мне кричать-то?»;;;;1;;;;
«Дома, что ли-ча, Лазарь?»;;;;1;;;;
«Да куда ж он делся-то, господи?»;;;;1;;;;
Фоминишна сходит с лестницы.;;1;;;;;;
Тишка бежит.;;;;1;;;;
(показывается на лестнице).;;1;;;;;1;
Стук в двери и голос Самсона Силыча: «Эй, отоприте, кто там?» Аграфена Кондратьевна скрывается.;;;;1;;;;
(за дверями).;;;;;;;1;
Самсон Силыч входит.;;1;;;;;;
Фоминишна и Большов.;;1;;;;;;
(Садится.);;;;1;;;;
Фоминишна идет к двери. Подхалюзин и Тишка входят.;;1;;1;;;;
(возвращаясь).;;;;1;;;;
Подхалюзин, Большов и Тишка.;;1;;;;;;
Фоминишна уходит.;;;1;;;;;
(К Тишке.);;;;;1;;;
(к Тишке).;;;;;1;;;
Тишка уходит.;;;1;;;;;
(Плачет.);;;;1;;;;
Уходят.;;;1;;;;;
Декорация первого действия.;1;;;;;;;
(входит и садится на кресло. несколько времени смотрит по углам и зевает).;;1;;1;;;;
(Молчание.);;;;1;;;;
(Зевает и смотрит по углам.);;;;1;;;;
Аграфена Кондратьевна и Липочка (разряженная).;;1;;;;;;
(К ней.);;;;;1;;;
(К нему.);;;;;1;;;
(Усаживает.);;;;1;;;;
(Плачет.);;;;1;;;;
(плача).;;;;1;;;;
Те же и Устинья Наумовна.;;1;;;;;;
(входя).;;1;;;;;;
(Целуются.);;;;1;;;;
(Садится.);;;;1;;;;
Большов хохочет. Устинья Наумовна отходит с Липочкой на другую сторону сцены. Устинья Наумовна рассматривает ее платье.;;;;1;;;1;
(входит).;;1;;;;;;
Тишка уходит.;;;1;;;;;
(Подходит к зеркалу и смотрится, потом к отцу.);;;;1;1;;;
Те же и Лазарь, Рисположенский и Фоминишна (у дверей).;;1;;;;;1;
(берет Липочку насильно за руку и Лазаря).;;;;1;;;;
(Молчание.);;;;1;;;;
Встают и уходят все, кроме Липочки, Подхалюзина и Аграфены Кондратьевны.;;;1;;;;;
(Плачет.);;;;1;;;;
(плачет);;;;1;;;;
(из двери).;;;;;;;1;
Аграфена Кондратьевна уходит.;;;1;;;;;
Липочка и Подхалюзин.;;1;;;;;;
Молчание.;;;;1;;;;
(Вынимает.);;;;1;;;;
(Молчание.);;;;1;;;;
(Молчание.);;;;1;;;;
(Молчание.);;;;1;;;;
(Молчание.);;;;1;;;;
(Молчание.);;;;1;;;;
(Молчание.);;;;1;;;;
Подхалюзин становится.;;;;1;;;;
(Молчание.);;;;1;;;;
(Целует, потом вскакивает и подбегает к двери.);;;;1;;;1;
(Встает и охорашивается перед зеркалом.);;;;1;;;;
Те же, Большов и Аграфена Кондратьевна.;;1;;;;;;
(идет навстречу Самсону Силычу и бросается к нему в объятия).;;;;1;;;;
(к Аграфене Кондратьевне).;;;;;1;;;
(Входит.);;1;;;;;;
Подхалюзин к Липочка садятся.;;;;1;;;;
(Уходит.);;;1;;;;;
Те же, Устинья Наумовна и Рисположенский.;;1;;;;;;
Те же, Фоминишна и Тишка (с вином на подносе).;;1;;;;;;
(Пьет).;;;;1;;;;
Липочка и Лазарь целуются.;;;;1;;;;
(Берет бокал.);;;;1;;;;
Липочка и Лазарь встают.;;;;1;;;;
Тишка наливает.;;;;1;;;;
Липочка и Лазарь целуются.;;;;1;;;;
Наливает вина и подходит к Рисположенскому. Рисположенский кланяется и отказывается.;;;;1;;;;
Рисположенский бежит от нее.;;;;1;;;;
(ставит вино на стол).;;;;1;;;;
(Прижимает его в угол и хватает за шиворот.);;;;1;;;;
Все хохочут.;;;;1;;;;
В доме Подхалюзина богато меблированная гостиная.;1;;;;;;;
Олимпиада Самсоновна сидит у окна в роскошном положении. на ней шелковая блуза, чепчик последнего фасона. Подхалюзин в модном сюртуке стоит перед зеркалом. Тишка за ним обдергивает и охорашивает.;;;;1;;;1;
(Ходит по комнате.);;;;1;;;;
Тишка уходит.;;;1;;;;;
(Садится подле Олимпиады Самсоновны.);;;;1;;;;
Молчание.;;;;1;;;;
(Целует. Молчание.);;;;1;;;;
(вскакивает со стула).;;;;1;;;;
Входит Тишка с трубкой.;;1;;;;;;
Тишка уходит.;;;1;;;;;
Те же и Устинья Наумовна.;;1;;;;;;
(целуясь).;;;;1;;;;
Олимпиада Самсоновна уходит.;;;1;;;;;
(Вынимает бумажник и дает ей ассигнацию.);;;;1;;;;
Олимпиада Самсоновна выносит платье и отдает Устинье Наумовне.;;1;;1;;;;
Те же и Олимпиада Самсоновна.;;1;;;;;;
(Уходит.);;;1;;;;;
(глядит в окно).;;;;1;;;;
Те же, Большов и Аграфена Кондратьевна;;1;;;;;;
Целуются.;;;;1;;;;
(Уходит.);;;1;;;;;
Аграфена Кондратьевна с водкой. Тишка вносит закуску и уходит.;;1;1;;;;;
(Пьет.);;;;1;;;;
(Пьет.);;;;1;;;;
(пьет).;;;;1;;;;
Все молчат. Большов пьет.;;;;1;;;;
(Плачет.);;;;1;;;;
(Опускается головой на стол.);;;;1;;;;
(встает).;;;;1;;;;
(Уходит с Аграфеной Кондратьевной.);;;1;;;;;
Входит.;;1;;;;;;
Тишка уходит.;;;1;;;;;
Те же, Рисположенский и Аграфена Кондратьевна.;;1;;;;;;
Аграфена Кондратьевна уходит с Олимпиадой Самсоновной.;;;1;;;;;
Тишка входит.;;1;;;;;;
(Уходит.);;;1;;;;;
(К публике.);;;;;1;;;
