text;setting;entrance;exit;business;delivery;modifier;location;unknown
(один. глядит им вслед, пожимает плечами, начинает ходить по комнате. Подходит к зеркалу, охорашивается, потом с гадливостью приподнимает щетку, взглядывает на ширмы).;;1;;1;;;;
(Расставляя руки.);;;;1;;;;
Стратилат входит и прицепляет зажженные лампы к стене. Фонк глядит на него скрестя руки. Стратилат с робостью взглядывает на него и выходит.;;1;;1;;;;
Из боковой двери выходит Вилицкий. А! Вилицкий!;;1;;;;;;
(жмет ему руку).;;;;1;;;;
Вилицкий ждет, чтоб Фонк его прервал. Фонк молчит.;;;;1;;;;
(слегка краснея и принужденно улыбаясь).;;;;1;;;;
(Помолчав.);;;;1;;;;
(помолчав).;;;;1;;;;
(тоже помолчав).;;;;1;;;;
(Глянув в сторону.);;;;1;;;;
(помолчав немного).;;;;1;;;;
(Глядит на часы.);;;;1;;;;
Оглядывается… Из передней входит Шпуньдик. На нем старомодный черный фрак с крошечной тальей и высоким воротником, белый тесный галстук с пряжкой, весьма короткий полосатый бархатный жилет с перламутровыми пуговицами и светло-гороховые панталоны. в руке у него пуховая шляпа. Увидя двух незнакомых людей, он начинает кланяться, косвенно шаркая вперед правой ногой, приподнимая левую и прижимая обеими руками шляпу к желудку. Он вообще изъявляет большое смущение. Вилицкий и Фонк оба молча ему кланяются.;;1;;1;;;;
(вполголоса Вилицкому).;;;;;1;;;
(тоже вполголоса).;;;;;1;;;
(Шпуньдику.);;;;;1;;;
(Вынимает платок и утирает лоб.);;;;1;;;;
(Краснеет, смеется и боком отходит в сторону направо.);;;;1;;;1;
(Вилицкому).;;;;;1;;;
(Громко Шпуньдику.);;;;;1;;;
Шпуньдик делает неопределенный знак рукою, улыбается и отворачивается. Вилицкий обращается почти с умоляющим видом к Фонку.;;;;1;1;;;
(пожимая ему руку).;;;;1;;;;
(Оборачивается.);;;;1;;;;
Из двери налево выходят Мошкин и Маша. Он ведет ее за руку. Вслед за ними выступает Пряжкина. Маша вся в белом, с голубой лентой вокруг пояса. Она очень сконфужена.;;1;;1;;;;
(с торжественностью, сквозь которую проглядывает робость).;;;;;1;;;
Фонк кланяется. Маша приседает. Пряжкина приседает сзади ее. Мошкин Фонку, указывая на Машу.;;;;1;;;;
(Маше).;;;;;1;;;
Маша не отвечает ни на одну из его фраз и наклоняет голову.;;;;1;;;;
Маша исподлобья взглядывает на Вилицкого… она видимо робеет. Маленькое молчание.;;;;1;;;;
(увидя Шпуньдика).;;;;1;;;;
(Берет его за руку и представляет всему обществу.);;;;1;;;;
(раскланивается со всеми и приговаривает).;;;;1;;;;
(громко ко всему обществу).;;;;;1;;;
Маша садится на диван.;;;;1;;;;
(Указывая на место возле Маши.);;;;1;;;1;
Фонк садится.;;;;1;;;;
(Указывая на кресло напротив.);;;;1;;;1;
Шпуньдик садится.;;;;1;;;;
(Указывает на диван подле Маши.);;;;1;;;1;
Пряжкина садится, сильно сжимая ридикюль руками. Мошкин сам садится на кресло налево.;;;;1;;;1;
Вилицкий делает знак головою и становится возле Фонка. Молчание.;;;;1;;;;
(улыбаясь).;;;;1;;;;
Опять маленькое молчание;;;;1;;;;
(Он обращается к Маше.);;;;;1;;;
(Голос у нее прерывается.);;;;;1;;;
Мошкин, Шпуньдик и Пряжкина слушают его с напряженным вниманием.;;;;1;;;;
(Ласково обращаясь к Пряжкиной.);;;;;1;;;
Пряжкина от испуга передергивает губами, моргает одним глазом и издает болезненный звук.;;;;1;1;;;
(поспешно приходя ей на помощь).;;;;1;;;;
(скромно обращаясь к Мошкину).;;;;;1;;;
Фонк оборачивается на Шпуньдика, Шпуньдик почтительно кашляет в руку.;;;;1;;;;
(продолжая поглядывать на Шпуньдика).;;;;1;;;;
(трепетным голосом, ободренный вниманием Фонка).;;;;;1;;;
(Он принимает утомленный вид.);;;;1;;;;
(Со вздохом.);;;;;1;;;
(Он снова оборачивается к Маше.);;;;1;;;;
(Заметив, что Фонк от него отвернулся, он конфузится и умолкает.);;;;1;;;;
(Маше, которой Вилицкий шептал раза два на ухо во время его разговора с Шпуньдиком).;;;;1;;;;
(Вилицкому.);;;;;1;;;
(Обращаясь к Шпуньдику.);;;;;1;;;
Смеется. Шпуньдик уныло поднимает глаза.;;;;1;;;;
(Маше).;;;;;1;;;
(улыбаясь в направлении Пряжкиной).;;;;1;;;;
Пряжкину опять от испуга пучит.;;;;1;;;;
Фонк неподвижно глядит некоторое время на нее Маша опускает глаза.;;;;1;;;;
(подходя сзади к Мошкину, вполголоса).;;;;1;1;;;
(вставая и почти шепотом Вилицкому, но с необыкновенной энергией).;;;;1;1;;;
Вилицкий хочет идти.;;;;1;;;;
Вилицкий уходит. Мошкин обращается торопливо и с светлым лицом к Фонку.;;;1;1;1;;;
(не без некоторого удивления взглядывает на Мошкина).;;;;1;;;;
(Он не знает, что сказать.);;;;1;;;;
(Смеется.);;;;1;;;;
(Смеется.);;;;1;;;;
Все смеются.;;;;1;;;;
(с восторгом).;;;;;1;;;
(Глубокомысленно.);;;;;1;;;
(с жаром).;;;;;1;;;
(с достоинством).;;;;;;;;
(Помолчав.);;;;1;;;;
(Маше).;;;;;1;;;
Маша молчит. Из передней входит Стратилат с закуской на подносе. За ним Вилицкий.;;1;;1;;;;
(который не садился с тех пор, как встал, суетливо).;;;;1;1;;;
(Стратилату, указывая на Фонка.);;;;1;1;;;
(Фонку.);;;;;1;;;
Фонк отказывается.;;;;1;;;;
Пряжкина берет кусок хлеба с икрой и ест, с трудом разевая рот. Маша отказывается.;;;;1;;;;
Шпуньдик встает, отводит немного Стратилата в сторону и наливает себе рюмку водки. Вилицкий подходит к Фонку Вдруг из двери передней показывается Маланья.;;1;;1;;;;
(как исступленный бросаясь ей навстречу и упираясь коленкой ей в живот, вполголоса).;;;;1;1;;;
(выталкивая ее).;;;;1;;;;
(Быстро возвращается.);;;;1;;;;
Все молчат. Мошкин шепчет Стратилату.;;;;1;1;;;
Стратилат выходит. Мошкин обращается к Фонку.;;;1;;1;;;
(Указывая на Машу, Вилицкий слегка сжимает губы.);;;;1;;;;
(К Маше.);;;;;1;;;
(немного обращаясь к Пряжкиной).;;;;;1;;;
(Пряжкиной).;;;;;1;;;
(невинно).;;;;;1;;;
Маша страшно конфузится;;;;1;;;;
(выходя из передней, громогласно).;;1;;;1;;;
Все встают;;;;1;;;;
(Шпуньдику.);;;;;1;;;
(Берет его под руку.);;;;1;;;;
Все идут в переднюю Мошкин и Шпуньдик позади всех.;;1;;;;;1;
(со вздохом).;;;;;1;;;
Уходят.;;;1;;;;;
Театр представляет довольно бедною комнату молодого холостого чиновника. Прямо дверь, направо другая. Стол, диван, несколько стульев, книги на полочке, чубуки по углам, комод. Вилицкий сидит, одетый, на стуле и держит на коленах раскрытую книгу.;1;;;;;;;
(помолчав немного).;;;;1;;;;
(выходя из передней);;1;;;;;;
(поглядев на него);;;;1;;;;
Митька идет в угол и набивает трубку;;;;1;;;;
(Подает Вилицкому трубку и зажигательную спичку.);;;;1;;;;
(раскуривая трубку).;;;;1;;;;
(Уходит.);;;1;;;;;
(некоторое время курит трубку и вдруг встает).;;;;1;;;;
(Ходит по комнате.);;;;1;;;;
(Подумав немного);;;;1;;;;
(выходя из передней).;;1;;;;;;
(закидывая руки за спину).;;;;1;;;;
(уходя, с улыбкой).;;;1;;1;;;
(помолчав немного).;;;;1;;;;
Митька уходит. Вилицкий начинает ходить по комнате.;;;1;1;;;;
(Останавливается.);;;;1;;;;
(Пожимает плечами.);;;;1;;;;
(Опять садится.);;;;1;;;;
Небольшое молчание.;;;;1;;;;
(С жаром.);;;;;1;;;
Опять небольшое молчание.;;;;1;;;;
(Берет книгу.);;;;1;;;;
(Бросает книгу.);;;;1;;;;
Входит Митька.;;1;;;;;;
(подавая ему записку).;;;;1;;;;
(взглянув на надпись).;;;;1;;;;
Митька выходит. Вилицкий быстро распечатывает письмо.;;;1;1;;;;
(Читает про себя — и, кончив, опускает руки на колена.);;;;1;1;;;
(Встает и читает вслух.);;;;1;1;;;
(С некоторым смущением.);;;;;1;;;
(Взглядывает опять на письмо и важно качает головой.);;;;1;;;;
(Помолчав.);;;;1;;;;
(Ходит по комнате.);;;;1;;;;
(Останавливается.);;;;1;;;;
В передней раздается стук. Он прислушивается и прячет письмо в карман. Митька входит.;;1;;1;;;1;
(помолчав немного).;;;;1;;;;
Митька выходит. Входят Фонк и Созомэнос. Вилицкий идет им навстречу.;;1;;1;;;;
(пожимая ему руку).;;;;1;;;;
Вилицкий и Созомэнос кланяются друг другу.;;;;1;;;;
(с уважением).;;;;;1;;;
(Созомэносу).;;;;;1;;;
(отрывисто. он вообще отрывисто говорит).;;;;;1;;;
(Взглядывая на Созомзноса.);;;;1;;;;
Смеется. Созомэнос отвечает ему внутренним и хриплым смехом.;;;;1;;;;
Он подает им чубуки и табак. Фонк отказывается. Созомэнос садится, медленно набивает трубку и медленно озирается кругом.;;;;1;;;;
(Вилицкому, пока Созомэнос набивает трубку).;;;;1;1;;;
(подавая ему спички со стола).;;;;1;;;;
(Закуривает трубку.);;;;1;;;;
(Вилицкому).;;;;;1;;;
Вилицкий с участием глядит на Созомэноса.;;;;1;;;;
(скромно улыбаясь).;;;;1;;;;
(садится.);;;;1;;;;
Вилицкий садится тоже.;;;;1;;;;
(вынув трубку изо рта и уткнувшись прямо лицом).;;;;1;;;;
(не переменяя положения);;;;1;;;;
(Фонку).;;;;;1;;;
(все в том же положении и понизив голос).;;;;1;1;;;
(Он опять вкладывает трубку в рот.);;;;1;;;;
(Вставая и отводя немного Вилицкого в сторону.);;;;1;;;;
(С важностью.);;;;;1;;;
(Фонк выговаривает «Je le protege»Я ему покровительствую (франц.). на немецкий лад.);;;;1;1;;;
(Помолчав.);;;;1;;;;
(оглянувшись).;;;;1;;;;
(понизив голос).;;;;;1;;;
(Указывает на Созомэноса, который погружен в тупое онемение и лишь изредка выпускает дым изо рта.);;;;1;;;;
(Берет Вилицкого под руку и начинает с ним ходить по комнате.);;;;1;;;;
(нерешительно).;;;;;1;;;
(вполголоса).;;;;;1;;;
(Останавливаясь и оглядываясь на Созомэноса.);;;;1;;;;
Подходит к Созомэносу, который заснул, свесив голову на грудь, и в продолжение всего следующего разговора только изредка вздрагивает и, как говорится, «удит рыбу».;;;;1;;;;
(Про себя.);;;;;1;;;
(Громко.);;;;;1;;;
(Нагинаясь к нему.);;;;1;;;;
Оба возвращаются на авансцену.;;;;1;;;1;
Вилицкий кивает головой.;;;;1;;;;
(Останавливается.);;;;1;;;;
(Помолчав немного.);;;;1;;;;
Вилицкий молчит.;;;;1;;;;
(Берет Вилицкого за руку.);;;;1;;;;
Вилицкий взглядывает на Фонка.;;;;1;;;;
Вилицкий опускает глаза.;;;;1;;;;
Вилицкий быстро оглядывается на Созомэноса.;;;;1;;;;
(с важностью).;;;;;1;;;
(взглядывая на Фонка).;;;;1;;;;
(строго).;;;;;1;;;
Вилицкий жмет ему руку.;;;;1;;;;
(с жаром).;;;;;1;;;
Фонк молча глядит на него.;;;;1;;;;
Митька входит из передней.;;1;;;;;;
Митька посмеивается.;;;;1;;;;
(опять ухмыляясь).;;;;1;;;;
(с волнением взглядывает на Фонка и опять обращается к Митьке).;;;;1;1;;;
Митька ухмыляется.;;;;1;;;;
(понизив голос).;;;;;1;;;
(указывая на Созомэноса);;;;1;;;;
(Будит его.);;;;1;;;;
Созомэнос мычит.;;;;1;;;;
Созомэнос открывает глаза.;;;;1;;;;
Созомэнос медленно поднимается.;;;;1;;;;
(который все время стоял неподвижно, вдруг, торопливым голосом).;;;;1;1;;;
(громко).;;;;;1;;;
(Созомэносу).;;;;;1;;;
(хрипло и выпуча глаза).;;;;1;1;;;
(также хрипло).;;;;;1;;;
Оба направляются к двери направо.;;;;1;;;1;
(на ходу, Фонку).;;;;1;1;;;
(с улыбкой);;;;;1;;;
Оба входят в спальню.;;1;;;;;;
(который все стоял, заложи руки за спину и посмеиваясь).;;;;1;;;;
Митька выходит. Вилицкий запирает дверь направо и возвращается на авансцену. Входит Маша, в шляпке под вуалем, и останавливается, не дойдя до середины комнаты. Вилицкий приближается к ней.;;1;1;;;;1;
(Вдруг вскрикивает.);;;;1;;;;
Маша подходит нетвердыми шагами к дивану, садится и поднимает вуаль. Она очень бледна.;;;;1;;;;
(В течение всей следующей сцены Вилицкий часто взглядывает на дверь спальни и говорит вполголоса.);;;;1;1;;;
(слабо).;;;;;1;;;
(с смущением).;;;;;1;;;
(взглянув на него).;;;;1;;;;
(Останавливается.);;;;1;;;;
(садится с ней рядом и перебивает ее).;;;;1;;;1;
(Она готова заплакать.);;;;1;;;;
(с тоской).;;;;;1;;;
(Понизив голос.);;;;;1;;;
(потупив голову).;;;;1;;;;
(не поднимая головы).;;;;1;;;;
(Понемногу начинает плакать.);;;;1;;;;
При слове «икзамен» Вилицкого слегка коробит.;;;;1;;;;
(Плачет.);;;;1;;;;
(умоляющим голосом).;;;;;1;;;
(сквозь слезы).;;;;;1;;;
Маша всхлипывает.;;;;1;;;;
(рыдая).;;;;1;;;;
(с легкой досадой).;;;;;1;;;
(Он становится на колени.);;;;1;;;;
(сквозь слезы).;;;;;1;;;
(несколько резко).;;;;;1;;;
(Почти шепотом.);;;;;1;;;
Маша все плачет.;;;;1;;;;
(сквозь слезы).;;;;;1;;;
(Она начинает громко рыдать.);;;;1;;;;
(вскакивая).;;;;1;;;;
Она все рыдает.;;;;1;;;;
Она рыдает.;;;;1;;;;
(С досадой.);;;;;1;;;
(отнимая вдруг платок от лица).;;;;1;;;;
(с смущением и досадой указывая на дверь спальни).;;;;1;1;;;
(выпрямляясь).;;;;1;;;;
(Бежит вон.);;;1;;;;;
(устремляясь вслед за ней).;;;;1;;;;
(Он стоит некоторое время неподвижно, схватывает себя молча за голову. потом, опомнившись, идет к двери спальни, отворяет ее — и говорит с смущением и принужденно улыбаясь.);;;1;1;1;;;
Фонк и Созомэнос входят. Фонк спокоен и равнодушен, как будто ничего не слыхал… Созомэнос красен и пучится от сдержанного смеха.;;1;;1;;;;
(Он украдкой поглядывает на обоих, как бы желая узнать, слышали ли они что-нибудь.);;;;1;;;;
(Делает знаки Созомэносу, который готов лопнуть со смеха.);;;;1;;;;
Фонк продолжает делать знаки Созомэносу.;;;;1;;;;
Созомэнос вдруг прыскает со смеха.;;;;1;;;;
(помолчав немного и потупившись).;;;;1;;;;
(сквозь хохот).;;;;;1;;;
(строго Созомэносу);;;;;1;;;
Созомэнос давится, но продолжает смеяться. Фонк берет Вилицкого под руку и отводит в сторону.;;;;1;;;1;
(горько).;;;;;1;;;
Созомэнос садится, охает, отдыхает и утирает слезы;;;;1;;;;
(обращаясь к Созомэносу).;;;;;1;;;
(Вилицкому, пожимая ему руку.);;;;1;1;;;
(с упреком).;;;;;1;;;
(язвительно).;;;;;1;;;
(помолчав).;;;;;1;;;
(все так же горько).;;;;;1;;;
(обращаясь к Созомэносу).;;;;;1;;;
Созомэнос кивает головой.;;;;1;;;;
(Обращаясь к Вилицкому.);;;;;1;;;
(Горько усмехается.);;;;1;;;;
(сквозь зубы).;;;;;1;;;
(горько).;;;;;1;;;
(в передней).;;;;;;;1;
Вилицкий умолкает и слушает. Фонк тоже.;;;;1;;;;
(обращаясь к Вилицкому).;;;;;1;;;
Вилицкий не отвечает.;;;;1;;;;
(Возвышая голос.);;;;;1;;;
(не смея взглянуть на Фонка и на Созомэноса, которого опять начинает смех разбирать, идет к двери передней).;;;;1;;;1;
Входят Мошкин и Митька. Мошкин чрезвычайно взволнован. При виде Фонка и Созомэноса он начинает раскланиваться на все стороны. Вилицкий с смущением пожимает ему руку.;;1;;1;;;;
(Митьке, который собирается говорить.);;;;1;1;;;
Митька выходит.;;;1;;;;;
Опять кланяется Фонку и Созомэносу, которые ему отвечают. Созомэнос встает со стула. Мошкин подходит к Фонку.;;;;1;;;;
(Вертит рукой на воздухе.);;;;1;;;;
(Еще раз кланяется Фонку и улыбается.);;;;1;;;;
(Он в видимом смущении.);;;;1;;;;
Тягостное молчание.;;;;1;;;;
(Вилицкому).;;;;;1;;;
(Берется за шляпу.);;;;1;;;;
(Фонку).;;;;;1;;;
(в смущении).;;;;;1;;;
(Мошкину.);;;;;1;;;
Мошкин кланяется.;;;;1;;;;
Провожает их до передней. Они уходят. Вилицкий возвращается. Мошкин стоит неподвижно и не глядит на него. Вилицкий нерешительно к нему подходит.;;1;1;;;;1;
(Умолкает.);;;;1;;;;
(все в том же положении).;;;;1;;;;
(поспешно).;;;;;1;;;
(быстро оборачиваясь к Вилицкому).;;;;1;;;;
(подходя к нему).;;;;1;;;;
(не глядя на него).;;;;1;;;;
Вилицкий слегка вздрагивает.;;;;1;;;;
(Уныло.);;;;;1;;;
(Останавливается и утирает глаза.);;;;1;;;;
(с волнением).;;;;;1;;;
(со вздохом).;;;;;1;;;
(Обнимает его.);;;;1;;;;
(поспешно).;;;;;1;;;
(не глядя на Мошкина).;;;;1;;;;
(Взглянув на него.);;;;1;;;;
(пожимая ему руку).;;;;1;;;;
Мошкин улыбается и махает рукой.;;;;1;;;;
Небольшое молчание.;;;;1;;;;
Опять небольшое молчание.;;;;1;;;;
(входя).;;1;;;;;;
(Выходит.);;;1;;;;;
(со вздохом).;;;;;1;;;
Митька входит с фраком.;;1;;;;;;
(Надевает фрак.);;;;1;;;;
(Митьке, подающему фрак.);;;;1;1;;;
Митька ухмыляется.;;;;1;;;;
(Уходя, Митьке.);;;1;;;;;
Оба уходят.;;;1;;;;;
(остается, глядит им вслед и медленно идет на авансцену).;;;;1;;;1;
(Заваливается на диван.);;;;1;;;;
(Глядя на свои высоко поднятые ноги.);;;;1;;;;
(Засыпает.);;;;1;;;;
Та же декорация, как в первом действии Мошкин в архалуке, озабоченный и опечаленный, стоит у двери налево и прислушивается. Через несколько мгновений на пороге показывается Пряжкина.;1;;;;;;;
(почти шепотом).;;;;;1;;;
(так же);;;;;1;;;
Молчание.;;;;1;;;;
Пряжкина уходит. Мошкин медленно идет на авансцену, садится, глядит несколько времени неподвижно на пол, проводит рукой по лицу и кличет.;;;1;1;;;;
(выходя из передней).;;1;;;;;;
(Хочет идти.);;;;1;;;;
(нерешительно);;;;;1;;;
(вздохнув);;;;1;;;;
Стратилат уходит. Мошкин оглядывается, хочет встать и опять опускается в кресло.;;;1;1;;;;
(Опускает голову.);;;;1;;;;
(Помолчав немного.);;;;1;;;;
(Махает рукой.);;;;1;;;;
(Вздыхает.);;;;1;;;;
Из передней входит Шпуньдик. Мошкин оглядывается.;;;1;1;;;;
(жмет ему руку).;;;;1;;;;
(Помолчав.);;;;;;;;
(поглядев на него).;;;;1;;;;
(садясь).;;;;1;;;;
(качая головой).;;;;1;;;;
(Вздохнув.);;;;1;;;;
(не глядя на него).;;;;1;;;;
(Помолчав.);;;;1;;;;
(вдруг оборачиваясь к нему).;;;;1;;;;
(Останавливается.);;;;1;;;;
(с глубокомысленным видом).;;;;;1;;;
(помолчав).;;;;1;;;;
Входит Пряжкина.;;1;;;;;;
Шпуньдик ей кланяется.;;;;1;;;;
(Вздыхая нараспев.);;;;1;;;;
(Мошкину.);;;;;1;;;
Стратилат входит с самоваром.;;1;;;;;;
(Несет самовар в комнату Маши.);;;;1;;;1;
(Пряжкиной).;;;;;1;;;
Стратилат возвращается из комнаты Маши и подает Мошкину письмо.;;;;1;;;;
(взглянув на подпись).;;;;1;;;;
Быстро распечатывает и читает. Шпуньдик и Пряжкина со вниманием глядят на него. Мошкин страшно бледнеет во время чтения и, окончив письмо, падает на кресло. Шпуньдик и Пряжкина хотят приблизиться к нему, но он тотчас вскакивает и говорит прерывающимся голосом.;;;;1;1;;;
