text;setting;entrance;exit;business;delivery;modifier;location;unknown
(ходит по сцене).;;;;1;;;;
Входит Кулыгин в форменном фраке.;;1;;;;;;
(подходит к Ирине).;;;;1;;;;
(Подает книжку.);;;;1;;;;
(Вершинину.);;;;;1;;;
(Ирине.);;;;;1;;;
(Целует Машу).;;;;1;;;;
(смеется).;;;;1;;;;
(Собирается уйти.);;;;1;;;;
(кланяется).;;;;1;;;;
(Уходит с Ольгой в залу.);;;1;;;;;
(Берет Машу за талию, смеясь.);;;;1;;;;
(огорченный).;;;;1;;;;
(Сердито.);;;;;1;;;
(Отходит.);;;;1;;;;
(Смотрит на стенные часы, потом на свои.);;;;1;;;;
За сценой игра на скрипке.;;;;1;;;1;
(Уходит в залу к столу.);;;1;;;;1;
(кладет газету в карман, причесывает бороду).;;;;1;;;;
(Чебутыкину строго).;;;;;1;;;
(Нетерпеливо.);;;;;1;;;
(Сердито, но так, чтобы не слышал муж.);;;;;1;;;
(Идет в залу.);;;1;;;;;
(идет к ней).;;;1;;;;;
(проходя в залу).;;;;1;;;;
(весело).;;;;;1;;;
(Пьет.);;;;1;;;;
(Ольге.);;;;;1;;;
В гостиной остаются только Ирина и Тузенбах.;;1;;;;;;
(нетерпеливо).;;;;;1;;;
(за сценой).;;;;;;;1;
(Входит и идет к столу.);;1;;;;;;
Пауза.;;;;;1;;;
(не слушая).;;;;;1;;;
(Быстро вытирает лицо, улыбается.);;;;;1;;;
Наталия Ивановна входит. она в розовом платье, с зеленым поясом.;;1;;;;;;
(Мельком глядится в зеркало, поправляется.);;;;;1;;;
(Увидев Ирину.);;;;;1;;;
(Целует крепко и продолжительно.);;;;;1;;;
(входя в гостиную).;;1;;;;;;
Целуются.;;;;;1;;;
(Вполголоса испуганно.);;;;;;1;;
(плачущим голосом).;;;;;;1;;
(Идет за Ольгой в залу.);;;;;1;;1;
В зале садятся завтракать. в гостиной ни души.;;;;;1;;1;
(стучит вилкой по тарелке).;;;;;1;;;
(плачущим голосом).;;;;;;1;;
(Смеется.);;;;;1;;;
(сердито).;;;;;;1;;
Федотик и Родэ входят с большой корзиной цветов.;;1;;;;;;
(громко и картавя).;;;;;;1;;
(Снимает фотографию.);;;;;1;;;
(Снимает другую фотографию.);;;;;1;;;
Берут корзину и идут в залу, где их встречают с шумом.;;;;;1;;1;
(громко).;;;;;;1;;
(Снимая фотографию.);;;;;1;;;
(Вынимает из кармана волчок.);;;;;1;;;
(Плаксиво.);;;;;;1;;
(громко).;;;;;;1;;
Смех.;;;;;1;;;
Смех.;;;;;1;;;
Громкий смех. Наташа выбегает из залы в гостиную, за ней Андрей.;;1;;;1;;;
(Закрывает лицо руками.);;;;;1;;;
(Оглядывается.);;;;;1;;;
Поцелуй.;;;;;1;;;
Два офицера входят и, увидев целующуюся пару, останавливаются в изумлении.;;1;;;1;;;
Занавес;;;;;;;;1
Декорация первого акта.;1;;;;;;;
Восемь часов вечера. За сценой на улице едва слышно играют на гармонике. Нет огня.;1;;;;;;;
Входит Наталья Ивановна в капоте, со свечой. она идет и останавливается у двери, которая ведет в комнату Андрея.;;1;;1;;;;
(Идет, отворяет другую дверь и, заглянув в нее, затворяет.);;;;1;;;;
(входит с книгой в руке).;;;;1;;;;
(Ставит свечу.);;;;1;;;;
(взглянув на часы).;;;;1;;;;
(Вздыхает.);;;;1;;;;
(нерешительно).;;;;;1;;;
(Идет.);;;;1;;;;
(Останавливается.);;;;1;;;;
Пауза.;;;;1;;;;
(зевает).;;;;1;;;;
Наташа уходит. Андрей, нагнувшись к забытой ею свече, читает книгу. Входит Ферапонт. он в старом трепаном пальто, с поднятым воротником, уши повязаны.;;1;1;1;;;;
(Подает книгу и пакет.);;;;1;;;;
(громче).;;;;;1;;;
(Думая, что Андрей спрашивает его о чем-то.);;;;1;;;;
(Рассматривая книгу.);;;;1;;;;
Пауза.;;;;1;;;;
Пауза.;;;;1;;;;
(Читает книгу.);;;;1;;;;
(после паузы).;;;;1;;;;
Пауза.;;;;1;;;;
Ферапонт уходит.;;;1;;;;;
(Читая.);;;;1;;;;
Пауза.;;;;1;;;;
Звонок.;;;;1;;;;
(Потягивается и не спеша уходит к себе.);;;1;1;;;;
За сценой поет нянька, укачивая ребенка. Входят Маша и Вершинин. Пока они потом беседуют, горничная зажигает лампу и свечи.;;1;;1;;;;
Пауза.;;;;1;;;;
(взглянув на часы).;;;;1;;;;
Пауза.;;;;1;;;;
(Целует руку.);;;;1;;;;
Пауза.;;;;1;;;;
(Целует руку.);;;;1;;;;
(садится на другой стул).;;;;1;;;;
(тихо смеясь).;;;;1;;;;
(Вполголоса.);;;;1;;;;
(Закрывает лицо руками.);;;;1;;;;
Ирина и Тузенбах входят через залу.;;1;;;;;;
(Увидев Машу и Вершинина, радостно.);;;;1;1;;;
(Маше.);;;;;1;;;
(садится в кресло).;;;;1;;;;
(с улыбкой).;;;;1;;;;
Пауза.;;;;1;;;;
(Насвистывает.);;;;1;;;;
Стук в пол.;;;;1;;;;
(Тузенбаху.);;;;;1;;;
Тузенбах стучит в пол.;;;;1;;;;
(равнодушно).;;;;;1;;;
(Смеется.);;;;1;;;;
Чебутыкин, только что вставший с постели, – он отдыхал после обеда, – входит в залу и причесывает бороду, потом садится там за стол и вынимает из кармана газету.;;1;;1;;;1;
(смеется).;;;;1;;;;
(смеется).;;;;1;;;;
Все смеются. пауза.;;;;1;;;;
Ирина идет и садится за стол.;;;;1;;;;
Ирина раскладывает пасьянс.;;;;1;;;;
(подумав).;;;;1;;;;
Маша тихо смеется.;;;;1;;;;
Пауза.;;;;1;;;;
Федотик и Родэ показываются в зале. они садятся и напевают тихо, наигрывая на гитаре.;;1;;1;;;;
(всплеснув руками и смеясь).;;;;1;;;;
Маша тихо смеется.;;;;1;;;;
(Показывая ей палец.);;;;1;;;;
(Вершинину.);;;;;1;;;
Пауза.;;;;1;;;;
Пауза.;;;;1;;;;
(читая газету).;;;;1;;;;
Ирина напевает тихо.;;;;1;;;;
(Записывает.);;;;1;;;;
(Читает газету.);;;;1;;;;
(раскладывает пасьянс, задумчиво).;;;;1;;;;
(Встает.);;;;1;;;;
(Уходя в залу.);;;;1;;;;
(Ирине).;;;;;1;;;
(Берет карандаши и ножичек, радостно.);;;;1;;;;
(громко).;;;;;1;;;
Смех.;;;;1;;;;
(Раскладывает пасьянс.);;;;1;;;;
Подают самовар. Анфиса около самовара. немного погодя приходит Наташа и тоже суетится около стола. приходит Соленый и, поздоровавшись, садится за стол.;;1;;1;;;1;
(Смеется.);;;;1;;;;
(читает газету).;;;;1;;;;
(подходя к Маше).;;;;1;;;;
(Вершинину.);;;;;1;;;
(Соленому).;;;;;1;;;
(Идет со стаканом в гостиную и садится в угол.);;;;1;;;;
(закрыв лицо руками).;;;;1;;;;
(берет со стола коробку).;;;;1;;;;
(подавая чай).;;;;1;;;;
(Берет письмо.);;;;1;;;;
(Читает.);;;;1;;;;
(Встает взволнованный.);;;;1;;;;
(тихо).;;;;;1;;;
(Целует Маше руку.);;;;1;;;;
(Уходит.);;;1;;;;;
(рассердившись).;;;;1;;;;
(Идет с чашкой к столу.);;;;1;;;;
(дразнит).;;;;1;;;;
(Уходит.);;;1;;;;;
(в зале у стола, сердито).;;;;;1;;1;
(Мешает на столе карты.);;;;1;;;;
(смеясь).;;;;1;;;;
(вздыхает).;;;;1;;;;
(сдерживая смех).;;;;1;;;;
(Уходит.);;;1;;;;;
(идет к Соленому, в руках графинчик с коньяком).;;;;1;;;;
Пьют.;;;;1;;;;
(декламируя).;;;;1;;;;
Пауза.;;;;1;;;;
Пьют.;;;;1;;;;
(Тихо.);;;;;1;;;
(Достает из кармана флакон с духами и льет на руки.);;;;1;;;;
(декламируя).;;;;1;;;;
Пока они говорят, Андрей входит с книгой тихо в садится у свечи.;;1;;1;;;;
(идя в гостиную с Ириной).;;1;;;;;;
(умоляюще).;;;;;1;;;
(обнимает Андрея).;;;;1;;;;
(пляшет и поет).;;;;1;;;;
(пляшет).;;;;1;;;;
Смех.;;;;1;;;;
(целует Андрея).;;;;1;;;;
Ропот и шиканье.;;;;1;;;;
(Уходит в одну из дверей.);;;1;;;;;
(Смеется.);;;;1;;;;
(Садится за пианино, играет вальс.);;;;1;;;;
(танцует вальс одна).;;;;1;;;;
Входит Наташа.;;1;;;;;;
(Чебутыкину).;;;;;1;;;
(Говорит о чем-то Чебутыкину, потом тихо уходит.);;;1;1;;;;
Чебутыкин трогает Тузенбаха за плечо и шепчет ему о чем-то.;;;;1;;;;
(сконфуженный).;;;;1;;;;
(пожимая плечами).;;;;1;;;;
(Ирине.);;;;;1;;;
(Стучит пальцем по лбу.);;;;1;;;;
Андрей уходит в правую дверь к себе, Чебутыкин идет за ним. в зале прощаются.;;;1;;;;;
(громко).;;;;;1;;;
Слышно: «Прощайте! Будьте здоровы!» Слышен веселый смех Тузенбаха. Все уходят. Анфиса и горничная убирают со стола, тушат огни. Слышно, как поет нянька. Андрей в пальто и шляпе и Чебутыкин тихо входят.;;1;;1;;;;
Уходят.;;;1;;;;;
Звонок, потом опять звонок. слышны голоса, смех.;;;;1;;;;
(входит).;;1;;;;;;
(шепотом).;;;;;1;;;
Звонок.;;;;1;;;;
Анфиса уходит. Ирина в раздумье ходит по комнате. она взволнована. Входит Соленый.;;1;1;1;;;;
(в недоумении).;;;;1;;;;
Пауза.;;;;1;;;;
(Идя за ней.);;;;1;;;;
(Сквозь слезы.);;;;1;;;;
(холодно).;;;;;1;;;
(Трет себе лоб.);;;;1;;;;
Наташа проходит со свечой.;;;;1;;;;
(заглядывает в одну дверь, в другую и проходит мимо двери, ведущей я комнату мужа).;;;;1;;;1;
(Уходит.);;;1;;;;;
(Целует Ирину.);;;;1;;;;
(не понимая).;;;;1;;;;
Слышно, к дому подъезжает тройка с бубенчиками.;;;;1;;;1;
Звонок.;;;;1;;;;
Горничная подходит к Наташе и шепчет ей на ухо.;;;;1;;;;
(Смеется.);;;;1;;;;
Звонок.;;;;1;;;;
(Горничной.);;;;;1;;;
Звонок.;;;;1;;;;
(Уходит.);;;1;;;;;
Горничная убегает. Ирина сидит задумавшись. входят Кулыгин, Ольга, за ними Вершинин.;;1;1;1;;;;
(Садится.);;;;1;;;;
(Садится.);;;;1;;;;
(Встает.);;;;1;;;;
(целует Ирине руку).;;;;1;;;;
(Идет.);;;;1;;;;
(Уходит с Кулыгиным, посвистывая.);;;1;;;;;
(Идет.);;;;1;;;;
(Уходит.);;;1;;;;;
(одна).;;1;;;;;;
На улице гармоника, нянька поет песню.;;;;1;;;1;
(в шубе и шапке идет через залу. за ней горничная).;;1;;1;;;;
(Уходит.);;;1;;;;;
(оставшись одна, тоскует).;;;;1;;;;
Занавес;;;;;;;;1
Комната Ольги и Ирины. Налево и направо постели, загороженные ширмами. Третий час ночи. За сценой бьют в набат по случаю пожара, начавшегося уже давно. Видно, что в доме еще не ложились спать. На диване лежит Маша, одетая, как обыкновенно, в черное платье.;1;1;;1;;;;
Входят Ольга и Анфиса.;;1;;;;;;
(вынимает из шкапа платья).;;;;1;;;;
(Кидает ей на руки платье.);;;;1;;;;
(звонит).;;;;1;;;;
(В дверь.);;;;;1;;;
В открытую дверь видно окно, красное от зарева. слышно, как мимо дома проезжает пожарная команда.;;;;1;;;1;
Входит Ферапонт.;;1;;;;;;
(Уходит.);;;1;;;;;
(утомленно).;;;;;1;;;
(кладет ей голову на грудь).;;;;1;;;;
(Усаживает ее.);;;;1;;;;
Наташа входит.;;1;;;;;;
(не слушая ее).;;;;1;;;;
(Перед зеркалом.);;;;;;;1;
(Анфисе холодно.);;;;1;;;;
Анфиса уходит. пауза.;;;1;1;;;;
(оторопев).;;;;1;;;;
(Гладит ее по щеке.);;;;1;;;;
(Пьет воду.);;;;1;;;;
(взволнованно).;;;;;1;;;
Маша встает, берет подушку и уходит, сердитая.;;;1;1;;;;
(Целует ее.);;;;1;;;;
(удивленно).;;;;;1;;;
(Сквозь слезы.);;;;1;;;;
За сценой бьют в набат.;;;;1;;;;
(стучит ногами);;;;1;;;;
(Спохватившись.);;;;1;;;;
Входит Кулыгин.;;1;;;;;;
(Потягивается.);;;;1;;;;
(Садится.);;;;1;;;;
(Прислушивается.);;;;1;;;;
(Встает.);;;;1;;;;
(Смеется.);;;;1;;;;
(Идет в угол к шкапу.);;;;1;;;1;
(Идет с Наташей в глубину комнаты.);;;;1;;;1;
Чебутыкин входит. не шатаясь, как трезвый, проходит по комнате, останавливается, смотрит, потом подходит к рукомойнику и начинает мыть руки.;;1;;1;;;;
(угрюмо).;;;;;1;;;
Ольга и Наташа, незаметно для него, уходят.;;;1;;;;;
(Плачет.);;;;1;;;;
(Перестает плакать, угрюмо.);;;;1;1;;;
Ирина, Вершинин и Тузенбах входят. на Тузенбахе штатское платье, новое и модное.;;1;;;;;;
(Потирает от удовольствия руки.);;;;1;;;;
(подходя к ним).;;;;1;;;;
(Чебутыкину.);;;;;1;;;
(Причесывает бороду.);;;;1;;;;
(смеется).;;;;1;;;;
(Хлопает по плечу.);;;;1;;;;
(вздыхает).;;;;1;;;;
Пауза.;;;;1;;;;
Чебутыкин берет в руки фарфоровые часы и рассматривает их.;;;;1;;;;
Пауза.;;;;1;;;;
(роняет часы, которые разбиваются).;;;;1;;;;
Пауза. все огорчены и сконфужены.;;;;1;;;;
(подбирает осколки).;;;;1;;;;
(У двери.);;;;;;;1;
(Поет.);;;;1;;;;
(Уходит.);;;1;;;;;
(Смеется.);;;;1;;;;
Пауза.;;;;1;;;;
Набат. пауза.;;;;1;;;;
Маша входит с подушкой и садится на диван.;;1;;1;;;;
(Смеется.);;;;1;;;;
Пауза.;;;;1;;;;
(Смеется.);;;;1;;;;
(Поет.);;;;1;;;;
(Смеется.);;;;1;;;;
(Смеется.);;;;1;;;;
Входит Федотик.;;1;;;;;;
(танцует).;;;;1;;;;
Смех.;;;;1;;;;
(смеется).;;;;1;;;;
Входит Соленый.;;1;;;;;;
(Вынимает флакон с духами и прыскается.);;;;1;;;;
(смеется, Соленому).;;;;1;1;;;
(Глядя на Тузенбаха.);;;;1;;;;
Уходит с Вершининым и Федотиком.;;;1;;;;;
(В недоумении.);;;;1;;;;
(очнувшись).;;;;1;;;;
(Ирине нежно.);;;;;1;;;
(смеясь).;;;;1;;;;
(Целует Ирине руку.);;;;1;;;;
(Целует руку.);;;;1;;;;
(Уходит.);;;1;;;;;
(ложится).;;;;1;;;;
(сердито).;;;;;1;;;
(смеется).;;;;1;;;;
(Встает и говорит сидя.);;;;1;;;;
(Ложится.);;;;1;;;;
Пауза.;;;;1;;;;
(целует ее).;;;;1;;;;
(Идет.);;;;1;;;;
(Уходит.);;;1;;;;;
(Нервно.);;;;;1;;;
(Плачет.);;;;1;;;;
Ольга входит, убирает около своего столика.;;1;;1;;;;
(Громко рыдает.);;;;1;;;;
(испугавшись).;;;;1;;;;
(рыдая).;;;;1;;;;
(сдерживаясь).;;;;1;;;;
Ирина тихо плачет.;;;;1;;;;
(обнимает сестру).;;;;1;;;;
Наташа со свечой проходит через сцену из правой двери в левую молча.;;;;1;;;1;
(садится).;;;;1;;;;
Пауза.;;;;1;;;;
(Тихо.);;;;;1;;;
Пауза.;;;;1;;;;
(идет к себе за ширму).;;;;1;;;;
(Берется за голову.);;;;1;;;;
(за ширмой).;;;;;;;1;
(Тянет Ирину за руку, привлекает к себе.);;;;1;;;;
Входит Андрей, за ним Ферапонт.;;1;;;;;;
(сердито).;;;;;1;;;
(в дверях, нетерпеливо).;;;;;1;;1;
Ферапонт уходит.;;;1;;;;;
Ольга показывается из-за ширмы.;;;;1;;;;
Ольга подает ему молча ключ. Ирина идет к себе за ширму. пауза.;;;;1;;;;
Пауза.;;;;1;;;;
Пауза.;;;;1;;;;
(Волнуясь.);;;;1;;;;
(он очень смущен).;;;;1;;;;
Голос Вершинина: «Трам-там-там!»;;;;1;;;;
(встает, громко).;;;;1;1;;;
(Ольге.);;;;;1;;;
(Идет за ширму, целует Ирину.);;;;1;;;;
(Уходит.);;;1;;;;;
(Идет к себе за ширму.);;;;1;;;;
Пауза.;;;;1;;;;
Пауза.;;;;1;;;;
Пауза.;;;;1;;;;
(в дверь).;;;;;;;1;
(Встревоженно.);;;;;1;;;
(Уходит.);;;;1;;;;
(Ходит по сцене молча, потом останавливается.);;;;1;;;;
(Плачет.);;;;1;;;;
(Уходит.);;;1;;;;;
(в дверь встревоженно).;;;;;1;;1;
(Уходит.);;;1;;;;;
Набат, сцена пустая.;;;;1;;;;
(за ширмами).;;;;;;;1;
Пауза.;;;;1;;;;
(Выглядывает из-за ширм.);;;;1;;;;
Занавес;;;;;;;;1
Старый сад при доме Прозоровых. Длинная еловая аллея, в конце которой видна река. На той стороне реки – лес. Направо терраса дома. здесь на столе бутылки и стаканы. видно, что только что пили шампанское. Двенадцать часов дня. С улицы к реке через сад ходят изредка прохожие. быстро проходят человек пять солдат.;1;;;;;;;
Чебутыкин в благодушном настроении, которое не покидает его в течение всего акта, сидит в кресле, в саду, ждет, когда его позовут. он в фуражке и с палкой. Ирина, Кулыгин с орденом на шее, без усов, и Тузенбах, стоя на террасе, провожают Федотика и Родэ, которые сходят вниз. оба офицера в походной форме.;;1;;1;;;1;
(целуется c Федотиком).;;;;1;;;;
(Целуется с Родэ.);;;;1;;;;
(Вытирает глаза, улыбается.);;;;1;;;;
(Снимает фотографию.);;;;1;;;;
(обнимает Тузенбаха).;;;;1;;;;
(Целует руку Ирине.);;;;1;;;;
(с досадой).;;;;1;;;;
(окидывает взглядом сад).;;;;1;;;;
(Кричит.);;;;1;;;;
Пауза.;;;;1;;;;
(Смеется.);;;;1;;;;
(взглянув на часы).;;;;1;;;;
(Обнимает быстро Тузенбаха и Кулыгина, целует руку Ирине.);;;;1;;;;
(Кулыгину).;;;;;1;;;
Отходят, оба оглядываются.;;;;1;;;;
(кричит).;;;;1;;;;
(кричит).;;;;1;;;;
В глубине сцены Федотик и Родэ встречаются с Машей и прощаются с нею. она уходит с ними.;;;1;;;;1;
(Садится на нижнюю ступень террасы.);;;;1;;;;
(Кладет в карман газету, вынимает другую.);;;;1;;;;
(Тихо напевает.);;;;1;;;;
(Садится.);;;;1;;;;
В глубине сцены Андрей провозит в колясочке спящего ребенка.;;;;1;;;1;
(Читает газету.);;;;1;;;;
(Машет рукой и уходит в дом.);;;1;;;;;
(Смеется.);;;;1;;;;
В глубине сада за сценой: «Ау! Гоп-гоп!»;;;;1;;;;
(вздрагивает).;;;;1;;;;
Пауза.;;;;1;;;;
Пауза.;;;;1;;;;
(в умилении).;;;;1;;;;
Пауза.;;;;1;;;;
(Вздыхает.);;;;1;;;;
В доме играют на рояле «Молитву девы».;;;;1;;;;
Пауза.;;;;1;;;;
В глубине сцены тихо проходит Маша, прогуливаясь.;;1;;;;;;
(в окно).;;;;;;;1;
Уходит с Ириной в дом.;;;1;;;;;
(читает газету и тихо напевает).;;;;1;;;;
Маша подходит. в глубине Андрей провозит колясочку.;;;;1;;;;
(садится).;;;;1;;;;
Пауза.;;;;1;;;;
(после паузы).;;;;1;;;;
(Указывает себе на грудь.);;;;1;;;;
(Глядя на брата Андрея, который провозит колясочку.);;;;1;;;;
(Смотрит на часы, потом заводит их. часы бьют.);;;;1;;;;
Пауза.;;;;1;;;;
Слышно, как где-то далеко играют на арфе и скрипке.;;;;1;;;;
Пауза.;;;;1;;;;
(Смотрит на часы.);;;;1;;;;
(Смеется.);;;;1;;;;
Пауза.;;;;1;;;;
За садом крик: «Ау! Гоп-гоп!»;;;;1;;;;
Пауза.;;;;1;;;;
(Идет.);;;;1;;;;
(Останавливаясь.);;;;1;;;;
(Идет по аллее.);;;;1;;;;
(Глядит вверх.);;;;1;;;;
(Уходит.);;;;1;;;;
Ферапонт входит с бумагами.;;1;;;;;;
(встает).;;;;1;;;;
Соленый проходит в глубине сцены с двумя офицерами. увидев Чебутыкина, он поворачивает к нему. офицеры идут дальше.;;1;;1;;;;
(Здоровается с Андреем.);;;;1;;;;
(Андрею.);;;;;1;;;
(Вздыхает.);;;;1;;;;
(Идет с ним.);;;;1;;;;
(сердито).;;;;;1;;;
(Вынимает духи и брызгает на руки.);;;;1;;;;
Пауза.;;;;1;;;;
(Уходит с Соленым.);;;1;;;;;
Слышны крики: «Гоп! Ау!» Андрей и Ферапонт входят.;;1;;1;;;;
(нервно).;;;;;1;;;
(Уходит с колясочкой.);;;1;;;;;
(Уходит в глубину сцены.);;;1;;;;;
Входят Ирина и Тузенбах в соломенной шляпе, Кулыгин проходит через сцену, крича: «Ау, Маша, ау!»;;1;;1;;;;
Пауза.;;;;1;;;;
Пауза.;;;;1;;;;
(нетерпеливое движение).;;;;1;;;;
(Целует ей руки.);;;;1;;;;
(Всматривается ей в лицо.);;;;1;;;;
(Плачет.);;;;1;;;;
Пауза.;;;;1;;;;
Пауза.;;;;1;;;;
(Кладет голову ему на грудь.);;;;1;;;;
Пауза.;;;;1;;;;
Крик: «Ау! Гоп-гоп!»;;;;1;;;;
(Целует руки.);;;;1;;;;
(тревожно).;;;;;1;;;
(Быстро идет, на аллее останавливается.);;;;1;;;;
(не зная, что сказать).;;;;1;;;;
(Быстро уходит.);;;1;;;;;
Ирина стоит задумавшись, потом уходит в глубину сцены и садится на качели. Входит Андрей с колясочкой, показывается Ферапонт.;;1;1;1;;;;
(Ферапонту сердито.);;;;;1;;;
(подавая бумаги.);;;;1;;;;
(охваченный нежным чувством).;;;;1;;;;
(Сквозь слезы.);;;;1;;;;
(в окне).;;;;;;;1;
(Рассердившись.);;;;1;;;;
(Берет колясочку.);;;;1;;;;
(сконфуженно).;;;;1;;;;
(за окном, лаская своего мальчика).;;;;1;;;;
(оглядывая бумаги).;;;;1;;;;
(Уходит в дом, читая бумаги. Ферапонт везет колясочку.);;;1;1;;;;
(за окном).;;;;;;;1;
Бродячие музыканты, мужчина и девушка, играют на скрипке и арфе. из дому выходят Вершинин, Ольга и Анфиса и с минуту слушают молча. подходит Ирина.;;1;;1;;;;
(подает музыкантам).;;;;1;;;;
(Музыканты кланяются и уходят.);;;1;1;;;;
(Ирине.);;;;;1;;;
(Целует ее.);;;;1;;;;
(взглянув на часы).;;;;1;;;;
Пауза.;;;;1;;;;
(Кричит.);;;;1;;;;
Уходит вместе с Ириной в глубину сада.;;;1;;;;;
(Смотрит на часы.);;;;1;;;;
(Оглядывает сад.);;;;1;;;;
Пауза.;;;;1;;;;
Пауза.;;;;1;;;;
Пауза.;;;;1;;;;
(утирает глаза).;;;;1;;;;
(Смеется.);;;;1;;;;
(Смотрит на часы.);;;;1;;;;
Пауза.;;;;1;;;;
(Смотрит на часы.);;;;1;;;;
Маша входит.;;;;1;;;;
Ольга отходит немного в сторону, чтобы не помешать прощанию.;;;;1;;;;
(смотрит ему в лицо).;;;;1;;;;
Продолжительный поцелуй.;;;;1;;;;
Маша сильно рыдает.;;;;1;;;;
(Растроганный, целует руки Ольге, потом еще раз обнимает Машу и быстро уходит.);;;1;1;;;;
Входит Кулыгин.;;1;;;;;;
(в смущении).;;;;1;;;;
(сдерживая рыдания).;;;;1;;;;
Слышен глухой далекий выстрел.;;;;1;;;;
(Пьет воду.);;;;1;;;;
Ирина входит.;;1;;;;;;
(сердито).;;;;;1;;;
(Рыдает, но тотчас же останавливается.);;;;1;;;;
Пауза.;;;;1;;;;
(Надевает усы и бороду.);;;;1;;;;
(Смеется.);;;;1;;;;
(смеется).;;;;1;;;;
Маша плачет.;;;;1;;;;
Входит Наташа.;;1;;;;;;
(горничной).;;;;;1;;;
(Ирине.);;;;;1;;;
