text;setting;entrance;exit;business;delivery;modifier;location;unknown
(чистит щеткой Гаева, наставительно).;;;;1;1;;;
(тихо).;;;;;1;;;
(Тихо отворяет окно.);;;;1;;;;
(отворяет другое окно).;;;;1;;;;
(глядит в окно на сад).;;;;1;;;;
(Смеется от радости.);;;;1;;;;
(Смеется от радости.);;;;1;;;;
Входит Трофимов, в поношенном студенческом мундире, в очках.;;1;;;;;;
Она оглянулась на него.;;;;1;;;;
(Горячо целует руку.);;;;1;;;;
Любовь Андреевна глядит с недоумением.;;;;1;;;;
(сквозь слезы).;;;;;1;;;
Любовь Андреевна обнимает его и тихо плачет.;;;;1;;;;
(смущенно).;;;;;1;;;
(плачет).;;;;1;;;;
(мягко, сквозь слезы).;;;;;1;;;
(тихо плачет).;;;;1;;;;
(Тише.);;;;;1;;;
(Идет к двери.);;;;1;;;1;
(целует брата, потом Варю).;;;;1;;;;
(идет за ней).;;;;1;;;;
Любовь Андреевна, Трофимов, Пищик и Фирс уходят. Остаются Гаев, Варя и Яша.;;;1;;;;;
(Яше.);;;;;1;;;
(с усмешкой).;;;;;1;;;
(Варе.);;;;;1;;;
(Яше).;;;;;1;;;
(Уходит.);;;1;;;;;
Пауза.;;;;1;;;;
(плачет).;;;;1;;;;
Аня показывается в дверях.;;1;;;;;;
(шепотом).;;;;;1;;;
Пауза.;;;;1;;;;
Входит Аня.;;1;;;;;;
(Целует Ане лицо, руки.);;;;1;;;;
(Сквозь слезы.);;;;;1;;;
(Ее рукой закрывает себе лицо.);;;;1;;;;
(Целует Ане и Варе руки.);;;;1;;;;
(Варе.);;;;;1;;;
(Ане.);;;;;1;;;
(Кладет в рот леденец.);;;;1;;;;
(Возбужденно.);;;;;1;;;
(спокойное настроение вернулось к ней, она счастлива).;;;;1;;;;
(Обнимает дядю.);;;;1;;;;
Входит Фирс.;;1;;;;;;
(укоризненно).;;;;;1;;;
(Целует Аню и Варю.);;;;1;;;;
(сердито).;;;;;1;;;
(Уходит, за ним семенит Фирс.);;;1;1;;;;
(Садится.);;;;1;;;;
(Зевает.);;;;1;;;;
(Поглядев на Аню.);;;;1;;;;
Пауза.;;;;1;;;;
(Берет Аню под руку.);;;;1;;;;
(Ведет ее.);;;;1;;;;
Идут.;;;;1;;;;
Далеко за садом пастух играет на свирели.;;;;1;;;;
Трофимов идет через сцену и, увидев Варю и Аню, останавливается.;;;;1;;;;
(тихо, в полусне).;;;;;1;;;
(Уходят в комнату Ани.);;;1;;;;;
(в умилении).;;;;1;;;;
Занавес;;;;;;;;1
Поле. Старая, покривившаяся, давно заброшенная часовенка, возле нее колодец, большие камни, когда-то бывшие, по-видимому, могильными плитами, и старая скамья. Видна дорога в усадьбу Гаева. В стороне, возвышаясь, темнеют тополи: там начинается вишневый сад. Вдали ряд телеграфных столбов, и далеко-далеко на горизонте неясно обозначается большой город, который бывает виден только в очень хорошую, ясную погоду. Скоро сядет солнце. Шарлотта, Яша и Дуняша сидят на скамье. Епиходов стоит возле и играет на гитаре. все сидят задумавшись. Шарлотта в старой фуражке. она сняла с плеч ружье и поправляет пряжку на ремне.;1;;;1;;;;
(в раздумье).;;;;1;;;;
(Достает из кармана огурец и ест.);;;;1;;;;
Пауза.;;;;1;;;;
(играет на гитаре и поет).;;;;1;;;;
(Глядится в зеркальце и пудрится.);;;;1;;;;
(Напевает.);;;;1;;;;
Яша подпевает.;;;;1;;;;
(Яше).;;;;;1;;;
(Зевает, потом закуривает сигару.);;;;1;;;;
(Показывает револьвер.);;;;1;;;;
(Надевает ружье.);;;;1;;;;
(Идет.);;;;1;;;;
(Уходит не спеша.);;;1;;;;;
(Показывает обеими руками.);;;;1;;;;
Пауза.;;;;1;;;;
Пауза.;;;;1;;;;
(Вздыхает.);;;;1;;;;
(смущенно).;;;;;1;;;
(Берет гитару и уходит, наигрывая.);;;1;1;;;;
(Зевает.);;;;1;;;;
Пауза.;;;;1;;;;
(целует ее).;;;;1;;;;
Пауза.;;;;1;;;;
(зевает).;;;;1;;;;
Пауза.;;;;1;;;;
(Прислушивается.);;;;1;;;;
Дуняша порывисто обнимает его.;;;;1;;;;
(тихо кашляет).;;;;1;;;;
(Уходит.);;;1;;;;;
Яша остается, сидит возле часовни. Входят Любовь Андреевна, Гаев и Лопахин.;;1;;1;;;;
(Садится.);;;;1;;;;
(Садится.);;;;1;;;;
(Умоляюще.);;;;;1;;;
(зевая).;;;;1;;;;
(глядит в свое портмоне).;;;;1;;;;
(Уронила портмоне, рассыпала золотые.);;;;1;;;;
(Ей досадно.);;;;1;;;;
(Собирает монеты.);;;;1;;;;
(машет рукой).;;;;1;;;;
(Раздраженно Яше.);;;;;1;;;
(смеется).;;;;1;;;;
(сестре).;;;;;1;;;
(отдает Любови Андреевне кошелек).;;;;1;;;;
(Едва удерживается от смеха.);;;;1;;;;
(Уходит.);;;1;;;;;
(Гаеву.);;;;;1;;;
(Хочет уйти.);;;;1;;;;
(испуганно).;;;;;1;;;
Пауза.;;;;1;;;;
(в глубоком раздумье).;;;;1;;;;
(кладет в рот леденец).;;;;1;;;;
(Смеется.);;;;1;;;;
(Утирает слезы.);;;;1;;;;
(Достает из кармана телеграмму.);;;;1;;;;
(Рвет телеграмму.);;;;1;;;;
(Прислушивается.);;;;1;;;;
(прислушивается).;;;;1;;;;
(Тихо напевает.);;;;1;;;;
(Смеется.);;;;1;;;;
Пауза.;;;;1;;;;
Пауза.;;;;1;;;;
Фирс входит. он принес пальто.;;1;;1;;;;
(Гаеву).;;;;;1;;;
(надевает пальто).;;;;1;;;;
(Оглядывает его.);;;;1;;;;
(Смеется.);;;;1;;;;
Пауза.;;;;1;;;;
(не расслышав).;;;;1;;;;
Входят Трофимов, Аня и Варя.;;1;;;;;;
(нежно).;;;;;1;;;
(Обнимая Аню и Варю.);;;;1;;;;
Все усаживаются.;;;;1;;;;
(смеется).;;;;1;;;;
Все смеются.;;;;1;;;;
(иронически).;;;;;1;;;
В глубине сцены проходит и играет на гитаре.;;;;1;;;;
(Задумчиво.);;;;;1;;;
(задумчиво).;;;;;1;;;
(негромко, как бы декламируя).;;;;;1;;;
(умоляюще).;;;;;1;;;
Все сидят, задумались. Тишина. Слышно только, как тихо бормочет Фирс. Вдруг раздается отдаленный звук, точно с неба, звук лопнувшей струны, замирающий, печальный.;;;;1;;;;
(вздрагивает).;;;;1;;;;
Пауза.;;;;1;;;;
Пауза.;;;;1;;;;
(Ане.);;;;;1;;;
(Обнимает ее.);;;;1;;;;
Показывается Прохожий в белой потасканной фуражке, в пальто. он слегка пьян.;;1;;1;;;;
(Кашлянув.);;;;1;;;;
(Декламирует.);;;;;1;;;
(Варе.);;;;;1;;;
Варя испугалась, вскрикивает.;;;;1;;;;
(сердито).;;;;;1;;;
(оторопев).;;;;1;;;;
(Ищет в портмоне.);;;;1;;;;
(Уходит.);;;1;;;;;
Смех.;;;;1;;;;
(испуганная).;;;;1;;;;
(сквозь слезы).;;;;;1;;;
Уходят все, кроме Трофимова и Ани.;;;1;;;;;
(смеясь).;;;;1;;;;
(всплескивая руками).;;;;1;;;;
Пауза.;;;;1;;;;
Пауза.;;;;1;;;;
(в восторге).;;;;1;;;;
(задумчиво).;;;;;1;;;
Слышно, как Епиходов играет на гитаре все ту же грустную песню, Восходит луна. Где-то около тополей Варя ищет Аню и зовет: «Аня! Где ты?»;;;;1;;;1;
Пауза.;;;;1;;;;
Голос Вари: «Аня! Где ты?»;;;;1;;;;
(Сердито.);;;;;1;;;
Идут.;;;;1;;;;
Голос Вари: «Аня! Аня!»;;;;1;;;;
Занавес;;;;;;;;1
Гостиная, отделенная аркой от залы. Горит люстра. Слышно, как в передней играет тройский оркестр, тот самый, о котором упоминается во втором акте. Вечор. В зале танцуют grand-rond. Голос Симеонова-Пищика: «Promenade a une paire!» Выходят в гостиную: в первой паре Пищик и Шарлотта Ивановна, во второй – Трофимов и Любовь Андреевна, в третьей – Аня с почтовым чиновником, в четвертой – Варя с начальником станции и т. д. Варя тихо плачет и, танцуя, утирает слезы. В последней паре Дуняша. Идут по гостиной, Пищик кричит: «Grand-rond, balancez!» и «Les cavaliers a genoux et remerciez vos dames».;1;;;1;;;;
Фирс во фраке проносит на подносе сельтерскую воду. Входят в гостиную Пищик и Трофимов.;;1;;1;;;;
(Садится.);;;;1;;;;
(Храпит и тотчас же просыпается.);;;;1;;;;
Слышно, как в соседней комнате играют на биллиарде. В зале под аркой показывается Варя.;;1;;1;;;;
(дразнит).;;;;1;;;;
(сердито).;;;;;1;;;
(в горьком раздумье).;;;;1;;;;
(Уходит.);;;1;;;;;
(Пищику).;;;;;1;;;
(Ощупывает карманы, встревоженно.);;;;1;1;;;
(Сквозь слезы.);;;;;1;;;
(Радостно.);;;;;1;;;
Входят Любовь Андреевна и Шарлотта Ивановна.;;1;;;;;;
(напевает лезгинку).;;;;1;;;;
(Дуняше.);;;;;1;;;
(Садится и тихо напекает.);;;;1;;;;
(подает Пищику колоду карт).;;;;1;;;;
(достает из бокового кармана карту).;;;;1;;;;
(Удивляясь.);;;;1;;;;
(держит на ладони колоду карт, Трофимову).;;;;1;1;;;
(Пищику.);;;;;1;;;
(Бьет по ладони, колода карт исчезает.);;;;1;;;;
Ей отвечает таинственный женский голос, точно из-под пола: «О да, погода великолепная, сударыня».;;;;1;;;;
Голос: «Вы, сударыня, мне тоже очень понравился».;;;;1;;;;
(аплодирует).;;;;1;;;;
(удивляясь).;;;;1;;;;
(Пожав плечами.);;;;1;;;;
(хлопает Пищика по плечу).;;;;1;;;;
(Берет со стула плед.);;;;1;;;;
(Встряхивает.);;;;1;;;;
(удивляясь).;;;;1;;;;
(Быстро поднимает опущенный плед.);;;;1;;;;
За пледом стоит Аня. она делает реверанс, бежит к матери, обнимает ее и убегает назад в залу при общем восторге.;;;1;1;;;;
(аплодирует).;;;;1;;;;
Поднимает плед. за пледом стоит Варя и кланяется.;;;;1;;;;
(удивляясь).;;;;1;;;;
(Бросает плед на Пищика, делает реверанс и убегает в залу.);;;1;1;;;;
(спешит за ней).;;;;1;;;;
(Уходит.);;;1;;;;;
(стараясь ее утешить).;;;;1;;;;
(насмешливо).;;;;;1;;;
(Закрывает лицо руками.);;;;1;;;;
(дразнит Варю).;;;;1;;;;
(сердито).;;;;;1;;;
(Трофимову).;;;;;1;;;
(Мягким тоном, со слезами.);;;;;1;;;
(Любови Андреевне, уже не плача.);;;;1;1;;;
Входит Яша.;;1;;;;;;
(едва удерживаясь от смеха);;;;1;;;;
(Уходит.);;;1;;;;;
(Уходит.);;;1;;;;;
(В сильном беспокойстве.);;;;1;;;;
(Обнимает Трофимова, целует его в лоб.);;;;1;;;;
(Плачет.);;;;1;;;;
(Вынимает платок, на пол падает телеграмма.);;;;1;;;;
(Смеется.);;;;1;;;;
(поднимает телеграмму).;;;;1;;;;
(Жмет Трофимову руку.);;;;1;;;;
(сквозь слезы).;;;;;1;;;
(Закрывает уши.);;;;1;;;;
(рассердившись, но сдержанно).;;;;1;1;;;
(Сердито.);;;;;1;;;
(в ужасе).;;;;1;;;;
(в ужасе).;;;;1;;;;
(Идет быстро в зал, схватив себя за голову.);;;1;1;;;;
(Уходит, но тотчас же возвращается.);;;1;1;;;;
(Уходит в переднюю.);;;1;;;;;
(кричит вслед).;;;;1;;;;
Слышно, как в передней кто-то быстро идет по лестнице и вдруг с грохотом падает вниз. Аня и Варя вскрикивают, но тотчас же слышится смех.;;;;1;;;;
Вбегает Аня.;;1;;;;;;
(смеясь).;;;;1;;;;
(Убегает.);;;1;;;;;
Начальник станции останавливается среди залы и читает «Грешницу» А. Толстого. Его слушают, но едва он прочел несколько строк, как из передней доносятся звуки вальса, и чтение обрывается. Все танцуют. Проходят из передней Трофимов, Аня, Варя и Любовь Андреевна.;;1;;1;;;;
(Танцует с Петей.);;;;1;;;;
Аня и Варя танцуют.;;;;1;;;;
Фирс входит, ставит свою палку около боковой двери.;;1;;1;;;;
Яша тоже вошел из гостиной, смотрит на танцы.;;1;;1;;;;
(Зевает.);;;;1;;;;
(Бормочет.);;;;;1;;;
Трофимов и Любовь Андреевна танцуют в зале, потом в гостиной.;;;;1;;;1;
(Садится.);;;;1;;;;
Входит Аня.;;1;;;;;;
(взволнованно).;;;;;1;;;
(Танцует с Трофимовым, оба уходят в залу.);;;1;1;;;;
(Смеется.);;;;1;;;;
(с легкой досадой).;;;;;1;;;
(С усмешкой.);;;;;1;;;
(Любови Андреевне).;;;;;1;;;
(Оглядываясь, вполголоса.);;;;1;1;;;
Входит Пищик.;;1;;;;;;
(Любовь Андреевна идет с ним.);;;;1;;;;
(Танцует.);;;;1;;;;
Перешли в зал.;;;;1;;;;
(тихо напевает).;;;;1;;;;
В зале фигура в сером цилиндре и в клетчатых панталонах машет руками и прыгает. крики: «Браво, Шарлотта Ивановна!»;;;;1;;;;
(остановилась, чтобы попудриться).;;;;1;;;;
Музыка стихает.;;;;1;;;;
(зевает).;;;;1;;;;
(Уходит.);;;1;;;;;
Входит Епиходов.;;1;;;;;;
(Вздыхает.);;;;1;;;;
(Вздыхает.);;;;1;;;;
(Играет веером.);;;;1;;;;
Входит из залы Варя.;;1;;;;;;
(Дуняше.);;;;;1;;;
(Епиходову.);;;;;1;;;
(обиженно).;;;;;1;;;
(Вспылив.);;;;1;;;;
(струсив).;;;;1;;;;
(выйдя из себя).;;;;1;;;;
Он идет к двери, она за ним.;;;;1;;;;
вышел, за дверью его голос: «Я на вас буду жаловаться»,;;;1;1;;;;
(Хватает палку, поставленную около двери Фирсом.);;;;1;;;;
(Замахивается.);;;;1;;;;
В это время входит Лопахин.;;1;;;;;;
(сердито и насмешливо).;;;;;1;;;
(Отходит, потом оглядывается и спрашивает мягко.);;;;1;1;;;
Голоса в зале: «Лопахин приехал! Ермолай Алексеич!»;;;;1;;;;
(Целуется с Лопахиным.);;;;1;;;;
Входит Любовь Андреевна.;;1;;;;;;
(волнуясь).;;;;;1;;;
(сконфуженно, боясь обнаружить свою радость).;;;;1;1;;;
(Тяжело вздохнув.);;;;1;;;;
Входит Гаев. в правой руке у него покупки, левой он утирает слезы.;;1;;1;;;;
(Нетерпеливо, со слезами.);;;;;1;;;
(ничего ей не отвечает, только машет рукой. Фирсу, плача).;;;;1;;;;
Дверь в биллиардную открыта. слышен стук шаров и голос Яши: «Семь и восемнадцать!» У Гаева меняется выражение, он уже не плачет.;;;;1;;;;
(Уходит к себе через залу, за ним Фирс.);;;1;;;;;
Пауза.;;;;1;;;;
Любовь Андреевна угнетена. она упала бы, если бы не стояла возле кресла и стола. Варя снимает с пояса ключи, бросает их на пол, посреди гостиной, и уходит.;;;1;1;;;;
(Смеется.);;;;1;;;;
(Хохочет.);;;;1;;;;
(Топочет ногами.);;;;1;;;;
(Поднимает ключи, ласково улыбаясь.);;;;1;;;;
(Звенит ключами.);;;;1;;;;
Слышно, как настраивается оркестр.;;;;1;;;;
Играет музыка, Любовь Андреевна опустилась на стул и горько плачет.;;;;1;;;;
(С укором.);;;;;1;;;
(Со слезами.);;;;;1;;;
(берет его под руку, вполголоса).;;;;1;1;;;
(Берет его под руку и уводит в залу.);;;1;1;;;;
(С иронией.);;;;;1;;;
(Толкнул нечаянно столик, едва не опрокинул канделябры.);;;;1;;;;
(Уходит с Пищиком.);;;1;;;;;
В зале и гостиной нет никого, кроме Любови Андреевны, которая сидит, сжалась вся и горько плачет. Тихо играет музыка. Быстро входят Аня и Трофимов. Аня подходит к матери и становится перед ней на колени. Трофимов остается у входа в залу.;;1;;1;;;;
Занавес;;;;;;;;1
Декорация первого акта. Нет ни занавесей на окнах, ни картин, осталось немного мебели, которая сложена в один угол, точно для продажи. Чувствуется пустота. Около выходной двери и в глубине сцены сложены чемоданы, дорожные узлы и т. п. Налево дверь открыта, оттуда слышны голоса Вари и Ани. Лопахин стоит, ждет. Яша держит поднос со стаканчиками, налитыми шампанским. В передней Епиходов увязывает ящик. За сценой в глубине гул. Это пришли прощаться мужики. Голос Гаева: «Спасибо, братцы, спасибо вам».;1;;;1;;;;
Гул стихает. Входят через переднюю Любовь Андреевна и Гаев. она не плачет, но бледна, лицо ее дрожит, она не может говорить.;;1;;1;;;;
Оба уходят.;;;1;;;;;
(в дверь, им вслед).;;;;1;;;1;
Пауза.;;;;1;;;;
(Отходит от двери.);;;;1;;;;
Яша осторожно ставит поднос на стул.;;;;1;;;;
(Пьет.);;;;1;;;;
Пауза.;;;;1;;;;
(Смеется.);;;;1;;;;
(Поглядев на часы, в дверь.);;;;1;;;1;
Трофимов в пальто входит со двора.;;1;;;;;;
(В дверь.);;;;;;;1;
(Ищет калоши.);;;;1;;;;
(обнимает его).;;;;1;;;;
(Тревожно.);;;;;1;;;
(из другой комнаты).;;;;;;;1;
(Выбрасывает на сцену пару резиновых калош.);;;;1;;;;
Лопахин вынимает бумажник.;;;;1;;;;
Пауза.;;;;1;;;;
Слышно, как вдали стучат топором по дереву.;;;;1;;;;
(в дверях).;;;;;;;1;
(Уходит через переднюю.);;;1;;;;;
(Уходит за ним.);;;1;;;;;
(Епиходову, который проходит через залу).;;1;;1;;;;
(обиженно).;;;;;1;;;
(Положил чемодан на картонку со шляпой и раздавил.);;;;1;;;;
(Уходит.);;;1;;;;;
(насмешливо).;;;;;1;;;
(за дверью).;;;;;;;1;
(Уходит.);;;1;;;;;
(из соседней комнаты).;;;;;;;1;
(машет рукой).;;;;1;;;;
Дуняша все время хлопочет около вещей. теперь, когда Яша остался один, она подошла к нему.;;;;1;;;;
(Плачет и бросается ему на шею.);;;;1;;;;
(Пьет шампанское.);;;;1;;;;
(Пьет шампанское.);;;;1;;;;
(пудрится, глядясь в зеркальце).;;;;1;;;;
(Хлопочет около чемоданов, тихо напевает.);;;;1;;;;
Входят Любовь Андреевна, Гаев, Аня и Шарлотта Ивановна.;;1;;;;;;
(Глядя на Яшу.);;;;1;;;;
(Окидывает взглядом комнату.);;;;1;;;;
(Целует горячо дочь.);;;;1;;;;
(весело).;;;;;1;;;
Ей подают шляпу и пальто.;;;;1;;;;
(Ане).;;;;;1;;;
(Целует матери руки.);;;;1;;;;
(Мечтает.);;;;1;;;;
(Обнимает дочь.);;;;1;;;;
Входит Лопахин. Шарлотта тихо напевает песенку.;;1;;1;;;;
(берет узел, похожий на свернутого ребенка).;;;;1;;;;
Слышится плач ребенка: «Уа, уа!..»;;;;1;;;;
«Уа!.. уа!..»;;;;1;;;;
(Бросает узел на место.);;;;1;;;;
(Напевает.);;;;1;;;;
Входит Пищик.;;1;;;;;;
(запыхавшись).;;;;1;;;;
(Уходит.);;;1;;;;;
(Лопахину.);;;;;1;;;
(Подает Лопахину деньги.);;;;1;;;;
(в недоумении пожимает плечами).;;;;1;;;;
(Любови Андреевне.);;;;;1;;;
(Подает деньги.);;;;1;;;;
(Пьет воду.);;;;1;;;;
(Удивленно.);;;;;1;;;
(Пьет.);;;;1;;;;
(Встревоженно.);;;;;1;;;
(Сквозь слезы.);;;;;1;;;
(Целует руку Любови Андреевне.);;;;1;;;;
(Уходит в сильном смущении, но тотчас же возвращается и говорит в дверях.);;1;1;1;;;1;
(Уходит.);;;1;;;;;
(Взглянув на часы.);;;;1;;;;
Пауза.;;;;1;;;;
(Шепчет Ане, та кивает Шарлотте, и обе уходят.);;;1;1;;;;
(Поглядев на стаканчики.);;;;1;;;;
Яша кашляет.;;;;1;;;;
(оживленно).;;;;;1;;;
(В дверь.);;;;;;;1;
(Уходит с Яшей.);;;1;;;;;
(поглядев на часы).;;;;1;;;;
Пауза.;;;;1;;;;
За дверью сдержанный смех, шепот, наконец входит Варя.;;1;;1;;;;
(долго осматривает вещи).;;;;1;;;;
Пауза.;;;;1;;;;
Пауза.;;;;1;;;;
(оглядывая вещи).;;;;1;;;;
Пауза.;;;;1;;;;
Пауза.;;;;1;;;;
Голос в дверь со двора: «Ермолай Алексеич!..»;;;;1;;;;
(точно давно ждал этого зова).;;;;1;;;;
(Быстро уходит.);;;1;;;;;
Варя, сидя на полу, положив голову на узел с платьем, тихо рыдает. Отворяется дверь, осторожно входит Любовь Андреевна.;;1;;1;;;;
Пауза.;;;;1;;;;
(уже не плачет, вытерла глаза).;;;;1;;;;
(в дверь).;;;;;;;1;
Входят Аня, потом Гаев, Шарлотта Ивановна. На Гаеве теплое пальто с башлыком. Сходится прислуга, извозчики. Около вещей хлопочет Епиходов.;;1;;1;;;;
(радостно).;;;;;1;;;
(умоляюще).;;;;;1;;;
(уныло).;;;;;1;;;
Входит Трофимов, потом Лопахин.;;1;;;;;;
(Епиходову, надевая пальто.);;;;1;1;;;
(говорит сиплым голосом).;;;;;1;;;
(с презрением).;;;;;1;;;
(выдергивает из узла зонтик, похоже, как будто она замахнулась).;;;;1;;;;
Лопахин делает вид, что испугался.;;;;1;;;;
(Со слезами.);;;;;1;;;
(надевая калоши).;;;;1;;;;
(сильно смущен, боится заплакать).;;;;1;;;;
(Запирает боковую дверь налево.);;;;1;;;;
(Уходит с Аней.);;;1;;;;;
Варя окидывает взглядом комнату и не спеша уходит. Уходят Яша и Шарлотта с собачкой.;;;1;;;;;
(Уходит.);;;1;;;;;
