text;setting;entrance;exit;business;delivery;modifier;location;unknown
к Христиану;;;;;1;;;
отворяя дверь;;;;1;;;;
входя;;1;;;;;;
входит;;1;;;;;;
Все трое уходят. Входит Семен Годунов.;;1;1;;;;;
смотрит на него с удивлением;;;;1;;;;
вставая;;;;1;;;;
про себя;;;;;1;;;
К Семену Годунову.;;;;;1;;;
Семен Годунов уходит.;;;1;;;;;
Один.;;1;;;;;;
Царица и дьяк Власьев.;;1;;;;;;
Власьев уходит.;;;1;;;;;
Обращаясь к двери.;;;;1;;;1;
входя;;1;;;;;;
Дементьевна уходит. Входит Волохова и кланяется в землю.;;1;1;1;;;;
Волохова уходит.;;;1;;;;;
Одна.;;1;;;;;;
Атаман Хлопко-Косолап сидит на колоде. Перед ним есаул Решето. Другие разбойники стоят или сидят отдельными кружками.;1;;;1;;;;
Подходит есаул Наковальня.;;;;1;;;;
Наковальня уходит.;;;1;;;;;
К Решету.;;;;;1;;;
Наковальня возвращается с пятью крестьянами. Они кланяются Хлопку в пояс.;;1;;1;;;;
Крестьяне кланяются в ноги.;;;;1;;;;
Крестьяне уходят. Является посадский.;;1;1;;;;;
Осматривается и идет прямо на атамана.;;;;1;;;;
Ропот.;;;;1;;;;
К разбойникам.;;;;;1;;;
Садится рядом с Хлопком.;;;;1;;;1;
Разбойники столпляются вокруг посадского.;;;;1;;;;
Шум за сценой. Является Митька, таща за шиворот одной рукой Мисаила Повадина, другой — Григория Отрепьева.;;1;;1;;;;
подтащив обоих к Хлопку;;;;1;;;;
Хохот между разбойниками.;;;;1;;;;
вставая;;;;1;;;;
Сшибает с него шапку.;;;;1;;;;
Толкает его в бок.;;;;1;;;;
Разбойники хохочут. Бой зачинается. Митька и посадский, став друг против друга, ходят кругом, левая рука на тычку, правая на маху. Мисаил и Григорий садятся на землю и смотрят.;;;;1;;;;
Хочет ударить Посадского. тот увертывается и бьет его в плечо.;;;;1;;;;
Разбойники хохочут.;;;;1;;;;
размахнувшись;;;;1;;;;
Бьет сплеча, Посадский сторонится, Митька с размаху падает оземь.;;;;1;;;;
притиснув его коленом;;;;1;;;;
отпуская Митьку;;;;1;;;;
к толпе;;;;;1;;;
Общее смятение, шум и крики. Посадский незаметно скрывается.;;;;1;;;;
Шум и смятение;;;;1;;;;
Борис сидит перед столом, покрытым бумагами.;;;;1;;;;
Входит Семен Годунов.;;1;;;;;;
Входит царевич Федор.;;1;;;;;;
Семен Годунов уходит.;;;1;;;;;
Федор уходит.;;;1;;;;;
Федор возвращается со Ксенией.;;1;;;;;;
отворяя дверь;;;;1;;;;
входя;;1;;;;;;
Федор, Ксения и Христиан уходят. Входят боярыни, а за ними царица.;;1;1;;;;;
с поклоном;;;;1;;;;
К боярыням.;;;;;1;;;
Боярыни уходят.;;;1;;;;;
Уходит.;;;1;;;;;
Входит Семен Годунов.;;1;;;;;;
входя;;1;;;;;;
Шуйский входит. Борис смотрит на него пристально.;;1;;1;;;;
Федор Никитич, Александр Никитич, князь Сицкий, князь Репнин и князь Черкасский за столом.;;1;;;;;1;
наливая им вина;;;;1;;;;
Входит Шуйский.;;1;;;;;;
Подымает чару.;;;;1;;;;
Не пьет, а ставит чару на стол.;;;;1;;;;
к Шуйскому;;;;;1;;;
к Федору Никитичу;;;;;1;;;
Входит Семен Годунов со стрельцами.;;1;;;;;;
К Шуйскому.;;;;;1;;;
Уводит бояр, окруженных стрельцами.;;;1;1;;;;
один;;1;;;;;;
Входит Шуйский.;;1;;;;;;
Уходит.;;;1;;;;;
один;;1;;;;;;
Уходит.;;;1;;;;;
Входит Христиан, за ним Гольк и Браге.;;1;;;;;;
Гольк и Браге уходят.;;;1;;;;;
Один.;;1;;;;;;
Входит Ксения и останавливается в дверях.;;1;;1;;;;
Входит царевич Федор, ими не замечаемый.;;1;;;;;;
выступает вперед;;;;1;;;;
Срывает со стены две сабли и подает одну Христиану.;;;;1;;;;
бросая саблю;;;;1;;;;
Садится.;;;;1;;;;
бросая саблю;;;;1;;;;
озираясь;;;;1;;;;
Вскакивая.;;;;1;;;;
Падает в кресла.;;;;1;;;;
Уходит, поддерживаемый Федором и Ксенией.;;;1;1;;;;
Несколько переодетых сыщиков.;;1;;;;;;
наряженный дьячком;;;;1;;;;
в одежде купца;;;;1;;;;
Толпа выходит из церкви.;;;1;;1;;;
про себя;;;;;;;;
Подходят несколько других.;;;;1;;;;
Проходят.;;;;1;;;;
догоняет другую;;;;1;;;;
пристает к ним;;;;1;;;;
догоняет их;;;;1;;;;
Уходят.;;;1;;;;;
глядя им вслед;;;;1;;;;
Подходят два мужика.;;;;1;;;;
указывая на сыщика;;;;1;;;;
К сыщику.;;;;;1;;;
Читает.;;;;1;;;;
Читает про себя, потом громко.;;;;;1;;;
Свистит. Несколько сыщиков подбегают.;;;;1;;;;
Мужиков уводят среди общего ропота. Подходит купец в разговоре со вторым сыщиком.;;;1;1;;;;
таинственно;;;;1;;;;
хватает его за ворот;;;;1;;;;
Сыщики бросаются на купца.;;;;1;;;;
Звон бубен. Пешие бубенщики. Перед ними пристав.;;1;;1;;;;
в сопровождении двух дьяков;;1;;;;;;
Идет к Лобному месту.;;;;1;;;1;
с Лобного места;;;;;;;1;
Кланяется на все стороны.;;;;1;;;;
вполголоса;;;;;1;;;
Целует свой тельный крест.;;;;1;;;;
Кланяется и сходит с Лобного места.;;;;1;;;1;
Молчание в народе.;;;;1;;;;
Народ расходится, разговаривая вполголоса.;;;1;;1;;;
Вдовая царица Мария Нагая, во иночестве Марфа, одна.;;1;;;;;;
Входит Борис со свечой, которую ставит на стол.;;1;;1;;;;
с поклоном;;;;1;;;;
Входит царица Мария Григорьевна.;;1;;;;;;
Кланяется.;;;;1;;;;
Отворяя дверь.;;;;1;;;;
Входит Волохова.;;1;;;;;;
К Марфе.;;;;;1;;;
к Волоховой;;;;;1;;;
Волохова уходит.;;;1;;;;;
Дергает Марфу за руку.;;;;1;;;;
Схватывает зажженную свечу и бросается с нею на Марфу.;;;;1;;;;
удерживая ее, к Марфе;;;;1;1;;;
Уходит с царицей.;;;1;;;;;
одна;;1;;;;;;
Падает наземь и рыдает.;;;;1;;;;
Борис сидит в креслах. Перед ним стоит врач.;;;;1;;;1;
Врач уходит.;;;1;;;;;
Один.;;1;;;;;;
Входит Семен Годунов со свертком в руках.;;1;;;;;;
читает;;;;1;;;;
Борис закрывает лицо руками.;;;;1;;;;
отворяя дверь;;;;1;;;;
Уходит с Годуновым. Царевич Федор отворяет дверь, осматривается и говорит за кулисы.;;;1;1;;;1;
входя;;1;;;;;;
взяв его за руку;;;;1;;;;
входя;;1;;;;;;
к Борису;;;;;1;;;
Ксения шатается и падает.;;;;1;;;;
Поддерживая ее.;;;;1;;;;
Ночь. Луна играет на стенах и на полу. Двое часовых.;1;;;;;;;
с испугом;;;;;1;;;
Борис, в рубахе, поверх которой накинут опашень, входит, их не замечая.;;1;;1;;;;
про себя;;;;;1;;;
Осматривается.;;;;1;;;;
Подходит и отступает в ужасе.;;;;1;;;;
Приходит в себя.;;;;1;;;;
Увидев часовых.;;;;1;;;;
Часовой подходит к престолу.;;;;1;;;1;
Вздрогнув.;;;;1;;;;
Входит Семен Годунов.;;1;;;;;;
тихо;;;;;1;;;
к часовым;;;;;1;;;
Часовые уходят.;;;1;;;;;
Семен Годунов уходит.;;;1;;;;;
Входит Клешнин в схиме и в веригах.;;1;;;;;;
Уходит.;;;1;;;;;
Спальник слушает у дверей. Входит Семен Годунов.;;;1;1;;;;
Оба уходят. Борис входит в разговоре с царевичем Федором.;;1;1;;;;;
Молчание.;;;;1;;;;
Молчание.;;;;1;;;;
Уходит.;;;1;;;;;
Великолепно убранные столы в несколько рядов. За ними, в ожидании, сидят бояре. На правой стороне просцениума царский стол с пятью приборами. Несколько лиц разговаривают на просцениуме.;1;;;;;;;
подходит;;;;1;;;;
смеясь;;;;1;;;;
Входит Басманов, все раздаются.;;1;;1;;;;
идет ему навстречу;;;;1;;;;
смеясь;;;;1;;;;
Входит Семен Годунов. Все ему кланяются. За ним два стольника несут богатую шубу.;;1;;1;;;;
к Басманову;;;;;1;;;
кланяясь Басманову;;;;1;;;;
Стольники надевают на него шубу.;;;;1;;;;
К Семену Годунову.;;;;;1;;;
Звов дворцовых колоколов. Входит Борис в царском облачении. За ним царевич Федор, царица и Ксения.;;1;;1;;;;
к Голицыну;;;;;1;;;
к Басманову;;;;;1;;;
Басманов опускается на колени, Борис его подымает.;;;;1;;;;
Берет у стольника золотое блюдо, насыпанное червонцами, и подает Басманову.;;;;1;;;;
принимая блюдо;;;;1;;;;
Передает блюдо стольнику.;;;;1;;;;
Садится за стол. По правую его руку царица, Федор и Ксения. по левую Басманов. Бояре размещаются за другими столами. Слуги разносят блюда.;;;;1;;;1;
за крайним столом налево;;;;;1;;1;
к Басманову;;;;;1;;;
за другим столом налево;;;;;1;;1;
обходит стол и подносит стопу Басманову, с поклоном;;;;1;;;;
принимая стопу;;;;1;;;;
вставая;;;;1;;;;
садясь;;;;1;;;;
с разных сторон;;;;1;;;;
вставая;;;;1;;;;
к Салтыкову;;;;;1;;;
выступает вперед;;;;1;;;;
указывая на Бориса;;;;1;;;;
подхватывает его;;;;1;;;;
Смятение между боярами.;;;;1;;;;
Его сажают в кресла.;;;;1;;;;
к боярам;;;;;1;;;
кланяясь в ноги;;;;1;;;;
встает;;;;1;;;;
Падает в кресла.;;;;1;;;;
Занавес опускается.;;;;;;;;1
