text;setting;entrance;exit;business;delivery;modifier;location;unknown
Те же, Арина Пантелеймоновна и Агафья Тихоновна. Все раскланиваются.;;1;;;;;;
(Обращается к Жевакину и смотрит на него.);;;;1;1;;;
(Обращаясь к Анучкину.);;;;;1;;;
(Обращаясь к Кочкареву.);;;;;1;;;
(Обращаясь к Агафье Тихоновне.);;;;;1;;;
(берет за руку Подколесина и подводит его);;;;1;;;;
Те же и Стариков.;;1;;;;;;
(кланяясь живо и скоро, по-купечески, и слегка берясь в бока).;;;;1;;;;
(отворачиваясь с пренебрежением, вполголоса, но так, что он слышит).;;;;1;1;;;
Все уселись. Молчание.;;;;1;;;;
Агафья Тихоновна молчит.;;;;1;;;;
(тихо ей).;;;;;1;;;
(тихо).;;;;;1;;;
(так же).;;;;;1;;;
(Убегает.);;;1;;;;;
Фекла и Арина Пантелеймоновна уходят вслед за нею.;;;1;;;;;
Те же, кроме ушедших.;;1;;;;;;
Фекла входит. Все к ней навстречу с вопросами: «Что, что такое?»;;1;;1;;;;
(Уходит.);;;1;;;;;
(в сторону).;;;;;1;;;
(Подколесину).;;;;;1;;;
(в сторону).;;;;;1;;;
(Вслух.);;;;;1;;;
(показывает жестами);;;;1;;;;
(в сторону).;;;;;1;;;
(Кланяется и уходит.);;;1;1;;;;
Подколесин и Кочкарев.;;1;;;;;;
(улыбаясь).;;;;1;;;;
(подавая).;;;;1;;;;
Оба уходят.;;;1;;;;;
Комната в доме Агафьи Тихоновны.;1;;;;;;;
Агафья Тихоновна одна, потом Кочкарев.;;1;;;;;;
(Подходит к столику, вынимает оттуда ножницы и бумагу, нарезывает билетики и скатывает, продолжая говорить.);;;;1;1;;;
(Кладет билетики в ридикуль и мешает их рукою.);;;;1;;;;
(Шарит рукою в ридикуле и вынимает вместо одного все.);;;;1;;;;
(Кладет билетики в ридикуль и мешает.);;;;1;;;;
(Вскрикивает и закрывает лицо обеими руками, страшась взглянуть назад.);;;;1;1;;;
(вполовину открывая лицо).;;;;1;;;;
(Вскрикивает и закрывается вновь руками.);;;;1;1;;;
(понемногу открывает лицо).;;;;1;;;;
(В сторону.);;;;;1;;;
(В сторону.);;;;;1;;;
Агафья Тихоновна и Яичница.;;1;;;;;;
(Смотрит ей в плеча. в сторону.);;;;1;1;;;
Те же и Жевакин.;;1;;;;;;
(Оборачивается и видит Яичницу.);;;;1;;;;
(в сторону).;;;;;1;;;
(Вслух.);;;;;1;;;
Те же и Анучкин.;;1;;;;;;
(Видя прочих, испускает восклицание и раскланивается.);;;;1;1;;;
(в сторону).;;;;;1;;;
(Вслух.);;;;;1;;;
(в смущении).;;;;1;;;;
(В сторону.);;;;;1;;;
(Собираясь с духом.);;;;1;;;;
(В сторону, всплеснувши руками.);;;;1;1;;;
(Подбоченившись, подступает к ней грозно.);;;;1;;;;
(взглянув ему в лицо, вскрикивает).;;;;1;1;;;
(Убегает.);;;1;;;;;
Яичница стоит разинувши рот. Вбегает на крик Арина Пантелеймоновна и, взглянув ему в лицо, вскрикивает тоже: «Ух, прибьет!» — и убегает.;;;1;1;1;;;
В дверях звенит звонок и слышны голоса.;;;;1;;;1;
Те же и Кочкарев.;;1;;;;;;
(обращаясь к нему).;;;;;1;;;
(В сторону.);;;;;1;;;
Те же и Фекла. Все, увидев ее, обращаются к ней с следующими словами:;;1;;;1;;;
(Притопывая ногой.);;;;1;;;;
(пятясь ближе к дверям).;;;;1;;;;
(Уходит.);;;1;;;;;
(Уходит.);;;1;;;;;
Фекла, Кочкарев, Жевакин.;;1;;;;;;
Кочкарев хохочет во все горло, смотря на Феклу и указывая на нее пальцем.;;;;1;;;;
(с досадою).;;;;;1;;;
(Продолжает хохотать.);;;;1;;;;
(Уходит с досадою.);;;1;;;;;
Кочкарев, Жевакин.;;1;;;;;;
(продолжая хохотать).;;;;1;;;;
(Продолжает хохотать.);;;;1;;;;
(В усталости валится на стул.);;;;1;;;;
(переводя дыханье).;;;;1;;;;
(размеривает примерно руками);;;;1;;;;
(поглядывая на него искоса, говорит в сторону).;;;;1;1;;;
(Вслух.);;;;;1;;;
(потирает руки).;;;;1;;;;
(Выпровожает его.);;;;1;;;;
Кочкарев, Агафья Тихоновна.;;1;;;;;;
(осматриваясь).;;;;1;;;;
(высовывает голову в двери).;;;;1;;;;
(Потирает руки.);;;;1;;;;
(громко).;;;;;1;;;
(в сторону).;;;;;1;;;
(Агафье Тихоновне, вполголоса.);;;;;1;;;
(В сторону.);;;;;1;;;
(Уходит.);;;1;;;;;
Агафья Тихоновна и Жевакин.;;1;;;;;;
(в сторону).;;;;;1;;;
(Вслух.);;;;;1;;;
(Хочет уйти.);;;;1;;;;
(Указывая на голову.);;;;1;;;;
(Уходит.);;;1;;;;;
Жевакин один, говорит вслед ей.;;;;1;;;;
(Ходит по комнате в размышлении.);;;;1;;;;
(Подумав.);;;;1;;;;
(Осматривается.);;;;1;;;;
(Уходит.);;;1;;;;;
Подколесин и Кочкарев входят и оба оглядываются назад.;;1;;1;;;;
(с самодовольною улыбкой).;;;;1;;;;
(самодовольно усмехается.);;;;1;;;;
(усмехается).;;;;1;;;;
Те же и Агафья Тихоновна.;;1;;;;;;
(толкая его под руку, тихо).;;;;1;1;;;
(ему).;;;;;1;;;
(Ей, тихо.);;;;;1;;;
(Вслух.);;;;;1;;;
(Подколесину.);;;;;1;;;
(Уходит.);;;1;;;;;
Подколесин и Агафья Тихоновна.;;1;;;;;;
Садятся и молчат.;;;;1;;;;
Оба молчат.;;;;1;;;;
(Считает по пальцам.);;;;1;;;;
Молчание. Подколесин опять начинает барабанить пальцами, наконец берется за шляпу и раскланивается.;;;;1;;;;
(улыбаясь).;;;;1;;;;
Раскланиваются. Подколесин уходит.;;;1;1;;;;
Агафья Тихоновна одна.;;1;;;;;;
(Уходит.);;;1;;;;;
Подколесин и Кочкарев входят.;;1;;;;;;
(становясь на колени).;;;;1;;;;
(вставая, в сердцах).;;;;1;1;;;
(Уходит.);;;;1;;;;
(Отворяя дверь, кричит ему вслед.);;;;1;1;;;
Кочкарев, один, ходит в сильном движении взад и вперед.;;1;;1;;;;
(В сердцах дает несколько щелчков на воздух.);;;;1;;;;
(Убегает.);;;1;;;;;
Агафья Тихоновна входит.;;1;;;;;;
(Помолчав.);;;;1;;;;
(Плачет.);;;;1;;;;
(Начинает мало-помалу опять рыдать.);;;;1;;;;
(Переменяя голос.);;;;;1;;;
Агафья Тихоновна и Подколесин (выталкивается на сцену из дверей двумя руками Кочкарева).;;1;;1;;;1;
(запинаясь).;;;;;1;;;
(потупляя глаза).;;;;1;;;;
(потупляя глаза).;;;;1;;;;
(про себя, складывая руки).;;;;1;1;;;
(вслух).;;;;;1;;;
(почти испугавшись, толкает его, произнося тихо).;;;;1;1;;;
(Хочет сказать что-то ему на ухо. Кочкарев показывает ему кулак и хмурит брови. он дает руку.);;;;1;;;;
(соединяя руки).;;;;1;;;;
(Целует ее и берет за руку.);;;;1;;;;
Кочкарев и Подколесин.;;1;;;;;;
(Тронутый.);;;;1;;;;
(Целует его в одну щеку, а потом в другую.);;;;1;;;;
(целуются);;;;1;;;;
(В сторону.);;;;;1;;;
(Берет и уносит шляпу с собою.);;;1;1;;;;
Подколесин один.;;1;;;;;;
(После некоторого молчанья.);;;;1;;;;
(Подходит к окну.);;;;1;;;;
(Становится на окно и, сказавши: «Господи, благослови», — соскакивает на улицу. за сценой кряхтит и охает.);;;;1;;;1;
Слышен стук отъезжающих дрожек.;;;;1;;;;
Агафья Тихоновна входит в венчальном платье, робко и потупив голову.;;1;;1;;;;
(С робостью оглядывается.);;;;1;;;;
(Отворяет дверь в прихожую и говорит туда.);;;;1;1;;;
(входя).;;;;;1;;;
Те же и Арина Пантелеймоновна.;;1;;;;;;
(разодетая).;;;;1;;;;
Те же и Кочкарев.;;1;;;;;;
(Заглядывает за шкаф, искоса запускает даже глаз под стулья.);;;;1;;;1;
Те же и Дуняшка.;;1;;;;;;
Агафья Тихоновна вскрикивает, всплеснувши руками.;;;;1;;;;
(подступая к Кочкареву).;;;;1;;;;
(Уходит в сердцах и уводит невесту.);;;1;;;;;
Кочкарев стоит как ошеломленный.;;;;1;;;;
(Уходит.);;;1;;;;;
